Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_12575,Nucleoside diphosphate kinase regulator (GreA/GreB family),K06140,-3.47036717183332,RNA polymerase,"transcription regulation, elongation factor, nucleotide metabolism",['Unknown & Hypothetical Proteins'],High,Functions as a transcription elongation factor and regulator of nucleoside diphosphate kinase; important for transcriptional regulation and nucleotide pool maintenance.
BFJEKD_12995,RNA polymerase sigma factor RpoH,K03089,-2.78129302036229,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated sigma factor involved in transcription initiation under heat shock conditions.
BFJEKD_13780,transcriptional regulator IscR,,-1.01085154527136,,"transcriptional regulator, iron-sulfur cluster regulation",['Unknown & Hypothetical Proteins'],Medium,IscR is a known transcriptional regulator involved in iron-sulfur cluster biogenesis; no KO assigned but strong GO and COG support.
BFJEKD_13785,Lrp/AsnC family transcriptional regulator,,-1.07356068490467,,"transcriptional regulator, global regulator",['Amino Acid Biosynthesis'],Medium,Lrp/AsnC family regulators are global transcriptional regulators; no KO but consistent GO and COG annotations.
BFJEKD_14165,Helix-turn-helix transcriptional regulator,,-2.37993231381498,,"transcriptional regulator, HTH domain",['Cell Wall & Envelope Biogenesis'],Medium,"No KO or EC; annotation based on COG, PFAM, and GO DNA binding; likely a transcriptional regulator, useful for regulatory grouping."
BFJEKD_14405,Histidine utilization repressor HutC,K05836,-2.37795138386259,Histidine metabolism,"transcriptional regulator, histidine metabolism, GntR family",['Amino Acid Biosynthesis'],High,Single well-annotated transcriptional regulator controlling histidine utilization genes; useful for grouping under amino acid metabolism regulation.
BFJEKD_14655,IclR family transcriptional regulator,,-2.20142570482887,,"transcriptional regulation, IclR family, DNA binding",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator with strong GO and COG support; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_15005,GntR family transcriptional regulator FadR,"K05799, K14348",-1.09912658852519,"Phenylalanine metabolism, Two-component system","transcriptional regulator, metabolic regulation, GntR family",['Unknown & Hypothetical Proteins'],High,Well-annotated transcriptional regulator involved in repression of pyruvate dehydrogenase complex; useful for grouping regulators of central metabolism.
BFJEKD_15140,MarR family transcriptional regulator,K06075,-1.69344639438639,Two-component system,"transcriptional regulator, MarR family, antibiotic resistance regulation",['Amino Acid Biosynthesis'],High,Regulates transcription of genes including those involved in antibiotic resistance and hemolysin expression.
BFJEKD_15255,AraC family transcriptional regulator,,-2.00073592582269,,"transcriptional regulator, AraC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Clear functional annotation as a transcriptional regulator. Important for regulatory network analysis and differential expression studies.
BFJEKD_18255,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA",K18301,-1.85599449456653,,"transcriptional regulator, TetR family, DNA binding, regulation of transcription",['Secretion & Transport Systems'],High,"Well-annotated transcriptional regulator of the TetR family, important for gene expression regulation and nucleoid occlusion."
BFJEKD_19320,LysR family transcriptional regulator,"K16135, K18900",-1.64399657019321,Two-component system,"transcriptional regulator, LysR family, gene regulation",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-characterized transcriptional regulator with DNA-binding domains; important for regulatory network analyses.
