Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_03775,Selenocysteine lyase / Cysteine desulfurase,,-3.23111744926663,,"amino acid metabolism, cysteine desulfurase, enzyme, sulfur metabolism",['Secretion & Transport Systems'],Medium,No KO or GO terms provided; EC inferred from known function of COG0520 and PFAM domain. Annotation is consistent with cysteine desulfurase activity.
BFJEKD_19445,DUF269 domain-containing protein,,-3.13772646854829,,"unknown function, DUF269",['Amino Acid Biosynthesis'],Low,No functional annotation available; domain of unknown function; treat as uncharacterized in downstream analyses.
BFJEKD_18725,Hypothetical Protein,,-3.12816060601935,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional domains or annotations detected; treat as unknown for grouping and DE analysis.
BFJEKD_05015,tRNA-binding protein CsaA,K06878,-3.10128755556172,Aminoacyl-tRNA biosynthesis,"tRNA binding, translation, RNA processing",['Unknown & Hypothetical Proteins'],High,"Strong evidence from KO, GO, COG, and PFAM domains for function in tRNA binding and translation."
BFJEKD_15000,L-lactate dehydrogenase complex protein LldE,K18928,-3.01472212580259,Pyruvate metabolism,"oxidoreductase, lactate metabolism, energy production",['Polyhydroxyalkanoates & Storage Lipids'],Medium,KO indicates L-lactate dehydrogenase complex subunit; limited GO and EC data but domain and KO support oxidoreductase function; suitable for grouping in lactate metabolism.
BFJEKD_14145,Prokaryotic cytochrome b561,,-2.96863547562515,,"electron transport, membrane protein, cytochrome, respiration",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; annotation based on PFAM and GO terms indicating electron transport function; useful for grouping respiratory chain components.
BFJEKD_10155,Organic hydroperoxide reductase OsmC/OhrA,K04063,-2.96326035966833,Glutathione metabolism,"peroxiredoxin, antioxidant, oxidative stress response",['Secretion & Transport Systems'],High,KO K04063 and EC 1.11.1.28 confirm peroxiredoxin function. OsmC domain supports antioxidant role. Important for stress response grouping.
BFJEKD_05975,Ornithine--oxo-acid transaminase,K00819,-2.94818075843642,"Glycine, serine and threonine metabolism, Arginine and proline metabolism","amino acid metabolism, transaminase, ornithine metabolism",['Cell Wall & Envelope Biogenesis'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM; relevant for amino acid biosynthesis and metabolism studies."
BFJEKD_14865,DEAD/DEAH box helicase,K05592,-2.88830558243702,RNA degradation,"RNA helicase, RNA metabolism, ATP-dependent enzyme",['Amino Acid Biosynthesis'],High,KO and EC consistent; well-characterized helicase involved in RNA processing.
BFJEKD_13005,hypothetical protein,,-2.82181339680758,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_02325,Methyl-accepting chemotaxis protein (MCP),K03406,-2.81538574880078,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Motility & Chemotaxis'],High,Well-annotated MCP involved in bacterial chemotaxis. KO and GO terms support function. Important for grouping motility-related genes.
BFJEKD_00740,Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla,K02066,-2.81151388797263,ABC transporters,"ABC transporter, phospholipid transport, membrane permease",['DNA Recombination & Repair'],High,Complete annotation with KO and GO terms consistent with ABC-type phospholipid transporter permease function; useful for membrane transport grouping.
BFJEKD_00145,TraK family protein,,-2.80391590796683,,"conjugation, plasmid transfer, type IV secretion system",['Mobile Genetic Elements & Plasmid'],Low,"No KO, GO, COG or PFAM annotations; product name suggests role in conjugative plasmid transfer."
BFJEKD_14365,WD40 repeat protein,,-2.80351205302418,,"protein binding, scaffold, WD40 repeat, signal transduction",['Cell Wall & Envelope Biogenesis'],Medium,WD40 repeat proteins typically serve as scaffolds for protein complexes; presence of Cytochrome C domain suggests possible electron transport or redox interaction but function unclear.
BFJEKD_12995,RNA polymerase sigma factor RpoH,K03089,-2.78129302036229,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated sigma factor involved in transcription initiation under heat shock conditions.
BFJEKD_17570,ATP-dependent RNA helicase RhlE,K11927,-2.71872900491165,RNA degradation,"RNA helicase, RNA metabolism, ATP-dependent enzyme",['Amino Acid Biosynthesis'],High,Complete and consistent annotation; important for RNA processing and degradation pathways.
BFJEKD_15015,Hypothetical protein with HicB domain,,-2.71451203652134,,"toxin-antitoxin system, antitoxin, transcriptional regulation",['Secretion & Transport Systems'],Low,Hypothetical protein with HicB domain suggests antitoxin function; limited annotation; useful for grouping toxin-antitoxin related genes.
BFJEKD_14100,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,K00783,-2.70768137095213,Aminoacyl-tRNA biosynthesis,"RNA modification, methyltransferase, ribosomal RNA, translation regulation",['Polyhydroxyalkanoates & Storage Lipids'],High,"Well-annotated RNA methyltransferase involved in rRNA modification, important for ribosome function and translation regulation. Useful for grouping in RNA processing and translation-related analyses."
BFJEKD_03715,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,K04042,-2.65126437224365,Amino sugar and nucleotide sugar metabolism,"amino sugar biosynthesis, acetyltransferase, nucleotide sugar metabolism",['Protein Processing & Degradation'],High,Bifunctional enzyme catalyzing key steps in UDP-GlcNAc biosynthesis; strong domain and ontology support.
BFJEKD_08965,xylulokinase,K00854,-2.62789509772018,"Glycolysis / Gluconeogenesis, Pentose and glucuronate interconversions","carbohydrate metabolism, kinase, xylulose metabolism",['Cell Wall & Envelope Biogenesis'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM; key enzyme in pentose metabolism."
BFJEKD_14445,formimidoylglutamate deiminase,K05603,-2.62630770496745,Histidine metabolism,"amino acid metabolism, histidine degradation, amidohydrolase, deiminase",['Toxin-Antitoxin & Phage Defense'],High,Complete annotation; involved in histidine catabolism; important for amino acid metabolic pathway analysis.
BFJEKD_01385,Fe-S cluster assembly protein SufB,K09014,-2.62323840765242,ABC transporters; Iron-sulfur cluster assembly system,"Fe-S cluster assembly, iron-sulfur metabolism, metalloprotein",['Mobile Genetic Elements & Plasmid'],High,"SufB is a core component of the SUF system for Fe-S cluster biogenesis, essential under oxidative stress and iron limitation."
BFJEKD_02335,hydroxylamine reductase,K05601,-2.59709558195964,Nitrogen metabolism,"nitrogen metabolism, oxidoreductase, energy production",['Amino Acid Transport and Metabolism'],High,"Complete annotation with KO, EC, GO, and PFAM. Key enzyme in nitrogen metabolism, relevant for grouping and differential expression in nitrogen cycling."
BFJEKD_18710,Holin of 3 Transmembrane Segments,,-2.59552400468357,,"phage holin, membrane protein, gene transfer, cell lysis",['Secretion & Transport Systems'],High,Holin proteins form pores in membranes to facilitate gene transfer or phage release; important for phage-related functional grouping.
BFJEKD_01390,SUF system Fe-S cluster assembly regulator (IscR),,-2.55999060449829,,"transcriptional regulator, Fe-S cluster regulation, DNA-binding protein",['Mobile Genetic Elements & Plasmid'],High,"IscR regulates expression of Fe-S cluster assembly genes, linking Fe-S cluster status to transcriptional control."
BFJEKD_05010,Phasin protein,,-2.53397261972599,,"PHA granule-associated protein, carbon storage, polyhydroxyalkanoate",['Polyhydroxyalkanoates & Storage Lipids'],Medium,"Phasin proteins are associated with PHA granules; no KO or GO annotations available, but PFAM and COG support function."
BFJEKD_14650,microcystin degradation protein MlrC,,-2.52335862653923,,"microcystin degradation, toxin degradation, peptidase",['Unknown & Hypothetical Proteins'],Medium,Protein involved in microcystin toxin degradation; limited KEGG and GO annotations; COG category unknown function but PFAM domains support function; useful for grouping under toxin degradation.
BFJEKD_07465,"DNA-binding transcriptional regulator, MocR family",,-2.51857360425412,,"transcriptional regulator, MocR family, aminotransferase domain, DNA-binding",['Secretion & Transport Systems'],Medium,Annotation supported by COG and PFAM domains indicating a transcriptional regulator with enzymatic domain. No KO or EC limits pathway assignment. Useful for grouping under transcription regulation and amino acid metabolism.
BFJEKD_14995,L-lactate dehydrogenase complex protein LldF,K18929,-2.50365612959549,Pyruvate metabolism,"lactate metabolism, oxidoreductase complex, iron-sulfur protein",['Cell Wall & Envelope Biogenesis'],High,KO and GO terms support role in lactate metabolism; presence of Fe-S cluster domains consistent with electron transfer; good candidate for energy metabolism grouping.
BFJEKD_14215,Hypothetical protein,,-2.49833868816066,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM data."
BFJEKD_09020,DUF2971 domain-containing protein,,-2.46809845730499,,"unknown function, DUF2971",['Amino Acid Biosynthesis'],Low,No functional annotation available beyond DUF2971 domain; treat as uncharacterized protein in grouping and DE analysis.
BFJEKD_12245,Uncharacterized protein,,-2.4516179042947,,unknown function,['Amino Acid Biosynthesis'],Low,No annotation or domain information available; sequence does not match known conserved domains.
BFJEKD_05970,Methyl-accepting chemotaxis protein (MCP),K03406,-2.42463982257897,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, COG, GO, and PFAM domains consistent with MCP function; suitable for grouping under chemotaxis and signal transduction."
BFJEKD_13680,Putative transposase IS4/5 family (DUF4096),,-2.41741934894631,,"transposase, mobile genetic element, IS4/5 family",['Carbon Concentrating & Fixation'],Medium,"Putative transposase with domain of unknown function (DUF4096); lacks KO, EC, GO, and COG annotations; annotation based on PFAM domain and product name."
BFJEKD_05165,Sulfotransferase,,-2.41722049420408,,"sulfotransferase, post-translational modification, metabolism",['Cell Wall & Envelope Biogenesis'],Medium,GO term supports sulfotransferase activity; no KO or EC available; sequence may help further annotation.
BFJEKD_19665,Response regulator (CheY homolog),K03413,-2.41583316609683,Bacterial chemotaxis,"two-component system, chemotaxis, response regulator, signal transduction",['Toxin-Antitoxin & Phage Defense'],Medium,KO and PFAM domains support response regulator function; limited GO and no EC annotations; suitable for chemotaxis and signal transduction grouping.
BFJEKD_03535,phosphate acetyltransferase,"K00029, K00625, K13788",-2.41500486505652,"Pyruvate metabolism, Propanoate metabolism","acetate metabolism, energy production, transferase",['Protein Processing & Degradation'],High,Multiple KO terms suggest possible multifunctionality; EC and GO terms consistent with phosphate acetyltransferase activity in energy metabolism.
BFJEKD_14325,Sulfotransferase,,-2.40610662349578,,"sulfotransferase, transferase, enzyme",['Amino Acid Biosynthesis'],Medium,"Sulfotransferase domain and GO term present, but no KO or EC number assigned. Functional group assigned based on domain and GO."
BFJEKD_00960,AraC-type transcriptional regulator,,-2.40231966417847,,"transcriptional regulator, DNA binding, AraC family",['Secretion & Transport Systems'],High,Well-annotated AraC-type transcriptional regulator with strong DNA-binding and transcription regulation evidence; useful for grouping under transcription factors.
BFJEKD_12240,Uncharacterized protein,,-2.38290193651248,,unknown function,['Carbon Concentrating & Fixation'],Low,No annotation or domain information available; sequence does not match known conserved domains.
BFJEKD_14165,Helix-turn-helix transcriptional regulator,,-2.37993231381498,,"transcriptional regulator, HTH domain",['Cell Wall & Envelope Biogenesis'],Medium,"No KO or EC; annotation based on COG, PFAM, and GO DNA binding; likely a transcriptional regulator, useful for regulatory grouping."
BFJEKD_14405,Histidine utilization repressor HutC,K05836,-2.37795138386259,Histidine metabolism,"transcriptional regulator, histidine metabolism, GntR family",['Amino Acid Biosynthesis'],High,Single well-annotated transcriptional regulator controlling histidine utilization genes; useful for grouping under amino acid metabolism regulation.
BFJEKD_02345,Peptidoglycan/LPS O-acetylase OafA/YrhL,K16568,-2.3765145313515,Peptidoglycan biosynthesis,"cell wall biosynthesis, acyltransferase, membrane protein",['Secretion & Transport Systems'],High,Well-annotated O-acetyltransferase involved in peptidoglycan and LPS modification; important for cell envelope integrity.
BFJEKD_13145,5-(carboxyamino)imidazole ribonucleotide mutase,K01588,-2.36869836611384,Purine metabolism,"purine biosynthesis, nucleotide metabolism, enzyme, mutase",['Amino Acid Biosynthesis'],High,Well-annotated enzyme in purine biosynthesis pathway; KO and EC consistent; multiple GO terms support function; suitable for metabolic pathway grouping.
BFJEKD_12315,Tellurium resistance protein TerC,K05794,-2.36087683740426,Bacterial secretion system,"tellurite resistance, membrane transporter, metal resistance",['Secretion & Transport Systems'],High,Key protein for tellurite resistance; important for grouping under heavy metal resistance and membrane transport.
BFJEKD_12085,PepSY-associated transmembrane region protein (PiuB),,-2.3585125857623,,"iron-regulated protein, membrane protein",['Protein Processing & Degradation'],Medium,Annotated as iron-regulated membrane protein with PepSY_TM domain; lacks KO and GO terms; likely involved in iron homeostasis or transport; useful for grouping under iron metabolism.
BFJEKD_11220,LysR family transcriptional regulator,,-2.34313711454882,,"transcription regulation, LysR family, DNA binding",['Polyhydroxyalkanoates & Storage Lipids'],High,Typical LysR-type transcriptional regulator involved in gene expression control; useful for grouping under transcription factors.
BFJEKD_14305,Anaerobic ribonucleoside-triphosphate reductase,,-2.32045646826233,,"ribonucleotide reductase, anaerobic metabolism, DNA synthesis",['Secretion & Transport Systems'],Medium,Lacks KO and EC but PFAM and GO support function as anaerobic ribonucleotide reductase; useful for grouping DNA synthesis and anaerobic metabolism proteins.
BFJEKD_00130,"HEPN domain protein, putative toxin of MNT-HEPN system",,-2.30649377901414,,"toxin-antitoxin system, ribonuclease, toxin",['Unknown & Hypothetical Proteins'],Medium,Protein likely part of MNT-HEPN toxin-antitoxin system; lacks KO and EC but GO and COG support ribonuclease toxin function.
BFJEKD_19440,"Ferredoxin III, nif-specific",,-2.3024928608956,,"electron transport, ferredoxin, nitrogen fixation accessory",['Carbon Concentrating & Fixation'],Medium,"No KO or GO terms; PFAM domain indicates electron carrier role, likely involved in nitrogen fixation electron transfer."
BFJEKD_16530,Methyl-accepting chemotaxis protein,K03406,-2.2753100437609,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Polyhydroxyalkanoates & Storage Lipids'],High,"Complete annotation with KO, COG, PFAM and GO terms consistent with methyl-accepting chemotaxis protein involved in bacterial chemotaxis signaling."
BFJEKD_04690,iron ABC transporter permease FepD,K02015,-2.26035366579238,ABC transporters,"iron transport, ABC transporter, membrane permease",['Unknown & Hypothetical Proteins'],High,Complete annotation with KO and COG supporting iron ABC transporter permease function; useful for grouping iron uptake systems.
BFJEKD_11315,Molybdate ABC transporter substrate-binding protein ModA,K02020,-2.23623858722784,ABC transporters,"ABC transporter, molybdate transport, substrate-binding protein, periplasmic component",['Unknown & Hypothetical Proteins'],High,Complete annotation for substrate-binding component of molybdate ABC transporter. Important for transport system grouping.
BFJEKD_07555,transcription termination/antitermination protein NusA,K02600,-2.22166190657539,RNA polymerase,"transcription regulation, termination, antitermination, RNA binding",['Secretion & Transport Systems'],High,Well-annotated transcription factor involved in termination and antitermination; multiple RNA-binding domains; no EC as expected.
BFJEKD_10065,PD-(D/E)XK nuclease family protein,,-2.2139458500366,,"nuclease, DNA metabolism, restriction enzyme superfamily",['Secretion & Transport Systems'],Medium,PD-(D/E)XK domain indicates nuclease activity; no KO or GO terms assigned; likely involved in DNA cleavage or repair.
BFJEKD_04500,Cytochrome c domain-containing protein,,-2.21355889857439,,"electron transport, membrane protein, heme binding",['Carbon Concentrating & Fixation'],Medium,GO terms indicate involvement in electron transport and membrane localization; domain DUF1924 is uncharacterized but likely related to cytochrome function.
BFJEKD_12235,Uncharacterized protein,,-2.21100030208818,,unknown function,['Secretion & Transport Systems'],Low,No annotation or domain information available; sequence does not match known conserved domains.
BFJEKD_04495,Dihaem cytochrome c,,-2.20170185836195,,"electron transport, cytochrome c, respiration",['Secretion & Transport Systems'],Medium,"Annotated as dihaem cytochrome c based on product and PFAM domain; lacks KO and GO terms, limiting pathway mapping."
BFJEKD_14655,IclR family transcriptional regulator,,-2.20142570482887,,"transcriptional regulation, IclR family, DNA binding",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator with strong GO and COG support; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_15145,"Lipoprotein, putative nitric oxide dioxygenase (NOD)",,-2.18423994047622,,"nitric oxide detoxification, stress response, lipoprotein",['Protein Processing & Degradation'],Low,"Putative lipoprotein involved in NO detoxification; lacks KO, EC, GO, and PFAM annotations, limiting confidence."
BFJEKD_10940,methyl-accepting chemotaxis protein with hemerythrin domain,"K03406, K07216",-2.18037189149287,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor, hemerythrin domain",['Toxin-Antitoxin & Phage Defense'],High,Strong evidence for chemotaxis receptor function with hemerythrin domain; KO and COG consistent; important for environmental sensing and motility.
BFJEKD_05965,PAS sensor domain-containing protein,,-2.17617925492738,,"signal transduction, sensor protein, PAS domain",['Protein Processing & Degradation'],Medium,"No KO or PFAM domain detected, but COG and GO indicate a transcriptional regulator with PAS sensor domain. Important for signal transduction grouping."
BFJEKD_19435,Nitrogen fixation protein NifQ,K15790,-2.1693919175881198,Nitrogen metabolism,"nitrogen fixation, molybdenum cofactor metabolism",['Secretion & Transport Systems'],High,Well-annotated nitrogen fixation protein involved in molybdenum cofactor metabolism; useful for grouping nitrogen fixation related genes.
BFJEKD_00140,hypothetical protein,,-2.16730278140122,,"hypothetical protein, unknown function",['Mobile Genetic Elements & Plasmid'],Low,No functional annotation or domain detected; likely uncharacterized.
BFJEKD_15830,hypothetical protein,,-2.14253845671244,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation available; cannot be reliably grouped or used for differential expression functional analysis.
BFJEKD_04695,iron ABC transporter ATP-binding protein FepC,K02013,-2.14086152173388,ABC transporters,"iron transport, ABC transporter, ATPase",['Amino Acid Biosynthesis'],High,"Strong evidence from KO, EC, and extensive GO terms; key ATPase component of iron ABC transporter complex."
BFJEKD_11385,Phage repressor protein C,,-2.13808307233742,,"phage repressor, DNA binding, transcription regulation, HTH domain",['Toxin-Antitoxin & Phage Defense'],Medium,Phage repressor with DNA-binding HTH domain and peptidase domain; no KO or EC. Important for phage-related regulatory grouping.
BFJEKD_09385,EamA/RhaT family transporter,,-2.10386070490074,,"membrane transporter, solute carrier, EamA family",['Protein Processing & Degradation'],Medium,Annotation based on PFAM EamA domain and COG0697 indicating transporter function; no KO or EC available; GO term confirms membrane localization.
BFJEKD_00745,polyamine ABC transporter ATP-binding protein,K02065,-2.08874083978617,ABC transporters,"ABC transporter, ATPase, membrane transport",['Mobile Genetic Elements & Plasmid'],High,KO and GO terms confirm ATP-binding component of ABC transporter; key for energy coupling in transport systems.
BFJEKD_15025,Alkyl hydroperoxide reductase subunit C (AhpC),"K03386, K24119",-2.0688121501495,Glutathione metabolism,"oxidative stress response, peroxiredoxin, redox enzyme, antioxidant",['Secretion & Transport Systems'],High,"Well-supported annotation with KO, EC, COG, PFAM, and GO; key peroxiredoxin subunit; critical for oxidative stress response and detoxification."
BFJEKD_19350,Magnesium-transporting ATPase MgtA,K01535,-2.01347371714737,ABC transporters,"magnesium transport, cation transporter, P-type ATPase, membrane transporter, ion homeostasis",['Carbon Concentrating & Fixation'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with P-type ATPase involved in magnesium transport. Suitable for grouping under ion transport and membrane ATPases."
BFJEKD_16025,hypothetical protein,,-2.0052545271259,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation available; likely a novel or uncharacterized protein. Exclude or treat cautiously in downstream analyses.
BFJEKD_05070,circadian clock protein KaiC,K08482,-2.00233449864238,Circadian rhythm - cyanobacteria,"circadian rhythm, signal transduction, ATPase, protein kinase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated circadian clock protein with strong KO and GO support; key for temporal regulation in bacteria.
BFJEKD_15255,AraC family transcriptional regulator,,-2.00073592582269,,"transcriptional regulator, AraC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Clear functional annotation as a transcriptional regulator. Important for regulatory network analysis and differential expression studies.
BFJEKD_03655,NERD domain-containing protein,,-1.9842396302123,,"nucleic acid binding, DNA repair, uncharacterized",['Cell Wall & Envelope Biogenesis'],Low,"No KO, EC, GO, or COG annotations; NERD domain suggests possible nucleic acid-related function but unconfirmed."
BFJEKD_02440,HigA family addiction module antitoxin,K21498,-1.96881501253683,Bacterial toxin-antitoxin system,"toxin-antitoxin system, DNA-binding protein, antitoxin",['Photosynthesis & Carbon Concentrating'],High,"Well-annotated antitoxin protein with strong evidence from KO, COG, PFAM, and GO. Suitable for grouping under toxin-antitoxin systems."
