Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_08495,co-chaperone GroES,K04078,-5.77375899940145,Protein folding and associated processes,"chaperone, protein folding, stress response",['Cell Wall & Envelope Biogenesis'],High,Well-characterized co-chaperone involved in protein folding.
BFJEKD_18325,Hypothetical protein,,-5.67731847003388,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; sequence lacks known motifs or signatures.
BFJEKD_02490,"MFS transporter, ACDE family, multidrug resistance protein",K08221,-5.65193624028373,ABC transporters,"membrane transporter, multidrug resistance, stress response",['Unknown & Hypothetical Proteins'],High,"Annotation supported by KO, PFAM domains, and GO terms indicating a multidrug resistance MFS transporter with universal stress protein domain; suitable for grouping under membrane transport and stress response."
BFJEKD_18715,Glycosyl Hydrolase Family 108 Lysozyme,,-5.63755619204623,,"lysozyme, glycosyl hydrolase, cell wall degradation, peptidoglycan binding",['Secretion & Transport Systems'],High,Enzyme likely involved in bacterial cell wall remodeling or phage lysis; relevant for cell envelope and lytic function grouping.
BFJEKD_08280,UPF0391 membrane protein Rru_A0119,,-5.57318382285249,,"membrane protein, integral membrane",['Carbon Concentrating & Fixation'],Low,"No KO, EC, COG or PFAM domains available; annotation based on GO terms indicating membrane localization only."
BFJEKD_11820,nitrogen fixation protein NifB,K02585,-5.55526938436875,Nitrogen metabolism,"nitrogen fixation, radical SAM enzyme, coenzyme metabolism",['Cell Wall & Envelope Biogenesis'],Medium,NifB is a Radical SAM enzyme essential for nitrogenase cofactor biosynthesis; lacks EC number but KO and PFAM support function; important for nitrogen fixation grouping.
BFJEKD_08500,chaperonin GroEL,K04077,-5.50105148135131,Protein folding and associated processes,"chaperone, protein folding, stress response","['Protein Folding, Quality Control & Stress Response']",High,Key chaperonin assisting in protein folding under stress conditions.
BFJEKD_19120,hypothetical protein,,-5.25488571615678,,"hypothetical protein, unknown function","['Protein Folding, Quality Control & Stress Response']",Low,No functional annotation available; treat as unknown in grouping and DE analysis.
BFJEKD_10440,DUF4405 domain-containing protein,,-5.25071584407915,,"unknown function, DUF domain",['Carbon Concentrating & Fixation'],Low,"No functional annotation available; only DUF4405 domain present, function unknown."
BFJEKD_18725,Hypothetical Protein,,-5.24293696555792,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional domains or annotations detected; treat as unknown for grouping and DE analysis.
BFJEKD_11730,Amino acid ABC transporter substrate-binding protein,K09969,-5.2232936040539,ABC transporters,"amino acid transport, ABC transporter, substrate-binding protein, membrane transporter",['Cell Wall & Envelope Biogenesis'],High,Complete annotation with KO and GO supporting amino acid transport function; substrate-binding component of ABC transporter system.
BFJEKD_03110,"Propeptide, PepSY and peptidase M4 domain containing protein",,-5.21007002138537,,"peptidase, proteolysis, protein maturation",['Amino Acid Biosynthesis'],Low,"No KO, COG, or PFAM domains identified; product name suggests presence of PepSY and peptidase M4 domains but no direct evidence; annotation incomplete."
BFJEKD_01750,DUF2249 domain-containing protein,,-5.16405951377575,,"DUF2249, unknown function",['Unknown & Hypothetical Proteins'],Low,"No functional annotation available; domain DUF2249 is uncharacterized, limiting functional inference."
BFJEKD_10705,chaperonin GroEL,K04077,-5.12951386362484,Protein processing in endoplasmic reticulum,"molecular chaperone, protein folding, stress response",['Secretion & Transport Systems'],High,GroEL is the main chaperonin assisting protein folding under stress; pairs with GroES; essential for proteostasis and stress response.
BFJEKD_13485,Efflux transporter periplasmic adaptor subunit AcrA,K03585,-5.06243893340379,ABC transporters,"efflux transporter, membrane fusion protein, multidrug resistance",['Secretion & Transport Systems'],High,"KO K03585 corresponds to AcrA, a membrane fusion protein in multidrug efflux pumps; strong GO and COG support."
BFJEKD_10670,OsmC family peroxiredoxin,K04063,-4.83323713697648,Peroxisome,"oxidative stress response, peroxiredoxin, antioxidant enzyme",['Toxin-Antitoxin & Phage Defense'],High,"Well characterized peroxiredoxin involved in oxidative stress defense; strong evidence from KO, EC, GO, and PFAM."
BFJEKD_09065,Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins,,-4.82923943796928,,"outer membrane protein, cell envelope, structural protein, membrane",['Unknown & Hypothetical Proteins'],Medium,"Lacks KO, EC, GO, and PFAM annotations but COG and product name indicate OmpA family outer membrane protein; useful for grouping in membrane and envelope studies."
BFJEKD_00005,Ca2+-binding RTX toxin-related protein,,-4.82289073406316,,"RTX toxin, calcium binding, toxin-related, membrane-associated",['Cell Wall & Envelope Biogenesis'],Medium,Protein likely involved in calcium-dependent toxin activity; lacks KO and EC annotations; GO term supports calcium binding function; useful for grouping toxin-related proteins.
BFJEKD_14750,Branched-chain amino acid ABC transporter permease,K10440,-4.75840778259964,ABC transporters,"membrane transporter, ABC transporter, branched-chain amino acid transport",['Secretion & Transport Systems'],High,Well-annotated permease component of ABC transporter system; key for amino acid uptake; important for transport-related expression analysis.
BFJEKD_14715,catalase HPII,K03781,-4.68601446045201,Glutathione metabolism,"oxidative stress response, catalase, defense enzyme",['Toxin-Antitoxin & Phage Defense'],High,"Well-annotated catalase enzyme with KO, EC, extensive GO terms, and COG category; key role in detoxifying hydrogen peroxide."
BFJEKD_12775,Hypothetical protein,,-4.6439867604636,,"hypothetical protein, transcription",['Secretion & Transport Systems'],Low,"Only a single general GO term related to transcription is available. No KO, EC, COG, or PFAM domains detected. Annotation is minimal and uncertain."
BFJEKD_14745,Endonuclease IV,K21909,-4.62799846736548,DNA repair and recombination proteins,"DNA repair, endonuclease, TIM barrel",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, and PFAM domains consistent with AP endonuclease function; suitable for grouping under DNA repair mechanisms."
BFJEKD_09870,hypothetical protein,,-4.62710164259456,,"unknown function, hypothetical protein",['Polyhydroxyalkanoates & Storage Lipids'],Low,No annotation or domain information available; function unknown.
BFJEKD_10700,co-chaperone GroES,K04078,-4.62286604426751,Protein processing in endoplasmic reticulum,"molecular chaperone, protein folding, stress response",['Secretion & Transport Systems'],High,"GroES acts as a co-chaperone with GroEL, important for protein folding under stress; relevant for grouping with chaperone systems and stress response."
BFJEKD_09875,Uncharacterized protein,,-4.59844626233982,,unknown function,['Unknown & Hypothetical Proteins'],Low,No functional annotation or domain detected; sequence too short for confident prediction.
BFJEKD_11815,nitrogenase iron protein NifH,K02588,-4.58467435368739,Nitrogen metabolism,"nitrogen fixation, nitrogenase, energy metabolism, iron-sulfur protein",['Protein Processing & Degradation'],High,"Iron protein component of nitrogenase complex; well supported by KO, GO, COG, and PFAM."
BFJEKD_15975,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase",K16147,-4.56907894945264,Starch and sucrose metabolism,"glycogen biosynthesis, carbohydrate metabolism, starch metabolism, transferase",['Toxin-Antitoxin & Phage Defense'],High,"Enzyme involved in branched alpha-glucan biosynthesis. KO, EC, COG, PFAM, and GO annotations consistent. Important for carbohydrate metabolism and storage compound grouping."
BFJEKD_14755,Sugar ABC transporter ATP-binding protein,K10441,-4.54926890268455,ABC transporters,"membrane transporter, ABC transporter, ATP-binding protein, sugar transport",['Secretion & Transport Systems'],High,Complete and consistent annotation for ABC transporter ATPase; critical for energy-dependent sugar uptake.
BFJEKD_04525,Hypothetical protein,,-4.47989441465898,,"hypothetical protein, unknown function",['Protein Processing & Degradation'],Low,No functional annotation available; sequence and domain searches recommended for further characterization.
BFJEKD_06775,thioredoxin domain-containing protein,K06888,-4.439798648275,Thiol metabolism,"redox protein, thioredoxin, oxidoreductase, disulfide isomerase",['Protein Processing & Degradation'],Medium,Thioredoxin domain present with KO and COG; EC not assigned; GO terms limited but consistent with redox function.
BFJEKD_13005,hypothetical protein,,-4.42856358781732,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_13800,CsbD family protein,,-4.408748464764,,"stress response, unknown function",['Cell Wall & Envelope Biogenesis'],Low,"Protein belongs to CsbD family, implicated in stress response but function not well characterized; no KO, EC, or GO annotations."
BFJEKD_16595,Type 1 glutamine amidotransferase domain-containing protein (DJ-1/PfpI family),,-4.40461027296361,,"glutamine amidotransferase, protein repair, stress response",['Cell Wall & Envelope Biogenesis'],Medium,GO terms support amidotransferase and protein repair functions; no KO or EC assigned; COG category consistent with chaperone and protein turnover.
BFJEKD_06570,4a-hydroxytetrahydrobiopterin dehydratase,K01724,-4.37492604291524,Biopterin metabolism,"pterin metabolism, enzyme, biopterin metabolism",['Carbon Concentrating & Fixation'],High,"Complete annotation with KO, EC, GO, COG, and PFAM. Well characterized enzyme in pterin metabolism."
BFJEKD_17540,Cyclopropane-fatty-acyl-phospholipid synthase,K00574,-4.37380505025981,Glycerophospholipid metabolism,"lipid metabolism, fatty acid modification, methyltransferase, membrane-associated enzyme",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains; involved in membrane lipid modification."
BFJEKD_14760,Ribose ABC transporter substrate-binding protein,K10439,-4.35108576978978,ABC transporters,"membrane transporter, ABC transporter, substrate-binding protein, ribose transport",['Carbon Concentrating & Fixation'],High,Substrate-binding component of ribose ABC transporter; important for carbohydrate uptake and metabolism.
BFJEKD_12335,tellurium resistance protein TerD,K05795,-4.35057806187688,Bacterial secretion system,"tellurite resistance, stress response, membrane protein",['Amino Acid Biosynthesis'],High,KO and COG indicate role in tellurite resistance; TerD domain supports metal resistance function. Group with other Ter proteins for metal detoxification.
BFJEKD_18710,Holin of 3 Transmembrane Segments,,-4.28510298896951,,"phage holin, membrane protein, gene transfer, cell lysis",['Secretion & Transport Systems'],High,Holin proteins form pores in membranes to facilitate gene transfer or phage release; important for phage-related functional grouping.
BFJEKD_03470,geranylgeranyl pyrophosphate synthase,K13789,-4.25430665337967,Terpenoid backbone biosynthesis,"isoprenoid biosynthesis, terpenoid biosynthesis, lipid metabolism, prenyltransferase",['Toxin-Antitoxin & Phage Defense'],High,"Complete KO, EC, GO, COG, and PFAM annotations; key enzyme in terpenoid backbone biosynthesis; important for pigment and membrane lipid biosynthesis grouping."
BFJEKD_08505,Transcriptional regulator HipB,,-4.2523953158773,,"transcriptional regulator, DNA binding, XRE family",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with typical HTH domains; useful for regulatory network analysis.
BFJEKD_15170,DUF892 domain-containing protein,,-4.22533790619534,,"DUF892, unknown function, uncharacterized protein",['Toxin-Antitoxin & Phage Defense'],Low,"No functional annotation beyond domain of unknown function; no KO, EC, or GO terms."
BFJEKD_00330,Peptide methionine sulfoxide reductase MsrA,K07304,-4.17673828919093,Glutathione metabolism,"oxidative stress, repair enzyme, methionine sulfoxide reductase",['Signal Transduction'],High,"Complete EC, KO, GO, and PFAM annotations support function in oxidative damage repair."
BFJEKD_05990,Hypothetical protein,,-4.13949445320441,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected; may require experimental characterization or further computational analysis."
BFJEKD_07790,Hypothetical protein,,-4.12584787948932,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected."
BFJEKD_08720,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase,K01115,-4.07998850389231,Glycerophospholipid metabolism,"phospholipase D, cardiolipin synthase, glycerophospholipid metabolism, membrane lipid biosynthesis",['Secretion & Transport Systems'],High,"Well-annotated enzyme involved in membrane lipid biosynthesis; important for membrane structure and function; strong KO, EC, GO, and PFAM support."
BFJEKD_14740,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK,K05878,-4.03889822175144,Pentose and glucuronate interconversions,"dihydroxyacetone kinase, phosphotransferase, carbohydrate metabolism, energy metabolism",['Unknown & Hypothetical Proteins'],High,Subunit of dihydroxyacetone kinase complex; KO and EC consistent. Contains Dak1 and Dak2 domains indicating multi-domain kinase function. Important for glycerone metabolism and energy production.
BFJEKD_03890,crotonyl-CoA carboxylase/reductase,K14446,-4.00836517455803,Propanoate metabolism,"oxidoreductase, carboxylase, propanoate metabolism, fatty acid biosynthesis, zinc-dependent enzyme",['Amino Acid Biosynthesis'],High,"Well-annotated enzyme involved in propanoate metabolism and fatty acid biosynthesis. Strong evidence from KO, EC, GO, COG, and PFAM domains. Important for metabolic pathway analysis."
BFJEKD_06450,Inhibitor of apoptosis-promoting Bax1,K06890,-3.97892304209286,Apoptosis,"apoptosis regulation, membrane protein, Bax inhibitor",['Polyhydroxyalkanoates & Storage Lipids'],High,KO K06890 maps to apoptosis pathway; GO terms confirm membrane localization; COG category consistent with membrane biogenesis. Strong evidence for functional annotation.
BFJEKD_17525,Peptide-methionine (R)-S-oxide reductase (MsrB),K07305,-3.97864659897966,Glutathione metabolism,"oxidative stress response, methionine sulfoxide reductase, redox enzyme",['Unknown & Hypothetical Proteins'],High,MsrB enzyme reduces oxidized methionine residues; KO and EC numbers consistent; important for oxidative stress defense.
BFJEKD_06770,methylated-DNA-[protein]-cysteine S-methyltransferase,K00567,-3.95458745398639,Base excision repair,"DNA repair, methyltransferase, alkylation damage, suicide enzyme",['Amino Acid Biosynthesis'],High,"Well-annotated DNA repair enzyme with KO, EC, COG, PFAM and GO terms; important for DNA damage response grouping."
BFJEKD_06330,DUF2333 domain-containing protein,,-3.94780990232044,,"conserved hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,"No KO, EC, or GO; only COG and PFAM domain of unknown function. Should be treated as uncharacterized in analyses."
BFJEKD_12330,tellurium resistance protein TerZ,K05791,-3.94557092109499,Bacterial secretion system,"tellurite resistance, stress response, membrane protein",['Carbon Concentrating & Fixation'],High,KO and COG consistent with tellurite resistance; TerD domain confirms metal resistance function. Suitable for grouping with other metal resistance proteins.
BFJEKD_13495,Nitric oxide response protein NnrS,K07234,-3.94314806330684,Nitrogen metabolism,"nitric oxide response, signal transduction, stress response",['Secretion & Transport Systems'],Medium,"NnrS is involved in nitric oxide response; KO and COG support function, but no GO terms assigned."
BFJEKD_03415,peptidase M16,K07263,-3.93555781077477,Proteasome,"peptidase, metalloprotease, protein degradation",['Secretion & Transport Systems'],High,Strong evidence for metallopeptidase activity; EC number incomplete but consistent with family.
BFJEKD_01440,Phage-related protein,,-3.89358486719379,,"phage-related, viral protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,Annotated as bacteriophage related domain but no further functional or domain info available.
BFJEKD_11735,"ABC-type amino acid transport system, permease component",K09970,-3.86406206843384,ABC transporters,"amino acid transport, ABC transporter, permease, membrane transporter",['Cell Wall & Envelope Biogenesis'],High,Well annotated permease component of ABC amino acid transporter; multiple GO terms confirm membrane and transporter activity.
BFJEKD_19325,DUF883 domain-containing protein ElaB,,-3.85330981926147,,"stress response, unknown function, DUF883",['Unknown & Hypothetical Proteins'],Low,"Annotated as DUF883 domain protein ElaB, likely involved in stress response but function unknown; no KO, EC, GO or PFAM domains available; COG category indicates unknown function."
BFJEKD_11795,hypothetical protein,,-3.77895071522638,,"hypothetical, unknown function",['Amino Acid Biosynthesis'],Low,Lacks functional annotation; may be a non-characterized or novel protein.
BFJEKD_12770,PemK-like toxin (MazF family),K07171,-3.77772254205511,Bacterial secretion system,"toxin-antitoxin system, mRNA interferase, endonuclease, stress response, post-transcriptional regulation",['Secretion & Transport Systems'],High,"Complete annotation with KO, PFAM, and EC (inferred from KO). Strong evidence for toxin function in type II toxin-antitoxin system. Useful for grouping under stress response and toxin-antitoxin modules."
BFJEKD_06560,zinc metalloprotease HtpX,K03799,-3.7687983010297,Protein processing in endoplasmic reticulum,"stress response, protease, heat shock protein, protein degradation",['Secretion & Transport Systems'],High,"Involved in protein quality control under stress conditions, important for proteostasis."
BFJEKD_09890,Uncharacterized protein,,-3.76207407076236,,unknown function,['Secretion & Transport Systems'],Low,No functional annotation or domain detected; sequence does not match known families.
BFJEKD_18615,Polyketide synthase acyl transferase domain-containing protein,,-3.74920761074844,,"polyketide synthase, secondary metabolism, acyl transferase, fatty acid biosynthesis",['Secretion & Transport Systems'],Medium,No KO or EC assigned; annotation based on PFAM and GO terms consistent with polyketide synthase function; useful for secondary metabolite biosynthesis grouping.
BFJEKD_10605,metalloprotease TldD,K03568,-3.73347972991749,Bacterial secretion system,"metalloprotease, protease, protein degradation",['Secretion & Transport Systems'],High,KO present with known function; involved in proteolysis and possibly DNA gyrase modulation; relevant for protein turnover and stress response.
BFJEKD_11320,Grx4 family monothiol glutaredoxin,K07390,-3.70012800816603,Glutathione metabolism,"redox enzyme, glutaredoxin, oxidoreductase, glutathione metabolism",['Unknown & Hypothetical Proteins'],High,KO annotation supports glutaredoxin function; involved in redox homeostasis; useful for grouping redox-related proteins.
BFJEKD_01755,Heme-copper respiratory oxidase subunit (putative),,-3.68407983353846,,"respiratory oxidase, electron transport, membrane protein","['Cell Wall & Envelope Biogenesis', 'Membrane Transporter']",Medium,Annotated as member of heme-copper respiratory oxidase family based on description and sequence features; no KO or PFAM domains available.
BFJEKD_03465,demethylspheroidene O-methyltransferase,K09846,-3.66908182813956,Carotenoid biosynthesis,"photosynthesis, carotenoid biosynthesis, methyltransferase, secondary metabolism",['Toxin-Antitoxin & Phage Defense'],High,KO and EC mapping consistent; PFAM domains support methyltransferase function; relevant for pigment biosynthesis grouping.
BFJEKD_16890,Copper/Zinc superoxide dismutase,K04565,-3.66380922056795,Peroxisome,"oxidative stress response, superoxide dismutase, antioxidant enzyme",['Polyhydroxyalkanoates & Storage Lipids'],High,Extensive GO terms and KO support function as Cu-Zn superoxide dismutase; key enzyme in reactive oxygen species detoxification.
BFJEKD_18635,Glycosyl transferase family 2,,-3.65729149330581,,"glycosyltransferase, carbohydrate metabolism, cell wall biosynthesis",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; annotation based on PFAM and COG. Likely involved in polysaccharide biosynthesis or modification.
BFJEKD_11565,ATP-dependent chaperone ClpB,K03695,-3.64899070359991,Protein processing in endoplasmic reticulum,"chaperone, stress response, protein folding, ATPase",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated chaperone involved in heat stress response; important for protein quality control.
BFJEKD_03585,SOUL heme-binding protein,,-3.64772440673361,,"heme binding, heme protein, iron binding",['Secretion & Transport Systems'],Medium,"No KO, EC, GO or COG; PFAM SOUL domain indicates heme-binding function; annotation limited but function inferred from domain."
BFJEKD_10225,ABC transporter permease,K02015,-3.6476402642551,ABC transporters,"iron transport, ABC transporter, membrane permease",['Cell Wall & Envelope Biogenesis'],High,"Well annotated permease subunit of iron siderophore ABC transporter with consistent KO, COG, PFAM, and GO terms."
BFJEKD_06915,acyl-CoA thioesterase I (TesA),K10804,-3.5655119333783998,"Fatty acid biosynthesis, Biosynthesis of unsaturated fatty acids","lipid metabolism, lipase, acylhydrolase, membrane-associated enzyme",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM supports strong functional assignment; relevant for lipid metabolism and membrane-associated processes."
BFJEKD_07070,Polyisoprenoid-binding protein (YceI family),,-3.55849774339471,,"lipid binding, polyisoprenoid binding, uncharacterized protein",['Toxin-Antitoxin & Phage Defense'],Medium,No KO or GO annotations; function inferred from PFAM and COG as polyisoprenoid-binding protein; annotation incomplete.
BFJEKD_11930,DUF2384 domain-containing protein,,-3.55142085370391,,"unknown function, uncharacterized protein",['Toxin-Antitoxin & Phage Defense'],Low,No functional annotation available; domain of unknown function only.
BFJEKD_01460,Hypothetical protein,,-3.55105636709876,,"hypothetical protein, unknown function",['Aromatic Amino Acid Biosynthesis'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_09615,NAD(P)H:quinone oxidoreductase WrbA family,K03809,-3.54913774561986,"Oxidative phosphorylation, Thiamine metabolism","oxidoreductase, redox metabolism, electron transport, energy metabolism",['Secretion & Transport Systems'],High,"Well-annotated oxidoreductase involved in quinone reduction; strong KO, EC, GO, COG, and PFAM support. Important for energy metabolism and oxidative stress response."
BFJEKD_14015,phage shock protein PspA,K03969,-3.54579432173175,Two-component system,"envelope stress response, phage shock protein, membrane stabilization",['Unknown & Hypothetical Proteins'],High,"Key component of phage shock protein system; well-annotated with KO, COG, GO, and PFAM; important for stress response and membrane integrity."
BFJEKD_14695,DUF3008 domain-containing protein,,-3.5425947015633,,"unknown function, DUF3008",['Protein Processing & Degradation'],Low,No functional annotation or known homologs; domain of unknown function only; exclude from functional grouping or treat as unknown.
BFJEKD_10830,Hypothetical protein,,-3.53240282707175,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_10960,DUF485 domain-containing protein (putative membrane protein),,-3.52479635056189,,"membrane protein, unknown function",['Unknown & Hypothetical Proteins'],Low,No KO or EC; only membrane localization known; function unknown.
BFJEKD_05555,Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins,,-3.50184317651684,,"outer membrane protein, cell envelope, membrane structural protein",['Unknown & Hypothetical Proteins'],Medium,No KO or GO terms; PFAM and COG indicate outer membrane structural protein; useful for grouping membrane and envelope proteins.
BFJEKD_15455,Hyperosmotically inducible periplasmic protein OsmY,K04065,-3.49083570156778,,"stress response, periplasmic protein, membrane-associated",['Unknown & Hypothetical Proteins'],Medium,"Protein involved in osmotic stress response, periplasmic localization; lacks EC and GO annotations but KO and COG support function."
BFJEKD_13125,YdcH family protein,K09794,-3.47781769929917,,"hypothetical protein, uncharacterized",['Secretion & Transport Systems'],Low,Limited functional information; conserved domain suggests a possible role in unknown processes.
BFJEKD_07000,NAD(P)-dependent oxidoreductase (FabG),,-3.46909221896844,Fatty acid biosynthesis,"oxidoreductase, fatty acid biosynthesis, NAD(P)-dependent enzyme",['Unknown & Hypothetical Proteins'],Medium,Annotated as FabG-like oxidoreductase involved in fatty acid biosynthesis; lacks KO but COG and PFAM support function.
BFJEKD_09895,Uncharacterized protein,,-3.4690414937199,,unknown function,['Secretion & Transport Systems'],Low,No functional annotation or domain detected; sequence does not match known families.
