Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_09315,Formate hydrogenlyase subunit HyfC,K02135,6.5372531328865,Oxidative phosphorylation,"membrane transporter, NADH dehydrogenase, energy metabolism",['Toxin-Antitoxin & Phage Defense'],High,"Subunit of formate hydrogenlyase complex, involved in electron transport and energy metabolism."
BFJEKD_09335,Hydrogenase subunit mbhJ,K18023,6.41828939221847,Methane metabolism,"hydrogenase, membrane protein, energy metabolism, electron transport",['Unknown & Hypothetical Proteins'],High,Membrane-bound hydrogenase subunit involved in electron transfer and energy metabolism.
BFJEKD_09350,Formate dehydrogenase subunit alpha,K22015,6.29969871215556,"Methane metabolism, Sulfur metabolism","formate dehydrogenase, energy metabolism, oxidoreductase",['Secretion & Transport Systems'],High,"Well-annotated with KO, EC, GO, and PFAM domains; key enzyme in formate oxidation and energy metabolism."
BFJEKD_01600,XRE family transcriptional regulator,K23779,5.7419259054382,Two-component system,"transcriptional regulator, XRE family, gene regulation",['Secretion & Transport Systems'],High,"Strong evidence from KO, GO, COG, and PFAM; important for regulatory network grouping."
BFJEKD_03540,acetate kinase,K00925,5.57739493018416,Pyruvate metabolism,"acetate metabolism, energy production, kinase",['Cell Wall & Envelope Biogenesis'],High,"Well-annotated acetate kinase involved in energy metabolism; consistent KO, EC, GO, COG, and PFAM data."
BFJEKD_05480,Permease of the drug/metabolite transporter (DMT) superfamily,,5.44821916093084,,"membrane transporter, DMT superfamily, permease, solute transport",['Secretion & Transport Systems'],Medium,Predicted transporter of drug/metabolite substrates; no KO or EC available; important for transport-related functional grouping.
BFJEKD_08970,AraC-type DNA-binding domain-containing protein,,5.26498558736014,,"transcription regulator, DNA-binding, AraC family",['Polyhydroxyalkanoates & Storage Lipids'],High,"Well-annotated AraC family transcriptional regulator; important for gene expression control, useful for grouping under transcriptional regulation."
BFJEKD_00790,Uncharacterized protein,,5.16244699396348,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation available; sequence alone insufficient for confident functional prediction.
BFJEKD_14370,Trimethylamine-N-oxide reductase TorA,"K07812, K08351",4.90896311080951,"Sulfur metabolism, Nitrogen metabolism","molybdoenzyme, oxidoreductase, anaerobic respiration, TMAO reductase, electron transport",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated molybdoenzyme involved in anaerobic respiration using TMAO as electron acceptor; multiple GO terms and KO IDs support function.
BFJEKD_00530,ribulose-phosphate 3-epimerase,K01783,4.86771987747925,Pentose phosphate pathway,"pentose phosphate pathway, carbohydrate metabolism, epimerase",['Two-Component Systems & Signal Transduction'],High,"Involved in sugar phosphate interconversion in pentose phosphate pathway; well annotated with KO, EC, GO, COG, and PFAM."
BFJEKD_12580,UDP-3-O-acyl-N-acetylglucosamine deacetylase (LpxC),K02535,4.49883261578936,Lipopolysaccharide biosynthesis,"lipid A biosynthesis, lipopolysaccharide biosynthesis, metalloenzyme",['Unknown & Hypothetical Proteins'],High,"Key enzyme in lipid A biosynthesis, essential for outer membrane integrity; important for grouping in cell envelope and antibiotic target studies."
BFJEKD_08975,NAD(P)-dependent alcohol dehydrogenase,K05351,4.45394331380996,"Pentose and glucuronate interconversions, Glycolysis / Gluconeogenesis","oxidoreductase, alcohol metabolism, NAD(P)-dependent enzyme",['Unknown & Hypothetical Proteins'],High,KO to EC mapping confirms EC number; involved in alcohol metabolism and energy production; relevant for metabolic pathway grouping.
BFJEKD_00520,ribulose-bisphosphate carboxylase large chain,K01601,4.41141373986847,Carbon fixation in photosynthetic organisms,"carbon fixation, Calvin cycle, carboxylase, photosynthesis enzyme",['Photosynthesis & Carbon Concentrating'],High,"Key enzyme in Calvin cycle, essential for CO2 fixation; strong annotation with KO, EC, GO, COG, and PFAM domains."
BFJEKD_01180,Flagellar hook-capping protein FlgD,K02389,4.38042181923778,Flagellar assembly,"flagellar assembly, cell motility, scaffolding protein",['DNA Repair & Recombination'],Medium,Strong KO and COG evidence for flagellar hook-capping function; lacks GO terms but PFAM domains support annotation.
BFJEKD_08965,xylulokinase,K00854,4.2985264218436,"Glycolysis / Gluconeogenesis, Pentose and glucuronate interconversions","carbohydrate metabolism, kinase, xylulose metabolism",['Cell Wall & Envelope Biogenesis'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM; key enzyme in pentose metabolism."
BFJEKD_09400,hypothetical protein,,4.28585353659014,,"hypothetical protein, unknown function","['Protein Folding, Quality Control & Stress Response']",Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected; treat as unknown for downstream analysis."
BFJEKD_04845,hypothetical protein,,4.11560197930863,,"unknown function, hypothetical protein",['Secretion & Transport Systems'],Low,No annotation available; treat as hypothetical protein in downstream analyses.
BFJEKD_01195,Flagellin-specific chaperone FliS,K02422,4.09202346294883,Flagellar assembly,"flagellum, chaperone, motility",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, GO, COG, and PFAM; functions as chaperone in flagellar assembly; relevant for motility and secretion system analyses."
BFJEKD_01190,Flagellar capping protein FliD,K02407,4.01683636040158,Flagellar assembly,"flagellum, assembly protein, motility",['Amino Acid Biosynthesis'],High,"Well-annotated with KO, GO, COG, and PFAM domains; key role in flagellar filament elongation and assembly; important for motility-related grouping."
BFJEKD_06115,Histidine-containing phosphotransfer protein (HPt domain),K02433,4.00486308471699,Two-component system,"two-component system, phosphotransfer, signal transduction",['Secretion & Transport Systems'],Medium,Contains multiple domains typical for histidine kinases and phosphotransfer proteins; no KO assigned but strong domain evidence.
BFJEKD_08960,D-xylose ABC transporter ATP-binding protein,"K10441, K10562, K17207",3.99181838171699,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, ATP-binding component, sugar transport",['Toxin-Antitoxin & Phage Defense'],High,Strong evidence for ABC transporter ATPase component; EC number consistent with ATPase activity; extensive GO terms support transporter function.
BFJEKD_01170,hypothetical protein,,3.98236872101589,,"hypothetical protein, unknown function",['Two-Component Systems & Signal Transduction'],Low,No functional annotation or domain information available; treat as uncharacterized in downstream analyses.
BFJEKD_14375,"GTP 3',8-cyclase MoaA",K03639,3.98235181914552,Molybdenum cofactor biosynthesis,"molybdenum cofactor biosynthesis, radical SAM enzyme, GTP cyclase, coenzyme biosynthesis",['Unknown & Hypothetical Proteins'],High,Key enzyme in molybdenum cofactor biosynthesis; radical SAM domain and iron-sulfur cluster domains support function; KO and EC consistent.
BFJEKD_01165,hypothetical protein,,3.97395696594872,,"hypothetical protein, unknown function",['Pentose Phosphate & Sugar Interconversions'],Low,No functional annotation or domain information available; treat as uncharacterized in downstream analyses.
BFJEKD_08680,Acyl carrier protein (ACP),K02078,3.91501256740633,Fatty acid biosynthesis,"fatty acid biosynthesis, lipid metabolism, acyl carrier protein","['Protein Folding, Quality Control & Stress Response']",Medium,KO and COG indicate role in fatty acid biosynthesis as acyl carrier protein. Lack of GO and PFAM domains reduces annotation completeness but function is well supported by KO.
BFJEKD_00535,class 1 fructose-bisphosphatase,"K01086, K03841",3.86992353746919,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle)","gluconeogenesis, fructose metabolism, phosphatase","['Protein Folding, Quality Control & Stress Response']",High,"Catalyzes fructose-1,6-bisphosphate hydrolysis in gluconeogenesis; dual KO suggests possible isoforms or related enzymes."
BFJEKD_12525,sigma-54-dependent Fis family transcriptional regulator,K21405,3.81037225821751,,"transcriptional regulator, sigma-54 activator, DNA binding, transcription factor",['Amino Acid Biosynthesis'],High,Well annotated transcriptional regulator activating sigma-54 dependent genes; important for regulation of acetoin dehydrogenase operon.
BFJEKD_15000,L-lactate dehydrogenase complex protein LldE,K18928,3.64542541401229,Pyruvate metabolism,"oxidoreductase, lactate metabolism, energy production",['Polyhydroxyalkanoates & Storage Lipids'],Medium,KO indicates L-lactate dehydrogenase complex subunit; limited GO and EC data but domain and KO support oxidoreductase function; suitable for grouping in lactate metabolism.
BFJEKD_08685,Hypothetical protein,,3.56343532397736,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,No functional annotation available. Sequence and domain searches did not yield informative hits. Consider experimental validation or further computational analysis.
BFJEKD_04655,Hypothetical protein,,3.54224932569069,,"hypothetical protein, unknown function",['Unknown & Hypothetical Proteins'],Low,No functional annotation or domain detected; treat as unknown in downstream analyses.
BFJEKD_15520,IS5 family transposase,,3.48481752773691,,"transposase, mobile genetic element, DNA binding, IS5 family","['Protein Folding, Quality Control & Stress Response']",High,GO terms and PFAM domains strongly support transposase function. No KO or COG assigned.
BFJEKD_14995,L-lactate dehydrogenase complex protein LldF,K18929,3.48122050087503,Pyruvate metabolism,"lactate metabolism, oxidoreductase complex, iron-sulfur protein",['Cell Wall & Envelope Biogenesis'],High,KO and GO terms support role in lactate metabolism; presence of Fe-S cluster domains consistent with electron transfer; good candidate for energy metabolism grouping.
BFJEKD_08955,"Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component","K10440, K17203, K17206",3.47372491405433,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, sugar transport, permease",['Toxin-Antitoxin & Phage Defense'],High,Multiple KO terms indicate permease components of sugar ABC transporters; GO and COG consistent.
BFJEKD_01175,flagellar hook protein FlgE,K02390,3.45873810067257,Flagellar assembly,"flagellar assembly, cell motility, structural protein","['Protein Folding, Quality Control & Stress Response']",High,"Well-annotated flagellar hook protein with consistent KO, COG, GO, and PFAM domains; important for motility-related grouping."
BFJEKD_08950,Sugar ABC transporter substrate-binding protein,K17205,3.45601022785697,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, sugar transport","['Protein Folding, Quality Control & Stress Response']",High,Well annotated sugar ABC transporter substrate-binding protein; KO and COG consistent; no EC assigned as transporter.
BFJEKD_01160,flagellar hook-associated protein FlgK,K02396,3.36352905085899,Flagellar assembly,"flagellar assembly, cell motility, structural protein",['Photosynthesis & Carbon Concentrating'],High,"Complete annotation with KO, COG, GO, and PFAM domains consistent with flagellar hook-associated protein function; suitable for grouping under motility-related genes."
BFJEKD_10155,Organic hydroperoxide reductase OsmC/OhrA,K04063,3.32106587117763,Glutathione metabolism,"peroxiredoxin, antioxidant, oxidative stress response",['Secretion & Transport Systems'],High,KO K04063 and EC 1.11.1.28 confirm peroxiredoxin function. OsmC domain supports antioxidant role. Important for stress response grouping.
BFJEKD_00540,phosphoribulokinase,K00855,3.31941400346251,Carbon fixation in photosynthetic organisms,"carbon fixation, Calvin cycle, kinase, phosphoribulokinase",['DNA Repair & Recombination'],High,"Key enzyme catalyzing phosphorylation of ribulose-5-phosphate in Calvin cycle; well supported by KO, EC, GO, COG, and PFAM."
BFJEKD_19760,CRISPR-associated protein Cas4,"K07464, K15342",3.3173999983648,CRISPR system,"CRISPR system, exonuclease, DNA repair, defense mechanism",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated CRISPR exonuclease with multiple supporting ontologies and domains; key for defense and DNA repair grouping.
BFJEKD_13025,Heavy metal translocating P-type ATPase CadA,K01534,3.22328839579476,"Two-component system, ABC transporters","heavy metal transport, P-type ATPase, cation efflux, metal resistance",['Unknown & Hypothetical Proteins'],High,Complete and consistent annotation for a heavy metal efflux ATPase; key for metal homeostasis and resistance.
BFJEKD_13605,Elongation factor G,K02355,3.220166747126,Ribosome,"translation, elongation factor, GTPase, protein synthesis",['Amino Acid Biosynthesis'],High,Well-characterized translation elongation factor with strong KO and PFAM support. Key for translation-related functional grouping.
BFJEKD_19540,LacI family transcriptional regulator,K02058,3.19625622153334,Phosphotransferase system (PTS),"transcriptional regulator, LacI family, sugar metabolism regulation",['Unknown & Hypothetical Proteins'],Medium,Transcriptional regulator with sugar-binding domain; KO suggests involvement in sugar transport regulation.
BFJEKD_15870,Methyl-accepting chemotaxis protein,K03406,3.19433795758013,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Cell Wall & Envelope Biogenesis'],High,Typical methyl-accepting chemotaxis receptor with full KO and GO support.
BFJEKD_09395,DNA starvation/stationary phase protection protein,K04047,3.17683501791181,,"DNA protection, stress response, iron storage",['Cell Wall & Envelope Biogenesis'],High,Dps protein involved in DNA protection during starvation and oxidative stress; KO K04047 confirms identity; PFAM ferritin domain supports iron binding and storage function.
BFJEKD_01185,flagellin,K02406,3.14882010915605,Flagellar assembly,"flagellum, structural protein, motility",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, GO, COG, and PFAM domains consistent with flagellin function; suitable for grouping under motility and structural components of flagella."
BFJEKD_12970,putrescine ABC transporter permease PotH,"K11075, K11071",3.06552959599397,ABC transporters,"polyamine transport, membrane transporter, ABC transporter, putrescine transport",['Unknown & Hypothetical Proteins'],High,Annotation consistent with permease subunit of spermidine/putrescine ABC transporter; KO terms support function; no EC assigned.
BFJEKD_18400,Methyl-accepting chemotaxis protein Tar,K03406,3.0320251361315,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated chemotaxis receptor involved in environmental sensing; important for grouping in motility and signal transduction clusters.
BFJEKD_00855,Fe2+ transport protein FeoA,K04758,3.01917180233493,ABC transporters,"membrane transporter, iron transport, metal ion transport",['Unknown & Hypothetical Proteins'],High,Specific iron transport protein; important for iron homeostasis; useful for grouping in metal ion transport and membrane transporter categories.
BFJEKD_03715,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,K04042,3.01817021537944,Amino sugar and nucleotide sugar metabolism,"amino sugar biosynthesis, acetyltransferase, nucleotide sugar metabolism",['Protein Processing & Degradation'],High,Bifunctional enzyme catalyzing key steps in UDP-GlcNAc biosynthesis; strong domain and ontology support.
BFJEKD_11800,serine O-acetyltransferase,K00640,2.98987923087247,Cysteine and methionine metabolism,"amino acid biosynthesis, cysteine metabolism, transferase",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with serine O-acetyltransferase function; suitable for grouping in amino acid biosynthesis pathways."
BFJEKD_01155,Flagellin,K02397,2.94060697940029,Flagellar assembly,"flagellin, flagellar assembly, motility",['Gluconeogenesis & Fructose Metabolism Enzyme'],High,Well-characterized flagellin protein with KO and GO support; key for motility and structural assembly.
BFJEKD_12530,Erythromycin biosynthesis sensory transduction protein EryC1,,2.93482183616167,,"aminotransferase, sensory transduction, amino acid metabolism",['Amino Acid Biosynthesis'],Medium,Function inferred from PFAM and GO; lacks KO and EC; likely involved in amino acid metabolism and possibly erythromycin biosynthesis regulation.
BFJEKD_12975,polyamine ABC transporter ATP-binding protein PotA,K11076,2.91314567849577,ABC transporters,"polyamine transport, ABC transporter, ATPase, energy coupling",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, and PFAM domains consistent with ATP-binding subunit of polyamine ABC transporter; key for energy coupling in transport."
BFJEKD_14820,Uncharacterized protein (putative GTPase or ATPase),,2.90286034395764,,"hypothetical protein, unknown function",['Polyhydroxyalkanoates & Storage Lipids'],Low,No functional annotation available; sequence and domain analysis did not yield confident functional predictions. Consider experimental validation or further homology searches.
BFJEKD_05290,"cytochrome-c oxidase, cbb3-type subunit I",K00404,2.89180077254261,Oxidative phosphorylation,"respiration, cytochrome c oxidase, electron transport, heme protein, oxidase activity",['Unknown & Hypothetical Proteins'],High,"Core component of cbb3-type cytochrome c oxidase, essential for aerobic respiration under low oxygen conditions."
BFJEKD_01540,DNA-binding response regulator,,2.85690158190725,,"two-component system, response regulator, transcription regulation",['Translation & Ribosome Biogenesis'],High,Well-supported response regulator protein involved in transcriptional regulation as part of two-component systems.
BFJEKD_13090,Leucine dehydrogenase,K00263,2.8169113565722,"Valine, leucine and isoleucine degradation","amino acid metabolism, oxidoreductase, leucine degradation","['Protein Folding, Quality Control & Stress Response']",High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with leucine dehydrogenase function; suitable for grouping in amino acid catabolism and differential expression related to amino acid metabolism."
BFJEKD_15205,Phage tail collar protein,,2.80958313971009,,"phage tail, structural protein, phage assembly",['Secretion & Transport Systems'],Medium,"Phage tail collar domain protein, important for phage structure. No KO or GO terms available; COG and PFAM support phage-related function."
BFJEKD_15525,IS5 family ISRhru6 transposase,,2.80472248537984,,"transposase, mobile genetic element, IS5 family",['Toxin-Antitoxin & Phage Defense'],Medium,"No KO or GO terms, but COG and PFAM indicate transposase function. Annotation less complete than BFJEKD_15520."
BFJEKD_05295,Hypothetical protein,,2.79784035985052,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation or domain information available; likely uncharacterized protein.
BFJEKD_14990,Lactate utilization protein LldG,K00782,2.78661322264975,Pyruvate metabolism,"lactate metabolism, oxidoreductase complex, energy production",['Toxin-Antitoxin & Phage Defense'],Medium,KO indicates L-lactate dehydrogenase complex subunit; no EC or GO terms provided but domain and KO support function; useful for grouping in lactate utilization and energy metabolism.
BFJEKD_00865,Ferrous iron transport protein B (FeoB),K04759,2.77649605549146,ABC transporters,"iron transport, membrane transporter, ferrous iron uptake, GTPase",['Transcription Machinery & Regulators'],High,"Strong evidence from KO, COG, PFAM and GO terms; key permease subunit of Feo system, important for iron uptake studies."
BFJEKD_01085,DUF882 domain-containing protein (Peptidase M15 family),,2.77444980115979,,"peptidase, cell wall biogenesis, hydrolase",['Secretion & Transport Systems'],Medium,"Annotated as a peptidase family M15 member with DUF882 domain; no KO or GO terms available, but PFAM and COG suggest cell wall hydrolase function."
BFJEKD_04595,C-terminal processing protease CtpA/Prc,K03797,2.76243256700379,RNA degradation,"protease, protein processing, membrane-associated protease, posttranslational modification",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent; key protease involved in protein maturation and turnover, relevant for protein quality control and stress response."
BFJEKD_15955,citrate synthase,K01647,2.75450558542987,Citrate cycle (TCA cycle),"TCA cycle, energy metabolism, central metabolism, enzyme",['Protein Processing & Degradation'],High,"Complete annotation with KO, EC, COG, PFAM, and relevant GO terms. Key enzyme in central carbon metabolism, useful for grouping in energy metabolism clusters."
BFJEKD_12905,Amino acid ABC transporter permease,K09970,2.74406423070411,ABC transporters,"amino acid transport, ABC transporter, permease, membrane transporter",['Cell Wall & Envelope Biogenesis'],High,"Permease component of ABC-type amino acid transporter with consistent KO, GO, COG, and PFAM annotations."
BFJEKD_03535,phosphate acetyltransferase,"K00029, K00625, K13788",2.72790323555972,"Pyruvate metabolism, Propanoate metabolism","acetate metabolism, energy production, transferase",['Protein Processing & Degradation'],High,Multiple KO terms suggest possible multifunctionality; EC and GO terms consistent with phosphate acetyltransferase activity in energy metabolism.
BFJEKD_05575,Putative alpha-helical domain with conserved ER motif,,2.71407070795002,,"uncharacterized protein, alpha-helical domain",['Secretion & Transport Systems'],Low,"No functional annotation beyond domain presence; lacks KO, EC, and GO terms; low confidence for functional grouping or DE analysis."
BFJEKD_05285,"cytochrome-c oxidase, cbb3-type subunit II",K00405,2.69427450224108,Oxidative phosphorylation,"respiration, cytochrome c oxidase, electron transport, membrane protein",['Unknown & Hypothetical Proteins'],High,"Component of cbb3-type oxidase, involved in oxygen reduction under microaerobic conditions."
BFJEKD_08405,"NADH flavin oxidoreductase, Old Yellow Enzyme family",,2.66591745032946,,"oxidoreductase, flavin-dependent enzyme, redox metabolism",['Cell Wall & Envelope Biogenesis'],Medium,No KO or EC provided; EC inferred from family and PFAM domain. Annotation consistent with Old Yellow Enzyme family oxidoreductases.
BFJEKD_15200,GCN5-related N-acetyltransferase,,2.66259971228164,,"acetyltransferase, GNAT family, post-translational modification",['Secretion & Transport Systems'],Medium,Annotated as GNAT acetyltransferase based on PFAM and GO. No KO or EC assigned; function inferred from domain and GO only.
BFJEKD_00305,Peptide ABC transporter permease (dppB),"K02033, K12369",2.65334762451117,ABC transporters,"ABC transporter, permease, peptide transport, membrane transporter",['Secretion & Transport Systems'],High,Inner membrane permease component of ABC transporter for peptide/nickel uptake; KO terms confirm function and pathway.
BFJEKD_15380,Nucleoside-diphosphate-sugar epimerase,K01784,2.63047033310952,Amino sugar and nucleotide sugar metabolism,"polysaccharide biosynthesis, epimerase, carbohydrate metabolism",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM; key enzyme in sugar nucleotide interconversion for polysaccharide biosynthesis."
BFJEKD_18340,4-hydroxyproline epimerase,K12658,2.62783604020498,D-Proline and D-ornithine metabolism,"amino acid metabolism, racemase, proline metabolism",['Unknown & Hypothetical Proteins'],High,Clear KO and EC match; involved in proline metabolism; suitable for grouping under amino acid racemases.
BFJEKD_01020,universal stress protein,,2.58200579586718,,"stress response, universal stress protein",['Metal & Ion Homeostasis'],Medium,"No KO, EC, or GO annotations; PFAM domain confirms universal stress protein family. Important for stress response grouping and differential expression under stress conditions."
BFJEKD_18335,FAD-dependent oxidoreductase (D-amino-acid dehydrogenase),"K00285, K21060",2.57317006057975,Glutathione metabolism,"oxidoreductase, FAD-dependent enzyme, amino acid metabolism",['Unknown & Hypothetical Proteins'],High,KO and EC consistent; enzyme involved in amino acid catabolism; multiple GO terms support oxidoreductase and membrane association.
BFJEKD_12965,putrescine ABC transporter permease PotI,"K11074, K11070",2.56098271269462,ABC transporters,"polyamine transport, membrane transporter, ABC transporter, putrescine transport",['Amino Acid Biosynthesis'],High,Consistent annotation as permease component of spermidine/putrescine ABC transporter; KO terms confirm function; no EC assigned as permeases lack enzymatic activity.
BFJEKD_13040,ethanolamine permease,K16238,2.55485009649526,ABC transporters,"membrane transporter, amino acid permease, ethanolamine uptake",['Secretion & Transport Systems'],High,Ethanolamine permease involved in amino acid-related transport; KO confirms transporter function; no EC as expected for permease.
BFJEKD_15215,Phage tail collar protein,,2.54792426218415,,"phage structure, viral assembly",['Amino Acid Biosynthesis'],Medium,"Phage tail collar domain protein likely involved in phage particle assembly; no KO or GO terms available, annotation based on COG and PFAM domain."
BFJEKD_00955,catalase,K03781,2.54516100915873,Peroxisome,"oxidative stress response, catalase, reactive oxygen species detoxification",['Secretion & Transport Systems'],High,Complete annotation supporting catalase function; key enzyme for detoxifying hydrogen peroxide and oxidative stress defense.
BFJEKD_05580,Circularly permuted ATP-grasp type 2,,2.53962753378682,,"ATP-grasp domain, uncharacterized enzyme",['Carbon Concentrating & Fixation'],Low,"No KO, EC, or GO terms; function inferred from domain only; low confidence for functional grouping."
BFJEKD_15385,Sugar ABC transporter substrate-binding protein,K01991,2.53638319395153,ABC transporters,"polysaccharide export, ABC transporter, membrane transporter",['Secretion & Transport Systems'],High,Well-annotated substrate-binding protein for polysaccharide export; important for grouping in membrane transport and cell envelope biogenesis.
BFJEKD_05280,cbb3-type cytochrome c oxidase subunit 3,K00407,2.53451927414986,Oxidative phosphorylation,"respiration, cytochrome c oxidase, membrane protein",['Polyhydroxyalkanoates & Storage Lipids'],Medium,"Annotation limited; part of cbb3-type oxidase complex, likely involved in oxygen reduction."
BFJEKD_07335,HNH endonuclease,,2.53301949332747,,"endonuclease, DNA cleavage, HNH nuclease",['Toxin-Antitoxin & Phage Defense'],Medium,Likely involved in DNA cleavage or modification; no KO or EC available.
BFJEKD_05595,penicillin-binding protein 1A,K05366,2.52630374315635,"Peptidoglycan biosynthesis, Amino sugar and nucleotide sugar metabolism","cell wall biosynthesis, penicillin-binding protein, membrane enzyme, peptidoglycan synthesis",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with penicillin-binding protein 1A involved in peptidoglycan biosynthesis; suitable for grouping in cell wall biosynthesis and antibiotic resistance studies."
BFJEKD_11355,"Transcriptional regulator, contains XRE-family HTH domain",,2.52302082724001,,"transcriptional regulator, DNA binding, helix-turn-helix, regulatory protein",['Amino Acid Biosynthesis'],High,"Contains conserved HTH domain typical of XRE-family regulators, likely involved in gene regulation."
