Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_15590,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG,K00297,-2.960783970307,"Ubiquinone and other terpenoid-quinone biosynthesis, Folate biosynthesis","ubiquinone biosynthesis, methyltransferase, cofactor metabolism",['Amino Acid Biosynthesis'],Medium,KO corresponds to methylenetetrahydrofolate reductase; EC inferred from KO. Some GO terms may be general; protein likely multifunctional.
BFJEKD_05165,Sulfotransferase,,-2.87149958356423,,"sulfotransferase, post-translational modification, metabolism",['Cell Wall & Envelope Biogenesis'],Medium,GO term supports sulfotransferase activity; no KO or EC available; sequence may help further annotation.
BFJEKD_00960,AraC-type transcriptional regulator,,-2.8451261210148,,"transcriptional regulator, DNA binding, AraC family",['Secretion & Transport Systems'],High,Well-annotated AraC-type transcriptional regulator with strong DNA-binding and transcription regulation evidence; useful for grouping under transcription factors.
BFJEKD_09020,DUF2971 domain-containing protein,,-2.83023583223644,,"unknown function, DUF2971",['Amino Acid Biosynthesis'],Low,No functional annotation available beyond DUF2971 domain; treat as uncharacterized protein in grouping and DE analysis.
BFJEKD_15595,methylenetetrahydrofolate reductase [NAD(P)H],K00297,-2.7822576708667,Folate biosynthesis,"folate metabolism, methyltransferase, one-carbon metabolism",['Protein Processing & Degradation'],High,EC number 1.5.1.20 added from EC_2 field; KO and COG consistent. Important enzyme in folate and methionine metabolism.
BFJEKD_00130,"HEPN domain protein, putative toxin of MNT-HEPN system",,-2.72210982287149,,"toxin-antitoxin system, ribonuclease, toxin",['Unknown & Hypothetical Proteins'],Medium,Protein likely part of MNT-HEPN toxin-antitoxin system; lacks KO and EC but GO and COG support ribonuclease toxin function.
BFJEKD_14365,WD40 repeat protein,,-2.72057785893433,,"protein binding, scaffold, WD40 repeat, signal transduction",['Cell Wall & Envelope Biogenesis'],Medium,WD40 repeat proteins typically serve as scaffolds for protein complexes; presence of Cytochrome C domain suggests possible electron transport or redox interaction but function unclear.
BFJEKD_07555,transcription termination/antitermination protein NusA,K02600,-2.69447583560855,RNA polymerase,"transcription regulation, termination, antitermination, RNA binding",['Secretion & Transport Systems'],High,Well-annotated transcription factor involved in termination and antitermination; multiple RNA-binding domains; no EC as expected.
BFJEKD_14375,"GTP 3',8-cyclase MoaA",K03639,-2.66396201978078,Molybdenum cofactor biosynthesis,"molybdenum cofactor biosynthesis, radical SAM enzyme, GTP cyclase, coenzyme biosynthesis",['Unknown & Hypothetical Proteins'],High,Key enzyme in molybdenum cofactor biosynthesis; radical SAM domain and iron-sulfur cluster domains support function; KO and EC consistent.
BFJEKD_13145,5-(carboxyamino)imidazole ribonucleotide mutase,K01588,-2.65921085963316,Purine metabolism,"purine biosynthesis, nucleotide metabolism, enzyme, mutase",['Amino Acid Biosynthesis'],High,Well-annotated enzyme in purine biosynthesis pathway; KO and EC consistent; multiple GO terms support function; suitable for metabolic pathway grouping.
BFJEKD_14215,Hypothetical protein,,-2.64436760818717,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM data."
BFJEKD_14370,Trimethylamine-N-oxide reductase TorA,"K07812, K08351",-2.62377822901491,"Sulfur metabolism, Nitrogen metabolism","molybdoenzyme, oxidoreductase, anaerobic respiration, TMAO reductase, electron transport",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated molybdoenzyme involved in anaerobic respiration using TMAO as electron acceptor; multiple GO terms and KO IDs support function.
BFJEKD_00745,polyamine ABC transporter ATP-binding protein,K02065,-2.62363236871483,ABC transporters,"ABC transporter, ATPase, membrane transport",['Mobile Genetic Elements & Plasmid'],High,KO and GO terms confirm ATP-binding component of ABC transporter; key for energy coupling in transport systems.
BFJEKD_05970,Methyl-accepting chemotaxis protein (MCP),K03406,-2.59716661566948,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, COG, GO, and PFAM domains consistent with MCP function; suitable for grouping under chemotaxis and signal transduction."
BFJEKD_15025,Alkyl hydroperoxide reductase subunit C (AhpC),"K03386, K24119",-2.59645503459204,Glutathione metabolism,"oxidative stress response, peroxiredoxin, redox enzyme, antioxidant",['Secretion & Transport Systems'],High,"Well-supported annotation with KO, EC, COG, PFAM, and GO; key peroxiredoxin subunit; critical for oxidative stress response and detoxification."
BFJEKD_19440,"Ferredoxin III, nif-specific",,-2.56920987435385,,"electron transport, ferredoxin, nitrogen fixation accessory",['Carbon Concentrating & Fixation'],Medium,"No KO or GO terms; PFAM domain indicates electron carrier role, likely involved in nitrogen fixation electron transfer."
BFJEKD_00140,hypothetical protein,,-2.538313408484,,"hypothetical protein, unknown function",['Mobile Genetic Elements & Plasmid'],Low,No functional annotation or domain detected; likely uncharacterized.
BFJEKD_14325,Sulfotransferase,,-2.53523124198441,,"sulfotransferase, transferase, enzyme",['Amino Acid Biosynthesis'],Medium,"Sulfotransferase domain and GO term present, but no KO or EC number assigned. Functional group assigned based on domain and GO."
BFJEKD_02595,Saccharopine dehydrogenase,,-2.5168864044725,,"amino acid metabolism, lysine biosynthesis, dehydrogenase",['Cofactors & Vitamin Metabolism'],Medium,"No KO or GO terms available; COG and PFAM domains indicate role in lysine biosynthesis; EC number missing, likely EC 1.5.1.7 or related but not confirmed."
BFJEKD_03045,EamA/RhaT family transporter,,-2.50055422249183,,"membrane transporter, drug/metabolite transporter, DMT superfamily","['Cell Wall & Envelope Biogenesis', 'Signal Transduction']",Medium,No KO or EC; annotation based on COG and PFAM; likely involved in metabolite/drug transport.
BFJEKD_05965,PAS sensor domain-containing protein,,-2.49343565755947,,"signal transduction, sensor protein, PAS domain",['Protein Processing & Degradation'],Medium,"No KO or PFAM domain detected, but COG and GO indicate a transcriptional regulator with PAS sensor domain. Important for signal transduction grouping."
BFJEKD_19070,TfoX-N domain-containing protein,,-2.45518910023419,,"competence, DNA uptake, signal transduction",['Secretion & Transport Systems'],Low,"Protein likely involved in natural competence regulation based on product name and COG category; lacks KO, EC, GO, and PFAM annotations, limiting annotation confidence."
BFJEKD_10940,methyl-accepting chemotaxis protein with hemerythrin domain,"K03406, K07216",-2.42810997582294,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor, hemerythrin domain",['Toxin-Antitoxin & Phage Defense'],High,Strong evidence for chemotaxis receptor function with hemerythrin domain; KO and COG consistent; important for environmental sensing and motility.
BFJEKD_12240,Uncharacterized protein,,-2.39495691422693,,unknown function,['Carbon Concentrating & Fixation'],Low,No annotation or domain information available; sequence does not match known conserved domains.
BFJEKD_05015,tRNA-binding protein CsaA,K06878,-2.38466895042581,Aminoacyl-tRNA biosynthesis,"tRNA binding, translation, RNA processing",['Unknown & Hypothetical Proteins'],High,"Strong evidence from KO, GO, COG, and PFAM domains for function in tRNA binding and translation."
BFJEKD_19065,Tartrate dehydratase alpha subunit/Fumarate hydratase class I,K01676,-2.36786346392866,Citrate cycle (TCA cycle),"TCA cycle, fumarate hydratase, energy metabolism, amino acid metabolism",['Secretion & Transport Systems'],High,"Key enzyme in TCA cycle; well annotated with KO, EC, GO, and PFAM domains; important for energy metabolism and stress response."
BFJEKD_04845,hypothetical protein,,-2.36668175951221,,"unknown function, hypothetical protein",['Secretion & Transport Systems'],Low,No annotation available; treat as hypothetical protein in downstream analyses.
BFJEKD_12235,Uncharacterized protein,,-2.35278296978075,,unknown function,['Secretion & Transport Systems'],Low,No annotation or domain information available; sequence does not match known conserved domains.
BFJEKD_08080,Methyl-accepting chemotaxis protein Tar,K03406,-2.33660796042425,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Unknown & Hypothetical Proteins'],High,"Complete chemotaxis receptor annotation with consistent KO, COG, GO, and PFAM domains. Suitable for grouping under chemotaxis and signal transduction."
BFJEKD_03775,Selenocysteine lyase / Cysteine desulfurase,,-2.323722440542,,"amino acid metabolism, cysteine desulfurase, enzyme, sulfur metabolism",['Secretion & Transport Systems'],Medium,No KO or GO terms provided; EC inferred from known function of COG0520 and PFAM domain. Annotation is consistent with cysteine desulfurase activity.
BFJEKD_18095,Hypothetical protein,,-2.31613738178318,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation or domain detected; sequence provided but no significant hits found.
BFJEKD_09385,EamA/RhaT family transporter,,-2.31481903830938,,"membrane transporter, solute carrier, EamA family",['Protein Processing & Degradation'],Medium,Annotation based on PFAM EamA domain and COG0697 indicating transporter function; no KO or EC available; GO term confirms membrane localization.
BFJEKD_05595,penicillin-binding protein 1A,K05366,-2.2930567696349,"Peptidoglycan biosynthesis, Amino sugar and nucleotide sugar metabolism","cell wall biosynthesis, penicillin-binding protein, membrane enzyme, peptidoglycan synthesis",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with penicillin-binding protein 1A involved in peptidoglycan biosynthesis; suitable for grouping in cell wall biosynthesis and antibiotic resistance studies."
BFJEKD_17975,Magnesium transporter MgtE,K06213,-2.28193535042259,ABC transporters,"magnesium transporter, membrane transporter, ion transport",['Unknown & Hypothetical Proteins'],High,KO annotation allows inference of KEGG pathway and functional role. PFAM domains and GO terms strongly support magnesium ion transport function.
BFJEKD_08960,D-xylose ABC transporter ATP-binding protein,"K10441, K10562, K17207",-2.27288584482133,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, ATP-binding component, sugar transport",['Toxin-Antitoxin & Phage Defense'],High,Strong evidence for ABC transporter ATPase component; EC number consistent with ATPase activity; extensive GO terms support transporter function.
BFJEKD_14210,Hypothetical protein,,-2.26386605625731,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM data."
BFJEKD_14650,microcystin degradation protein MlrC,,-2.25336107259287,,"microcystin degradation, toxin degradation, peptidase",['Unknown & Hypothetical Proteins'],Medium,Protein involved in microcystin toxin degradation; limited KEGG and GO annotations; COG category unknown function but PFAM domains support function; useful for grouping under toxin degradation.
BFJEKD_14405,Histidine utilization repressor HutC,K05836,-2.25018580688399,Histidine metabolism,"transcriptional regulator, histidine metabolism, GntR family",['Amino Acid Biosynthesis'],High,Single well-annotated transcriptional regulator controlling histidine utilization genes; useful for grouping under amino acid metabolism regulation.
BFJEKD_11560,DUF4167 domain-containing protein,,-2.22913445186365,,"unknown function, DUF4167","['Protein Folding, Quality Control & Stress Response']",Low,No functional annotation available; domain of unknown function. Consider as uncharacterized in downstream analyses.
BFJEKD_16570,sel1 repeat family protein,,-2.2176854837829,,"protein-protein interaction, scaffold protein, repeat protein",['Unknown & Hypothetical Proteins'],Low,"Minimal annotation; no KO, EC, or PFAM domains; function inferred from GO term and product name; low confidence for functional grouping."
BFJEKD_11980,Transposase,K07493,-2.21035353237736,Bacterial secretion system,"transposase, mobile genetic element",['Unknown & Hypothetical Proteins'],High,KO and PFAM domain confirm transposase function; GO terms support DNA binding and transposition activity.
BFJEKD_11150,Hypothetical protein,,-2.20679122161284,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation or domain detected; sequence too short for confident prediction.
BFJEKD_12245,Uncharacterized protein,,-2.19231449690448,,unknown function,['Amino Acid Biosynthesis'],Low,No annotation or domain information available; sequence does not match known conserved domains.
BFJEKD_15145,"Lipoprotein, putative nitric oxide dioxygenase (NOD)",,-2.18097128604564,,"nitric oxide detoxification, stress response, lipoprotein",['Protein Processing & Degradation'],Low,"Putative lipoprotein involved in NO detoxification; lacks KO, EC, GO, and PFAM annotations, limiting confidence."
BFJEKD_14305,Anaerobic ribonucleoside-triphosphate reductase,,-2.17791736703944,,"ribonucleotide reductase, anaerobic metabolism, DNA synthesis",['Secretion & Transport Systems'],Medium,Lacks KO and EC but PFAM and GO support function as anaerobic ribonucleotide reductase; useful for grouping DNA synthesis and anaerobic metabolism proteins.
BFJEKD_14445,formimidoylglutamate deiminase,K05603,-2.17475198191696,Histidine metabolism,"amino acid metabolism, histidine degradation, amidohydrolase, deiminase",['Toxin-Antitoxin & Phage Defense'],High,Complete annotation; involved in histidine catabolism; important for amino acid metabolic pathway analysis.
BFJEKD_13680,Putative transposase IS4/5 family (DUF4096),,-2.16204295779167,,"transposase, mobile genetic element, IS4/5 family",['Carbon Concentrating & Fixation'],Medium,"Putative transposase with domain of unknown function (DUF4096); lacks KO, EC, GO, and COG annotations; annotation based on PFAM domain and product name."
BFJEKD_08430,Adenosine kinase / Ribokinase family sugar kinase,"K00847, K00856",-2.15999258809812,"Purine metabolism, Amino sugar and nucleotide sugar metabolism","nucleotide metabolism, sugar kinase, ribokinase family, phosphorylation, purine salvage",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated sugar/nucleoside kinase with dual KO and EC assignments; relevant for nucleotide and sugar metabolism pathways.
BFJEKD_04490,AEC family transporter,"K07088, K13936",-2.15794054949465,ABC transporters,"membrane transporter, AEC family, malonate transport",['Secretion & Transport Systems'],High,Strong KO and PFAM support for transporter function; relevant for membrane transport and metabolite uptake grouping.
BFJEKD_07550,ribosome maturation factor RimP,K09748,-2.15618431855968,Ribosome,"ribosome biogenesis, ribosomal maturation, translation",['Secretion & Transport Systems'],Medium,No EC number as expected; KO and COG consistent with ribosome maturation; PFAM domains are DUFs but linked to RimP function; useful for grouping under ribosome assembly.
BFJEKD_10340,quinone-dependent dihydroorotate dehydrogenase,K00254,-2.13746316857595,Pyrimidine metabolism,"pyrimidine biosynthesis, oxidoreductase, membrane enzyme, energy metabolism",['Secretion & Transport Systems'],High,"Well-annotated enzyme involved in pyrimidine biosynthesis; key for nucleotide metabolism; strong evidence from KO, EC, GO, and PFAM."
BFJEKD_05910,"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component",K02049,-2.13654080179289,ABC transporters,"membrane transporter, ABC transporter, ATPase",['Polyhydroxyalkanoates & Storage Lipids'],High,Complete annotation for ABC transporter ATPase component; key for transport and energy coupling in membrane transport systems.
BFJEKD_11060,Bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,K13821,-2.13363911938643,"Arginine and proline metabolism, Glycine, serine and threonine metabolism","amino acid metabolism, proline catabolism, bifunctional enzyme, transcriptional regulator",['Secretion & Transport Systems'],High,"Bifunctional enzyme with both catalytic and regulatory roles; complete EC, KO, GO, and PFAM annotations support multifunctionality."
BFJEKD_16355,tRNA dihydrouridine synthase DusB,K05540,-2.12973922551881,Aminoacyl-tRNA biosynthesis,"tRNA modification, RNA processing, translation",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO to EC mapping; involved in tRNA modification, important for translation efficiency and fidelity."
BFJEKD_14690,"Membrane protein, putative (DUF3100)",,-2.1237003950238,,"membrane protein, unknown function, DUF3100",['Amino Acid Biosynthesis'],Low,No functional annotation available; only domain of unknown function detected; treat as unknown in grouping and DE analysis.
BFJEKD_14440,histidine ammonia-lyase,K01745,-2.10698382775187,Histidine metabolism,"amino acid metabolism, histidine degradation, lyase, amino acid catabolism","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated histidine ammonia-lyase; essential for histidine catabolism; suitable for amino acid metabolism functional grouping.
BFJEKD_05960,"DNA-binding transcriptional regulator, Lrp family",,-2.0858187671879,,"transcriptional regulator, Lrp family, DNA binding",['Amino Acid Biosynthesis'],Medium,"No KO or GO terms assigned, but PFAM and COG indicate Lrp family transcriptional regulator. Useful for transcription regulation grouping."
BFJEKD_03830,glycine cleavage system aminomethyltransferase GcvT,K00605,-2.08347408830158,"Glycine, serine and threonine metabolism","glycine cleavage system, amino acid metabolism, aminomethyltransferase",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with GcvT function in glycine cleavage system."
BFJEKD_05865,Adenosylhomocysteinase,K01251,-2.0763130559116,Cysteine and methionine metabolism,"adenosylhomocysteinase, methionine metabolism, amino acid metabolism, S-adenosylhomocysteine hydrolysis",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG and PFAM domains; key enzyme in methylation cycle and sulfur amino acid metabolism."
BFJEKD_14530,Triphosphoribosyl-dephospho-CoA synthase MdcB,"K05966, K13930",-2.04777630624971,Nicotinate and nicotinamide metabolism,"coenzyme biosynthesis, transferase, malonate decarboxylase prosthetic group","['Protein Folding, Quality Control & Stress Response']",High,"Complete KO, EC, GO, and COG annotations support confident functional assignment related to coenzyme biosynthesis for malonate decarboxylase."
BFJEKD_14190,Glutamine synthetase,K01915,-2.04160073338095,Nitrogen metabolism,"glutamine synthetase, nitrogen metabolism, amino acid biosynthesis, enzyme",['Polyhydroxyalkanoates & Storage Lipids'],High,"Complete annotation with KO, EC, GO, COG, and PFAM; key enzyme in nitrogen metabolism."
BFJEKD_17515,"ABC transporter ATP-binding protein, general nucleoside transport system ATPase component","K02056, K23537",-2.0378689438423,ABC transporters,"membrane transporter, ABC transporter, ATPase component, nucleoside transport",['Cell Wall & Envelope Biogenesis'],High,ATPase component of ABC transporter complex; EC number assigned from KO; extensive GO terms support transporter and ATPase activities.
BFJEKD_19435,Nitrogen fixation protein NifQ,K15790,-2.02526257294677,Nitrogen metabolism,"nitrogen fixation, molybdenum cofactor metabolism",['Secretion & Transport Systems'],High,Well-annotated nitrogen fixation protein involved in molybdenum cofactor metabolism; useful for grouping nitrogen fixation related genes.
BFJEKD_04480,"Response regulator c-di-GMP phosphodiesterase, RpfG family",,-2.01695867518436,,"signal transduction, c-di-GMP metabolism, response regulator, phosphodiesterase",['Unknown & Hypothetical Proteins'],Medium,No KO assigned; EC inferred from domain and family. Important for signaling and regulatory pathway analysis.
BFJEKD_00055,ABC-type polysaccharide/teichoic acid/polyol phosphate export permease protein Wzm (TagG),K09690,-2.00767302548998,Bacterial secretion system,"ABC transporter, polysaccharide export, membrane protein",['Unknown & Hypothetical Proteins'],High,Well-annotated ABC transporter permease involved in polysaccharide export; useful for grouping transport-related proteins and cell envelope biosynthesis.
BFJEKD_04595,C-terminal processing protease CtpA/Prc,K03797,-1.99713472592127,RNA degradation,"protease, protein processing, membrane-associated protease, posttranslational modification",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent; key protease involved in protein maturation and turnover, relevant for protein quality control and stress response."
BFJEKD_01995,30S ribosomal protein S12,K02950,-1.98884705324364,Ribosome,"ribosomal protein, translation, protein biosynthesis",['DNA Recombination & Repair'],High,"Complete annotation with KO, COG, PFAM, and GO terms. Essential for 30S subunit stability and function."
BFJEKD_14435,N-formylglutamate deformylase,K01458,-1.97984317398436,Histidine metabolism,"amino acid metabolism, histidine degradation, amidohydrolase, hydrolase",['Cell Wall & Envelope Biogenesis'],High,Complete and consistent annotation; key enzyme in histidine catabolism; relevant for amino acid metabolic pathway grouping.
