Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_08465,"DNA-binding protein, AcrR family",K18301,-1.42142365913555,Two-component system,"transcriptional regulator, TetR family, gene expression control, DNA binding",['Amino Acid Biosynthesis'],High,"Well-annotated transcriptional regulator with consistent KO, GO, COG, and PFAM domains. Important for regulatory network analysis."
BFJEKD_08505,Transcriptional regulator HipB,,-4.2523953158773,,"transcriptional regulator, DNA binding, XRE family",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with typical HTH domains; useful for regulatory network analysis.
BFJEKD_08730,BolA family transcriptional regulator,"K05527, K22066",-1.31730432273664,Two-component system,"transcriptional regulator, stress response, BolA family",['Carbon Concentrating & Fixation'],High,Well-annotated transcriptional regulator involved in stress response; KO and PFAM consistent.
BFJEKD_08970,AraC-type DNA-binding domain-containing protein,,4.41561197797328,,"transcription regulator, DNA-binding, AraC family",['Polyhydroxyalkanoates & Storage Lipids'],High,"Well-annotated AraC family transcriptional regulator; important for gene expression control, useful for grouping under transcriptional regulation."
BFJEKD_09110,XRE family transcriptional regulator,,1.65359680026627,,"transcriptional regulator, XRE family, DNA binding",['Amino Acid Biosynthesis'],Medium,Typical XRE family transcriptional regulator with DNA binding domain; no KO or EC but supported by COG and PFAM.
BFJEKD_09405,LysR family transcriptional regulator,K04761,-2.78369454979289,Two-component system,"transcriptional regulator, LysR family, DNA binding, regulation",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated LysR family transcriptional regulator involved in transcriptional regulation and environmental response; useful for grouping under transcription factors.
BFJEKD_09490,CopG family transcriptional regulator,,-1.18509138657813,,"transcriptional regulator, DNA binding, gene expression control","['Protein Folding, Quality Control & Stress Response']",High,GO term for transcription regulation present; typical CopG family regulator function inferred.
BFJEKD_09665,MerR family transcriptional regulator,K13639,-1.23650869570155,Two-component system,"transcriptional regulator, MerR family, mercury resistance",['Cell Wall & Envelope Biogenesis'],High,"Strong evidence from KO, GO, and PFAM; important for regulatory network analysis and stress response grouping."
BFJEKD_10800,LysR family transcriptional regulator,,1.65275795925917,,"transcription regulation, LysR family, DNA binding",['Carbon Concentrating & Fixation'],High,"Well-annotated LysR-type transcriptional regulator, key for gene expression control; useful for grouping under transcriptional regulators."
BFJEKD_11220,LysR family transcriptional regulator,,-2.15731909769112,,"transcription regulation, LysR family, DNA binding",['Polyhydroxyalkanoates & Storage Lipids'],High,Typical LysR-type transcriptional regulator involved in gene expression control; useful for grouping under transcription factors.
BFJEKD_11400,"DNA-binding transcriptional regulator, MarR family",,1.21785700131304,,"transcriptional regulator, MarR family, stress response",['Polyhydroxyalkanoates & Storage Lipids'],High,MarR family regulator involved in transcriptional regulation and stress response; important for regulatory network analysis.
BFJEKD_11405,"Anti-sigma factor ChrR, cupin superfamily",K07167,-1.48932856091355,Two-component system,"anti-sigma factor, transcriptional regulation, cupin superfamily",['Unknown & Hypothetical Proteins'],High,ChrR is an anti-sigma factor regulating sigma factors under stress; relevant for transcriptional regulation and stress response modules.
BFJEKD_11760,LysR family transcriptional regulator,K03566,-2.10871648011248,,"transcriptional regulator, LysR family, gene expression control",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated transcriptional regulator with typical LysR family domains; important for regulation of glycine cleavage system and other genes.
BFJEKD_12055,AraC family transcriptional regulator,K12243,-1.79568088051519,,"transcriptional regulator, DNA-binding, AraC family",['Secretion & Transport Systems'],High,Functionally characterized AraC family regulator with KO and COG support; important for transcriptional regulation grouping.
BFJEKD_12170,MarR family transcriptional regulator,K06075,-5.80955999007377,Two-component system,"transcriptional regulator, antibiotic resistance, DNA-binding protein",['Amino Acid Biosynthesis'],High,MarR family regulators control expression of multiple antibiotic resistance genes and respond to environmental stresses.
BFJEKD_12305,TetR/AcrR family transcriptional regulator AcrR,K16137,-1.68476564196709,Two-component system,"transcriptional regulator, TetR family, transcriptional repression",['Unknown & Hypothetical Proteins'],High,Well-annotated transcriptional regulator controlling efflux operons; important for regulatory network analysis and antibiotic resistance regulation.
BFJEKD_12470,Transcriptional regulator YiaG,K07726,-1.15457386765444,Transcription factors,"transcriptional regulator, DNA binding, helix-turn-helix",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated transcriptional regulator with helix-turn-helix domains; suitable for grouping under transcription factors.
BFJEKD_12995,RNA polymerase sigma factor RpoH,K03089,-3.02202669156446,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated sigma factor involved in transcription initiation under heat shock conditions.
BFJEKD_13330,YebC/PmpR family DNA-binding transcriptional regulator,K18189,2.87460470472392,,"transcriptional regulator, DNA-binding protein, gene expression control",['Unknown & Hypothetical Proteins'],High,"Transcriptional regulator with strong evidence from KO, COG, PFAM, and GO; likely involved in regulation of cytochrome c oxidase and other genes."
BFJEKD_13475,Helix-turn-helix XRE-family transcriptional regulator,,-3.31952412655939,,"transcriptional regulator, DNA binding, XRE family",['Unknown & Hypothetical Proteins'],Medium,"Typical XRE-family HTH domain transcriptional regulator; no KO or COG assigned, annotation based on PFAM and GO DNA binding."
BFJEKD_13480,TetR/AcrR family transcriptional regulator,,-6.04334114152854,,"transcriptional regulator, TetR family, DNA binding",['Unknown & Hypothetical Proteins'],High,Well characterized TetR family regulator with COG and PFAM support; no KO assigned but strong functional evidence.
BFJEKD_13820,"DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family",,-1.75481284786073,,"transcriptional regulator, sugar metabolism, DNA-binding",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated transcriptional regulator involved in sugar metabolism; useful for grouping regulators controlling carbohydrate pathways.
BFJEKD_14155,Crp/Fnr family transcriptional regulator,K01420,-1.25941697719038,Two-component system,"transcriptional regulator, Crp/Fnr family, two-component system",['Protein Processing & Degradation'],High,KO assignment supports function as transcriptional regulator involved in environmental response; useful for regulatory network analysis.
BFJEKD_14165,Helix-turn-helix transcriptional regulator,,-2.10370434559754,,"transcriptional regulator, HTH domain",['Cell Wall & Envelope Biogenesis'],Medium,"No KO or EC; annotation based on COG, PFAM, and GO DNA binding; likely a transcriptional regulator, useful for regulatory grouping."
BFJEKD_14525,HutP transcriptional regulator,,1.45524282028802,,"transcriptional regulator, RNA-binding, histidine utilization",['Cell Wall & Envelope Biogenesis'],Medium,HutP is a known RNA-binding transcriptional regulator involved in histidine utilization operon regulation. Lack of KO and GO limits annotation completeness.
BFJEKD_14655,IclR family transcriptional regulator,,-1.43359041169465,,"transcriptional regulation, IclR family, DNA binding",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator with strong GO and COG support; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_14875,Sigma-54-dependent Fis family transcriptional regulator,K02584,-1.57390297192006,Two-component system,"transcriptional regulator, nitrogen fixation, two-component system",['Protein Processing & Degradation'],High,"Well-annotated nitrogen fixation regulator with consistent KO, GO, and PFAM domains."
BFJEKD_15090,Crp/Fnr family transcriptional regulator,K21555,1.83918078465226,Two-component system,"transcriptional regulator, Crp/Fnr family, two-component system",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated transcriptional regulator involved in CO oxidation system regulation; KO and COG consistent.
BFJEKD_15645,LysR family transcriptional regulator,K21699,-1.82884415718821,Transcription factors,"transcriptional regulator, LysR family, DNA binding",['Secretion & Transport Systems'],High,"Well-annotated LysR family transcriptional regulator with KO, GO, COG, and PFAM domains; key regulator of bauABCD operon."
BFJEKD_16225,LysR family transcriptional regulator,,-1.68291246494557,,"transcriptional regulator, LysR family",['Protein Processing & Degradation'],High,Well characterized LysR-type regulator with DNA binding domains and transcription regulation GO terms.
BFJEKD_16605,transcription-repair coupling factor,K03723,1.17994204828071,"Nucleotide excision repair, RNA polymerase","DNA repair, transcription coupling, helicase, nucleotide excision repair",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated transcription-repair coupling factor involved in transcription-coupled nucleotide excision repair; key for DNA damage response and transcription regulation.
BFJEKD_16915,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,,-1.25301111382486,,"transcriptional regulator, cAMP receptor protein, DNA binding",['Secretion & Transport Systems'],Medium,No KO assigned but PFAM and GO terms support function as CRP family transcriptional regulator.
BFJEKD_17035,"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family",K03088,1.89001740929013,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Protein Processing & Degradation'],High,Well-annotated sigma factor involved in transcription initiation; important for differential expression regulation.
BFJEKD_17135,MucR family transcriptional regulator,,2.41011696752849,,"transcriptional regulator, DNA binding, regulation",['Cell Wall & Envelope Biogenesis'],Medium,No KO or EC; annotation based on COG and PFAM domain; useful for regulatory network analysis.
BFJEKD_17545,Fur family transcriptional regulator,K09823,-2.06363063162938,Quorum sensing,"transcriptional regulator, metal ion homeostasis, zinc uptake regulator, DNA-binding protein",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator involved in metal ion homeostasis and quorum sensing regulation.
BFJEKD_17665,"DNA-binding protein, AcrR family",,1.10671049796664,,"transcriptional regulator, TetR family, DNA binding",['Protein Processing & Degradation'],Medium,Well-annotated transcriptional regulator with typical TetR family domain. No KO or EC assigned; useful for regulatory network analysis.
BFJEKD_17755,AraC family transcriptional regulator,K25495,-1.50139164580973,Phenylalanine metabolism,"transcription regulator, AraC family, helix-turn-helix, sugar metabolism regulation",['Protein Processing & Degradation'],High,Strong evidence as AraC family regulator; relevant for transcriptional regulation and sugar metabolism pathways.
BFJEKD_17840,CopG family transcriptional regulator,,-1.63641748245739,,"transcriptional regulator, DNA binding, CopG family",['Amino Acid Biosynthesis'],Medium,"No KO or PFAM domain detected, but COG and GO support transcriptional regulator function."
BFJEKD_18220,XRE family transcriptional regulator (HTH-type),K14056,-1.64858062753961,,"transcriptional regulator, HTH domain, DNA binding","['Protein Folding, Quality Control & Stress Response']",High,Typical XRE family transcriptional regulator with multiple HTH domains; important for gene expression regulation.
BFJEKD_18730,Phage Repressor Protein C (Cro/C1-type HTH),,-1.27266516356996,,"phage repressor, transcriptional regulator, helix-turn-helix, DNA binding",['Unknown & Hypothetical Proteins'],High,Typical phage transcriptional regulator involved in lysogeny control; important for phage-related regulatory grouping.
BFJEKD_19155,MarR family transcriptional regulator,,1.32748288142073,,"transcriptional regulation, MarR family, stress response",['Secretion & Transport Systems'],Medium,"No KO or EC assigned; annotation based on COG, PFAM, and GO terms. Suitable for grouping under transcriptional regulators and stress response."
BFJEKD_19200,"DNA-binding transcriptional regulator, MarR family",,-1.28358745449155,,"transcriptional regulator, MarR family, stress response",['Cell Wall & Envelope Biogenesis'],High,Strong GO and COG evidence for transcriptional regulation and stress response; no KO or EC; important for regulatory network analysis.
BFJEKD_19320,LysR family transcriptional regulator,"K16135, K18900",-1.5964281126335,Two-component system,"transcriptional regulator, LysR family, gene regulation",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-characterized transcriptional regulator with DNA-binding domains; important for regulatory network analyses.
BFJEKD_19615,Cro/Cl family transcriptional regulator,"K07110, K21686",-2.60761006508053,Two-component system,"transcriptional regulator, XRE family, two-component system, DNA binding",['Secretion & Transport Systems'],High,Strong evidence for transcriptional regulator function; KO terms link to two-component system; multiple HTH domains support DNA binding.
