Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_02995,DUF2384 domain-containing transcriptional regulator,,-2.42086938362454,,"transcriptional regulator, DNA binding",['Secretion & Transport Systems'],Medium,"GO term supports DNA binding function; no KO, EC, or COG available; DUF2384 domain suggests regulatory role."
BFJEKD_03080,Lrp/AsnC family transcriptional regulator,K03719,-1.44457763771177,Two-component system,"transcription regulator, Lrp family, DNA binding",['Photosynthesis & Carbon Concentrating'],High,Well-annotated transcriptional regulator involved in gene expression control; useful for regulatory network analysis.
BFJEKD_03570,"GntR family transcriptional regulator (MocR family, 2-aminoadipate transaminase-like)",K05825,-1.98998858146955,"Valine, leucine and isoleucine degradation","transcriptional regulator, GntR family, aminotransferase-related, amino acid metabolism",['Polyhydroxyalkanoates & Storage Lipids'],High,KO and EC support aminotransferase-related regulatory function; relevant for amino acid metabolism and transcriptional regulation studies.
BFJEKD_03600,DeoR/GlpR transcriptional regulator,,-1.42006789866946,,"transcriptional regulator, DNA-binding, regulation",['Carbon Concentrating & Fixation'],High,Well-annotated transcriptional regulator with DNA-binding domains; suitable for grouping under transcriptional regulation.
BFJEKD_03780,"DNA-binding transcriptional regulator, MocR family",,-2.73501094070502,,"transcriptional regulator, MocR family, DNA-binding, aminotransferase domain, gene regulation",['Carbon Concentrating & Fixation'],Medium,No KO or EC assigned; GO terms and COG support transcriptional regulator function with aminotransferase domain. Useful for regulatory network analysis.
BFJEKD_03900,"Transcriptional regulator, HTH_31 family",K07726,-1.75923833793409,,"transcriptional regulator, DNA binding, regulation",['Cell Wall & Envelope Biogenesis'],Medium,KO and COG indicate transcriptional regulator function; limited GO terms but PFAM domain supports DNA-binding regulatory role. No EC number as expected.
BFJEKD_03925,AsnC family transcriptional regulator Lrp,K03719,-1.20669364363431,Two-component system,"transcriptional regulator, DNA-binding, gene expression control",['Cell Wall & Envelope Biogenesis'],High,Lrp/AsnC family regulator involved in global transcriptional regulation and amino acid metabolism.
BFJEKD_04215,AraC family transcriptional regulator,,-2.5571391711743,,"transcriptional regulator, AraC family, DNA binding, gene expression control",['Secretion & Transport Systems'],High,"Strong evidence from GO, COG, and PFAM; typical AraC family regulator involved in transcriptional control."
BFJEKD_04445,"Transcriptional regulator, TetR family",,-1.40879649320557,,"transcriptional regulator, TetR family, DNA binding, gene expression regulation",['Cell Wall & Envelope Biogenesis'],Medium,No KO or COG assigned; strong evidence from PFAM and GO for transcriptional regulation.
BFJEKD_05030,"RNA polymerase sigma-70 factor, ECF subfamily",K03088,-1.70895917292385,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Secretion & Transport Systems'],High,ECF sigma factor involved in transcription initiation; strong evidence from KO and PFAM domains.
BFJEKD_05415,Methylphosphotriester-DNA--protein-cysteine methyltransferase Ada (N-terminal fragment),K13529,-3.64708558073682,Nucleotide excision repair,"DNA repair, transcriptional regulator, adaptive response, methyltransferase",['Amino Acid Biosynthesis'],High,Well-annotated DNA repair protein with multiple DNA binding and repair domains; EC and KO consistent with DNA-3-methyladenine glycosylase activity.
BFJEKD_05620,XRE family transcriptional regulator DicA (HipB homolog),,1.42370920007313,,"transcriptional regulator, XRE family, DNA binding, regulation of gene expression","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated XRE family transcriptional regulator involved in transcriptional repression; useful for grouping under transcriptional regulators and DNA-binding proteins.
BFJEKD_05720,TetR/AcrR family transcriptional regulator,,-2.26571964895639,,"transcriptional regulator, TetR family, DNA binding, regulation",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated TetR family transcriptional regulator; no KO or EC but strong GO and COG support; useful for regulatory network analysis.
BFJEKD_05850,PadR family transcriptional regulator,K10947,-2.38440545669351,Two-component system,"transcriptional regulator, PadR family, two-component system",['Carbon Concentrating & Fixation'],High,KO and COG consistent with PadR family transcriptional regulator; involved in regulation of gene expression.
BFJEKD_05945,cAMP-binding domain of CRP (cAMP receptor protein),,1.34853761813446,,"transcriptional regulator, cAMP-binding, signal transduction",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; annotation based on PFAM and GO terms indicating CRP family transcriptional regulator. Useful for grouping under transcriptional regulation and signal transduction.
BFJEKD_05960,"DNA-binding transcriptional regulator, Lrp family",,1.62464638946035,,"transcriptional regulator, Lrp family, DNA binding",['Amino Acid Biosynthesis'],Medium,"No KO or GO terms assigned, but PFAM and COG indicate Lrp family transcriptional regulator. Useful for transcription regulation grouping."
BFJEKD_05985,AsnC family transcriptional regulator,,-3.10899414485972,,"transcriptional regulator, AsnC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with characteristic PFAM domains; important for gene expression regulation studies.
BFJEKD_06060,"DNA-binding transcriptional regulator, MarR family",K06075,-2.31170678874716,Two-component system,"transcriptional regulator, MarR family, stress response",['Cell Wall & Envelope Biogenesis'],High,Well-annotated transcriptional regulator involved in antibiotic resistance and stress response.
BFJEKD_06760,Transcription termination factor Rho,K03628,2.13256750287373,RNA polymerase,"transcription termination, RNA binding, ATPase, gene expression regulation",['Unknown & Hypothetical Proteins'],High,Well-characterized transcription termination factor with strong domain and GO support; no EC assigned as it is not an enzyme classified by EC.
BFJEKD_06875,heat-inducible transcriptional repressor HrcA,K03705,-2.32627483065364,Two-component system,"transcriptional regulator, heat shock response, stress response, negative regulator",['Cell Wall & Envelope Biogenesis'],High,Clear function as a heat shock transcriptional repressor with strong domain and GO support; no EC as expected for a regulator.
BFJEKD_07090,"DNA-binding transcriptional regulator, Lrp family",K03719,1.44021623942772,Transcription machinery,"transcriptional regulator, DNA binding, Lrp family",['Unknown & Hypothetical Proteins'],High,KO and GO terms strongly support function as leucine-responsive transcriptional regulator.
BFJEKD_07325,"DNA-binding transcriptional regulator, GntR family",K22293,1.24259830125516,Transcription factors,"transcription regulation, DNA-binding, GntR family",['Cell Wall & Envelope Biogenesis'],High,"Well-annotated transcriptional regulator, useful for regulatory network analysis."
BFJEKD_07535,"Transcriptional regulator, XRE-family HTH domain",,-1.50391974150663,,"transcriptional regulator, XRE family, DNA binding, HTH domain",['Unknown & Hypothetical Proteins'],Medium,Lacks KO and EC; annotation based on domain and GO DNA binding. Suitable for grouping under transcriptional regulators.
BFJEKD_07555,transcription termination/antitermination protein NusA,K02600,1.65980272651146,RNA polymerase,"transcription regulation, termination, antitermination, RNA binding",['Secretion & Transport Systems'],High,Well-annotated transcription factor involved in termination and antitermination; multiple RNA-binding domains; no EC as expected.
BFJEKD_07600,Transcriptional repressor Fur family,K09826,-2.06572741603622,Iron homeostasis,"transcriptional regulator, metal ion homeostasis, iron response, DNA-binding protein","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated Fur family regulator; key for iron metabolism regulation; important for grouping transcription factors and metal ion response.
BFJEKD_07780,MarR family transcriptional regulator,K23775,-1.81885732708807,,"transcriptional regulator, MarR family, stress response, DNA-binding protein","['Protein Folding, Quality Control & Stress Response']",High,Key regulator of multiple antibiotic resistance and oxidative stress response; relevant for regulatory network analysis.
BFJEKD_08075,CarD family transcriptional regulator,K07736,1.39883498280717,Two-component system,"transcriptional regulator, CarD family, rRNA transcription regulation",['Unknown & Hypothetical Proteins'],High,Well-annotated transcriptional regulator involved in rRNA transcription control; relevant for gene expression regulation studies.
BFJEKD_08195,Protein SlyX-like,K03745,1.57713514525112,Two-component system,"two-component system, transcriptional regulator",['Amino Acid Biosynthesis'],Medium,SlyX is a known transcriptional regulator in two-component systems; KO assignment supports regulatory function despite missing GO terms.
BFJEKD_08380,MarR family transcriptional regulator,,-1.25655655795346,,"transcriptional regulator, stress response, DNA-binding",['Unknown & Hypothetical Proteins'],High,Well characterized MarR family regulator involved in transcriptional regulation and stress response; no KO assigned but strong PFAM and GO support.
BFJEKD_08465,"DNA-binding protein, AcrR family",K18301,-1.64668080802387,Two-component system,"transcriptional regulator, TetR family, gene expression control, DNA binding",['Amino Acid Biosynthesis'],High,"Well-annotated transcriptional regulator with consistent KO, GO, COG, and PFAM domains. Important for regulatory network analysis."
BFJEKD_08505,Transcriptional regulator HipB,,-3.4226727731095,,"transcriptional regulator, DNA binding, XRE family",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with typical HTH domains; useful for regulatory network analysis.
BFJEKD_08970,AraC-type DNA-binding domain-containing protein,,4.78470056931289,,"transcription regulator, DNA-binding, AraC family",['Polyhydroxyalkanoates & Storage Lipids'],High,"Well-annotated AraC family transcriptional regulator; important for gene expression control, useful for grouping under transcriptional regulation."
BFJEKD_09110,XRE family transcriptional regulator,,1.51562446499953,,"transcriptional regulator, XRE family, DNA binding",['Amino Acid Biosynthesis'],Medium,Typical XRE family transcriptional regulator with DNA binding domain; no KO or EC but supported by COG and PFAM.
BFJEKD_09380,"DNA-binding transcriptional regulator, LysR family",K19338,-2.84972949252649,Nitrogen metabolism,"transcriptional regulator, LysR family, nitrogen metabolism",['Amino Acid Biosynthesis'],High,Strong evidence for role in nitrogen assimilation regulation; important for nitrogen metabolism gene expression control.
BFJEKD_09405,LysR family transcriptional regulator,K04761,-2.31847137240739,Two-component system,"transcriptional regulator, LysR family, DNA binding, regulation",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated LysR family transcriptional regulator involved in transcriptional regulation and environmental response; useful for grouping under transcription factors.
BFJEKD_09490,CopG family transcriptional regulator,,-1.40748291266214,,"transcriptional regulator, DNA binding, gene expression control","['Protein Folding, Quality Control & Stress Response']",High,GO term for transcription regulation present; typical CopG family regulator function inferred.
BFJEKD_09505,Prophage regulatory protein AlpA,K07733,-1.02479479017184,,"transcriptional regulator, phage, regulatory protein",['Cell Wall & Envelope Biogenesis'],High,"Well annotated with KO, COG, and PFAM domain specific to phage transcriptional regulation; useful for grouping prophage-related regulatory elements."
BFJEKD_09665,MerR family transcriptional regulator,K13639,-1.29686450310365,Two-component system,"transcriptional regulator, MerR family, mercury resistance",['Cell Wall & Envelope Biogenesis'],High,"Strong evidence from KO, GO, and PFAM; important for regulatory network analysis and stress response grouping."
BFJEKD_10080,LysR family transcriptional regulator,,-1.01826250296788,,"transcription regulator, LysR family, DNA binding",['Carbon Concentrating & Fixation'],High,Well-annotated transcriptional regulator with characteristic LysR family domains and GO terms.
BFJEKD_10800,LysR family transcriptional regulator,,1.46482853108399,,"transcription regulation, LysR family, DNA binding",['Carbon Concentrating & Fixation'],High,"Well-annotated LysR-type transcriptional regulator, key for gene expression control; useful for grouping under transcriptional regulators."
BFJEKD_11220,LysR family transcriptional regulator,,-2.62979191695999,,"transcription regulation, LysR family, DNA binding",['Polyhydroxyalkanoates & Storage Lipids'],High,Typical LysR-type transcriptional regulator involved in gene expression control; useful for grouping under transcription factors.
BFJEKD_11355,"Transcriptional regulator, contains XRE-family HTH domain",,1.44549747163061,,"transcriptional regulator, DNA binding, helix-turn-helix, regulatory protein",['Amino Acid Biosynthesis'],High,"Contains conserved HTH domain typical of XRE-family regulators, likely involved in gene regulation."
BFJEKD_11760,LysR family transcriptional regulator,K03566,-1.69971502945542,,"transcriptional regulator, LysR family, gene expression control",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated transcriptional regulator with typical LysR family domains; important for regulation of glycine cleavage system and other genes.
BFJEKD_12045,AraC-type DNA-binding domain-containing protein,,-1.7579286838604,,"transcriptional regulator, DNA-binding, AraC family",['Secretion & Transport Systems'],High,Well-annotated AraC family transcriptional regulator involved in transcriptional control; useful for grouping under transcription factors.
BFJEKD_12055,AraC family transcriptional regulator,K12243,-1.86655439333598,,"transcriptional regulator, DNA-binding, AraC family",['Secretion & Transport Systems'],High,Functionally characterized AraC family regulator with KO and COG support; important for transcriptional regulation grouping.
BFJEKD_12170,MarR family transcriptional regulator,K06075,-4.81780592933694,Two-component system,"transcriptional regulator, antibiotic resistance, DNA-binding protein",['Amino Acid Biosynthesis'],High,MarR family regulators control expression of multiple antibiotic resistance genes and respond to environmental stresses.
BFJEKD_12175,AraC family transcriptional regulator,K05372,-1.11639256142285,Galactose metabolism,"transcriptional regulator, sugar metabolism, DNA-binding protein",['Protein Processing & Degradation'],High,AraC family regulators typically control sugar metabolism operons such as arabinose utilization.
BFJEKD_12305,TetR/AcrR family transcriptional regulator AcrR,K16137,-1.42021802884946,Two-component system,"transcriptional regulator, TetR family, transcriptional repression",['Unknown & Hypothetical Proteins'],High,Well-annotated transcriptional regulator controlling efflux operons; important for regulatory network analysis and antibiotic resistance regulation.
BFJEKD_12525,sigma-54-dependent Fis family transcriptional regulator,K21405,1.95385397174914,,"transcriptional regulator, sigma-54 activator, DNA binding, transcription factor",['Amino Acid Biosynthesis'],High,Well annotated transcriptional regulator activating sigma-54 dependent genes; important for regulation of acetoin dehydrogenase operon.
BFJEKD_12995,RNA polymerase sigma factor RpoH,K03089,-3.44246599808646,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated sigma factor involved in transcription initiation under heat shock conditions.
BFJEKD_13035,AraC-type transcriptional regulator,,1.1177287312155,Galactose metabolism,"transcription regulation, AraC family, sugar metabolism regulation",['Secretion & Transport Systems'],Medium,Typical AraC family regulator with DNA-binding and arabinose-binding domains; no KO assigned but likely involved in sugar metabolism regulation.
BFJEKD_13215,Putative transcription regulator protein,K04761,1.54830083452677,Two-component system,"transcription regulator, DNA-binding, two-component system",['Secretion & Transport Systems'],High,KO maps to LysR-type transcriptional regulator involved in two-component systems.
BFJEKD_13475,Helix-turn-helix XRE-family transcriptional regulator,,-2.73693002988152,,"transcriptional regulator, DNA binding, XRE family",['Unknown & Hypothetical Proteins'],Medium,"Typical XRE-family HTH domain transcriptional regulator; no KO or COG assigned, annotation based on PFAM and GO DNA binding."
BFJEKD_13480,TetR/AcrR family transcriptional regulator,,-5.0787797038926,,"transcriptional regulator, TetR family, DNA binding",['Unknown & Hypothetical Proteins'],High,Well characterized TetR family regulator with COG and PFAM support; no KO assigned but strong functional evidence.
BFJEKD_13820,"DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family",,-1.31396974482667,,"transcriptional regulator, sugar metabolism, DNA-binding",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated transcriptional regulator involved in sugar metabolism; useful for grouping regulators controlling carbohydrate pathways.
BFJEKD_14165,Helix-turn-helix transcriptional regulator,,-1.63135811931565,,"transcriptional regulator, HTH domain",['Cell Wall & Envelope Biogenesis'],Medium,"No KO or EC; annotation based on COG, PFAM, and GO DNA binding; likely a transcriptional regulator, useful for regulatory grouping."
BFJEKD_14525,HutP transcriptional regulator,,1.53795499664702,,"transcriptional regulator, RNA-binding, histidine utilization",['Cell Wall & Envelope Biogenesis'],Medium,HutP is a known RNA-binding transcriptional regulator involved in histidine utilization operon regulation. Lack of KO and GO limits annotation completeness.
BFJEKD_14655,IclR family transcriptional regulator,,-1.18012879401618,,"transcriptional regulation, IclR family, DNA binding",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator with strong GO and COG support; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_14670,"DNA-binding transcriptional regulator, GntR family",,-1.27376778236448,,"transcriptional regulation, GntR family, DNA binding",['Carbon Concentrating & Fixation'],High,Strong evidence for transcriptional regulator function; GO and COG categories support role; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_14875,Sigma-54-dependent Fis family transcriptional regulator,K02584,-1.06817070644599,Two-component system,"transcriptional regulator, nitrogen fixation, two-component system",['Protein Processing & Degradation'],High,"Well-annotated nitrogen fixation regulator with consistent KO, GO, and PFAM domains."
BFJEKD_15090,Crp/Fnr family transcriptional regulator,K21555,1.52388791663195,Two-component system,"transcriptional regulator, Crp/Fnr family, two-component system",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated transcriptional regulator involved in CO oxidation system regulation; KO and COG consistent.
BFJEKD_15190,DNA-binding transcriptional regulator ArsR family,"K03741, K03892, K23988",-1.99932462431985,Biosynthesis of siderophore group nonribosomal peptides (arsenic resistance),"arsenic resistance, transcriptional regulator, arsenate reductase, DNA binding",['Unknown & Hypothetical Proteins'],High,"Comprehensive annotation with multiple KO terms, EC numbers, GO terms, and PFAM domains; key regulator and enzyme in arsenic resistance; critical for transcriptional regulation grouping."
BFJEKD_15255,AraC family transcriptional regulator,,-1.79395377362608,,"transcriptional regulator, AraC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Clear functional annotation as a transcriptional regulator. Important for regulatory network analysis and differential expression studies.
BFJEKD_15645,LysR family transcriptional regulator,K21699,-1.97641258997165,Transcription factors,"transcriptional regulator, LysR family, DNA binding",['Secretion & Transport Systems'],High,"Well-annotated LysR family transcriptional regulator with KO, GO, COG, and PFAM domains; key regulator of bauABCD operon."
BFJEKD_16225,LysR family transcriptional regulator,,-1.55538108262784,,"transcriptional regulator, LysR family",['Protein Processing & Degradation'],High,Well characterized LysR-type regulator with DNA binding domains and transcription regulation GO terms.
BFJEKD_16915,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,,-1.14593946915176,,"transcriptional regulator, cAMP receptor protein, DNA binding",['Secretion & Transport Systems'],Medium,No KO assigned but PFAM and GO terms support function as CRP family transcriptional regulator.
BFJEKD_17135,MucR family transcriptional regulator,,1.78999740160117,,"transcriptional regulator, DNA binding, regulation",['Cell Wall & Envelope Biogenesis'],Medium,No KO or EC; annotation based on COG and PFAM domain; useful for regulatory network analysis.
BFJEKD_17545,Fur family transcriptional regulator,K09823,-1.45808535288937,Quorum sensing,"transcriptional regulator, metal ion homeostasis, zinc uptake regulator, DNA-binding protein",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator involved in metal ion homeostasis and quorum sensing regulation.
BFJEKD_17750,ModE family transcriptional regulator,K02019,1.02253789599832,Two-component system,"transcription regulator, metal ion regulation, helix-turn-helix, LysR family",['Amino Acid Biosynthesis'],High,Well-annotated transcriptional regulator involved in molybdate transport regulation; useful for grouping metal ion homeostasis regulators.
BFJEKD_17840,CopG family transcriptional regulator,,-1.74571130848689,,"transcriptional regulator, DNA binding, CopG family",['Amino Acid Biosynthesis'],Medium,"No KO or PFAM domain detected, but COG and GO support transcriptional regulator function."
BFJEKD_18220,XRE family transcriptional regulator (HTH-type),K14056,-1.15215629876876,,"transcriptional regulator, HTH domain, DNA binding","['Protein Folding, Quality Control & Stress Response']",High,Typical XRE family transcriptional regulator with multiple HTH domains; important for gene expression regulation.
BFJEKD_18330,"DNA-binding transcriptional regulator, GntR family",,1.14729255909041,,"transcription regulation, DNA-binding, GntR family",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated transcriptional regulator with typical GntR family domains; suitable for grouping under transcription factors.
BFJEKD_19105,LysR family transcriptional regulator,K03566,-1.60178803534908,Two-component system,"transcriptional regulator, LysR family, gene regulation",['Protein Processing & Degradation'],High,"Complete annotation with KO, COG, GO, and PFAM domains; key regulator for gene expression, important for grouping transcription factors."
BFJEKD_19155,MarR family transcriptional regulator,,1.1066613691898,,"transcriptional regulation, MarR family, stress response",['Secretion & Transport Systems'],Medium,"No KO or EC assigned; annotation based on COG, PFAM, and GO terms. Suitable for grouping under transcriptional regulators and stress response."
BFJEKD_19615,Cro/Cl family transcriptional regulator,"K07110, K21686",-1.94209260165431,Two-component system,"transcriptional regulator, XRE family, two-component system, DNA binding",['Secretion & Transport Systems'],High,Strong evidence for transcriptional regulator function; KO terms link to two-component system; multiple HTH domains support DNA binding.
BFJEKD_19725,AraC family transcriptional regulator,K05372,-2.05281668472789,Two-component system,"transcription regulator, DNA-binding, AraC family",['Amino Acid Biosynthesis'],High,Well-annotated AraC family transcriptional regulator involved in transcriptional regulation; useful for grouping genes related to transcriptional control.
