Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_05420,DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase),K00567,-4.62547576943811,DNA repair and recombination proteins,"DNA repair, methyltransferase, DNA damage response, posttranslational modification",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, and PFAM domains consistent with DNA repair methyltransferase function; suitable for grouping under DNA repair and methylation-related processes."
BFJEKD_01430,Hypothetical protein,,-4.60864058530249,,unknown function,['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain information available.
BFJEKD_18470,hypothetical protein,,-4.59177921165863,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation or domain detected; treat as uncharacterized in downstream analyses.
BFJEKD_05415,Methylphosphotriester-DNA--protein-cysteine methyltransferase Ada (N-terminal fragment),K13529,-4.58899469165923,Nucleotide excision repair,"DNA repair, transcriptional regulator, adaptive response, methyltransferase",['Amino Acid Biosynthesis'],High,Well-annotated DNA repair protein with multiple DNA binding and repair domains; EC and KO consistent with DNA-3-methyladenine glycosylase activity.
BFJEKD_15460,Gly-zipper-YMGG domain-containing protein,,-4.57614912467814,,"membrane protein, uncharacterized",['Unknown & Hypothetical Proteins'],Low,"No KO, EC, GO, or COG annotations; function inferred only from PFAM domain, likely membrane-associated."
BFJEKD_01470,DUF4055 domain-containing protein,,-4.51630400779837,,"DUF domain, uncharacterized protein","['Nucleotide Sugar Biosynthesis', 'Oxidoreductase Enzymes', 'Cell Wall & Envelope Biogenesis']",Low,Contains DUF4055 domain of unknown function; no further functional annotation available.
BFJEKD_03415,peptidase M16,K07263,-4.50558378023851,Proteasome,"peptidase, metalloprotease, protein degradation",['Secretion & Transport Systems'],High,Strong evidence for metallopeptidase activity; EC number incomplete but consistent with family.
BFJEKD_08280,UPF0391 membrane protein Rru_A0119,,-4.49812068810303,,"membrane protein, integral membrane",['Carbon Concentrating & Fixation'],Low,"No KO, EC, COG or PFAM domains available; annotation based on GO terms indicating membrane localization only."
BFJEKD_14015,phage shock protein PspA,K03969,-4.48547517512205,Two-component system,"envelope stress response, phage shock protein, membrane stabilization",['Unknown & Hypothetical Proteins'],High,"Key component of phage shock protein system; well-annotated with KO, COG, GO, and PFAM; important for stress response and membrane integrity."
BFJEKD_12490,Glycosyl transferase family 1 protein (PslF),K20999,-4.4311824392318,Amino sugar and nucleotide sugar metabolism,"glycosyl transferase, polysaccharide biosynthesis, carbohydrate metabolism",['Unknown & Hypothetical Proteins'],High,Well-annotated glycosyl transferase involved in polysaccharide biosynthesis; important for cell surface structure and biofilm formation.
BFJEKD_11865,Conjugal transfer protein TrbG,K20532,-4.35901118088889,Bacterial secretion system,"type IV secretion system, conjugal transfer, secretion system component",['Secretion & Transport Systems'],Medium,KO and PFAM domain support role in type IV secretion system; lack of GO and COG limits annotation completeness.
BFJEKD_01455,Uncharacterized protein,,-4.33191122744232,,"unknown function, hypothetical protein",['Cell Division & Chromosome Partitioning'],Low,No functional annotation or domain detected; likely a hypothetical protein with unknown function.
BFJEKD_09065,Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins,,-4.3158270549727,,"outer membrane protein, cell envelope, structural protein, membrane",['Unknown & Hypothetical Proteins'],Medium,"Lacks KO, EC, GO, and PFAM annotations but COG and product name indicate OmpA family outer membrane protein; useful for grouping in membrane and envelope studies."
BFJEKD_18325,Hypothetical protein,,-4.31478027362887,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; sequence lacks known motifs or signatures.
BFJEKD_01445,Uncharacterized protein,,-4.30681171201697,,"unknown function, hypothetical protein",['Unknown & Hypothetical Proteins'],Low,No functional annotation or domain detected; likely a hypothetical protein with unknown function.
BFJEKD_14010,envelope stress response membrane protein PspB,K03970,-4.28231943256589,Two-component system,"envelope stress response, membrane protein, phage shock protein",['Polyhydroxyalkanoates & Storage Lipids'],Medium,Component of phage shock protein system involved in envelope stress response; no EC number; useful for stress response grouping.
BFJEKD_17945,N-acetylglutaminylglutamine amidotransferase,K01953,-4.26167177705716,Biosynthesis of amino acids,"amino acid biosynthesis, asparagine synthase, amidotransferase",['Cell Wall & Envelope Biogenesis'],High,"Complete and consistent annotation with KO, EC, GO, and PFAM; key enzyme in asparagine biosynthesis; important for amino acid metabolism grouping."
BFJEKD_12330,tellurium resistance protein TerZ,K05791,-4.22262444476992,Bacterial secretion system,"tellurite resistance, stress response, membrane protein",['Carbon Concentrating & Fixation'],High,KO and COG consistent with tellurite resistance; TerD domain confirms metal resistance function. Suitable for grouping with other metal resistance proteins.
BFJEKD_19115,DUF1127 domain-containing protein,,-4.20957569573123,,"uncharacterized protein, DUF1127",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation beyond DUF and COG unknown; low confidence; treat as hypothetical protein in analyses.
BFJEKD_13125,YdcH family protein,K09794,-4.19620366131303,,"hypothetical protein, uncharacterized",['Secretion & Transport Systems'],Low,Limited functional information; conserved domain suggests a possible role in unknown processes.
BFJEKD_09880,Uncharacterized membrane protein,,-4.16600104909913,,"membrane protein, unknown function",['Unknown & Hypothetical Proteins'],Low,Predicted transmembrane helices based on hydrophobic sequence; no domain or functional annotation available.
BFJEKD_09885,DUF3096 domain-containing protein,,-4.1564574023023,,"DUF3096, unknown function",['Secretion & Transport Systems'],Medium,"Contains DUF3096 domain (PF11310), a domain of unknown function; no further functional clues available."
BFJEKD_01425,Hypothetical protein,,-4.14104886669202,,unknown function,['Mobile Genetic Elements & Plasmid'],Low,No functional annotation or domain information available.
BFJEKD_14005,hypothetical protein,,-4.11151548506707,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; treat as unknown in grouping and DE analysis.
BFJEKD_01475,DEAD/DEAH box helicase family protein,K03616,-4.08034779601736,"DNA repair, Homologous recombination","DNA repair, helicase, homologous recombination, ATP-dependent helicase","['Carbohydrate Interconversions', 'Glycosyltransferases', 'Cell Wall & Envelope Biogenesis']",High,Strong functional annotation as a helicase involved in DNA repair and recombination; suitable for grouping in DNA repair and recombination clusters.
BFJEKD_15155,hypothetical protein,,-4.03407779187566,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_12335,tellurium resistance protein TerD,K05795,-4.00658492803457,Bacterial secretion system,"tellurite resistance, stress response, membrane protein",['Amino Acid Biosynthesis'],High,KO and COG indicate role in tellurite resistance; TerD domain supports metal resistance function. Group with other Ter proteins for metal detoxification.
BFJEKD_10440,DUF4405 domain-containing protein,,-4.00206699690726,,"unknown function, DUF domain",['Carbon Concentrating & Fixation'],Low,"No functional annotation available; only DUF4405 domain present, function unknown."
BFJEKD_07155,LolA lipoprotein carrier protein,K03634,-3.93259107401512,ABC transporters,"lipoprotein transport, outer membrane, cell envelope biogenesis",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated lipoprotein carrier involved in outer membrane biogenesis; key for membrane protein localization.
BFJEKD_03890,crotonyl-CoA carboxylase/reductase,K14446,-3.86932840399596,Propanoate metabolism,"oxidoreductase, carboxylase, propanoate metabolism, fatty acid biosynthesis, zinc-dependent enzyme",['Amino Acid Biosynthesis'],High,"Well-annotated enzyme involved in propanoate metabolism and fatty acid biosynthesis. Strong evidence from KO, EC, GO, COG, and PFAM domains. Important for metabolic pathway analysis."
BFJEKD_10225,ABC transporter permease,K02015,-3.84841419431183,ABC transporters,"iron transport, ABC transporter, membrane permease",['Cell Wall & Envelope Biogenesis'],High,"Well annotated permease subunit of iron siderophore ABC transporter with consistent KO, COG, PFAM, and GO terms."
BFJEKD_02910,FAD-binding oxidoreductase,,-3.84822574548301,,"oxidoreductase, FAD-binding enzyme, energy metabolism",['Nucleic Acid Metabolism'],Medium,No KO or EC assigned; PFAM and COG indicate oxidoreductase activity. GO limited to cytoplasm. Annotation based on domain and COG.
BFJEKD_11885,P-type conjugative transfer ATPase TrbB,K20527,-3.82391462464455,Bacterial secretion system,"type IV secretion system, ATPase, conjugal transfer, membrane transporter",['Amino Acid Biosynthesis'],High,Complete annotation with EC inferred from KO; key ATPase driving conjugative transfer; critical for secretion system functional grouping.
BFJEKD_04510,PepSY domain containing protein,,-3.79789204562589,,"peptidase regulation, metallopeptidase inhibitor, protein domain",['Unknown & Hypothetical Proteins'],Medium,PepSY domain proteins regulate zincin peptidases; COG category supports metallopeptidase inhibitor function.
BFJEKD_14705,DUF2934 domain-containing protein,,-3.77397086674234,,unknown function,['Cell Wall & Envelope Biogenesis'],Low,"No KO, EC, GO, or COG annotations; only PFAM DUF2934 domain present; function unknown."
BFJEKD_12995,RNA polymerase sigma factor RpoH,K03089,-3.77056494250551,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated sigma factor involved in transcription initiation under heat shock conditions.
BFJEKD_13800,CsbD family protein,,-3.70893693284431,,"stress response, unknown function",['Cell Wall & Envelope Biogenesis'],Low,"Protein belongs to CsbD family, implicated in stress response but function not well characterized; no KO, EC, or GO annotations."
BFJEKD_09735,peptidylprolyl isomerase,K03769,-3.68272263922821,Protein processing in endoplasmic reticulum,"protein folding, chaperone, peptidylprolyl isomerase",['Amino Acid Biosynthesis'],High,"Strong evidence from KO, EC, GO, COG, and PFAM; important for protein maturation and folding."
BFJEKD_19345,DUF1489 domain-containing protein,,-3.67645831069981,,"unknown function, DUF1489",['Secretion & Transport Systems'],Low,"Contains DUF1489 domain, function unknown; no KO, EC, or GO annotations; COG category indicates unknown function."
BFJEKD_18475,hypothetical protein,,-3.65546956986064,,"hypothetical protein, unknown function",['Protein Processing & Degradation'],Low,No functional annotation or domain detected; treat as uncharacterized in downstream analyses.
BFJEKD_01415,Hypothetical protein,,-3.57935043561193,,unknown function,['Mobile Genetic Elements & Plasmid'],Low,No functional annotation or domain information available. Consider as unknown for grouping and DE analysis.
BFJEKD_08720,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase,K01115,-3.57906708079722,Glycerophospholipid metabolism,"phospholipase D, cardiolipin synthase, glycerophospholipid metabolism, membrane lipid biosynthesis",['Secretion & Transport Systems'],High,"Well-annotated enzyme involved in membrane lipid biosynthesis; important for membrane structure and function; strong KO, EC, GO, and PFAM support."
BFJEKD_14145,Prokaryotic cytochrome b561,,-3.57431845454104,,"electron transport, membrane protein, cytochrome, respiration",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; annotation based on PFAM and GO terms indicating electron transport function; useful for grouping respiratory chain components.
BFJEKD_19340,Hypothetical protein,,-3.57164345664092,,"unknown function, hypothetical protein, membrane protein",['Secretion & Transport Systems'],Low,Short hydrophobic sequence suggests membrane localization but no functional annotation or domain detected.
BFJEKD_09380,"DNA-binding transcriptional regulator, LysR family",K19338,-3.55719897298868,Nitrogen metabolism,"transcriptional regulator, LysR family, nitrogen metabolism",['Amino Acid Biosynthesis'],High,Strong evidence for role in nitrogen assimilation regulation; important for nitrogen metabolism gene expression control.
BFJEKD_16890,Copper/Zinc superoxide dismutase,K04565,-3.52566060250661,Peroxisome,"oxidative stress response, superoxide dismutase, antioxidant enzyme",['Polyhydroxyalkanoates & Storage Lipids'],High,Extensive GO terms and KO support function as Cu-Zn superoxide dismutase; key enzyme in reactive oxygen species detoxification.
BFJEKD_11640,ABC transporter ATP-binding protein,K02010,-3.50397604930078,ABC transporters,"membrane transporter, ABC transporter, ATPase, ion transport",['Cell Wall & Envelope Biogenesis'],High,Well-annotated ABC transporter ATPase with KO and EC number. Important for transport-related grouping and differential expression analysis.
BFJEKD_01420,Hypothetical protein,,-3.49032649215269,,unknown function,['Mobile Genetic Elements & Plasmid'],Low,No functional annotation or domain information available. Sequence does not match known domains or pathways.
BFJEKD_10965,Hypothetical protein,,-3.47868379845646,,"hypothetical protein, uncharacterized",['Secretion & Transport Systems'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected."
BFJEKD_10095,Hypothetical protein,,-3.47547762133146,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation available; consider for further experimental characterization or homology searches.
BFJEKD_12325,tellurite resistance protein TerA,K05792,-3.45540043713504,Bacterial secretion system,"tellurite resistance, stress response, membrane protein",['Secretion & Transport Systems'],High,Strong KO and COG support for tellurite resistance function; TerD domain confirms role in metal resistance. Useful for grouping under metal resistance and stress response.
BFJEKD_03120,Signal transduction histidine kinase BaeS,,-3.44612814504237,Two-component system,"two-component system, histidine kinase, signal transduction, membrane sensor",['Polyhydroxyalkanoates & Storage Lipids'],High,Histidine kinase with typical domains; GO and COG consistent; likely sensor kinase in two-component regulatory system.
BFJEKD_12300,Efflux transporter periplasmic adaptor subunit AcrA,"K03585, K18901, K19595",-3.44479944373419,"ABC transporters, Bacterial secretion system","multidrug efflux, membrane transporter, membrane fusion protein",['Polyhydroxyalkanoates & Storage Lipids'],High,Strong annotation with multiple KO terms related to efflux systems; key component of RND-type multidrug efflux pumps; useful for grouping under antibiotic resistance and membrane transport.
BFJEKD_12315,Tellurium resistance protein TerC,K05794,-3.43766422322853,Bacterial secretion system,"tellurite resistance, membrane transporter, metal resistance",['Secretion & Transport Systems'],High,Key protein for tellurite resistance; important for grouping under heavy metal resistance and membrane transport.
BFJEKD_02460,DUF2076 domain-containing protein,K09945,-3.4241295754781,,"uncharacterized protein, conserved hypothetical",['DNA Repair & Recombination'],Low,Conserved but uncharacterized protein with limited functional information. Group separately or exclude from functional enrichment.
BFJEKD_09645,SH3 domain-containing protein,,-3.4151491947297,,"SH3 domain, protein-protein interaction, unknown function",['Amino Acid Biosynthesis'],Medium,Contains SH3 domain suggesting role in protein-protein interactions; no further functional annotation available.
BFJEKD_01480,Terminase small subunit,K07474,-3.3658885248955,Bacteriophage,"phage terminase, DNA packaging, ATPase","['Carbohydrate Interconversions', 'Glycosyltransferases', 'Cell Wall & Envelope Biogenesis']",High,Well-annotated phage terminase small subunit involved in DNA packaging; relevant for viral function and phage-related grouping.
BFJEKD_12320,Tellurite resistance protein TerB,K05793,-3.34997119728714,Bacterial secretion system,"tellurite resistance, metal resistance",['Secretion & Transport Systems'],Medium,No GO terms assigned but KO and PFAM support tellurite resistance function; useful for metal resistance grouping.
BFJEKD_03575,Flavorubredoxin,,-3.34271288945006,,"redox protein, electron transport, iron-sulfur protein, nitric oxide response",['Unknown & Hypothetical Proteins'],High,Well annotated with GO and COG; typical rubredoxin domain and function; no KO or EC but GO terms strongly support redox electron transfer role.
BFJEKD_18845,Polyphosphate kinase,K00937,-3.28942693018621,Glycerophospholipid metabolism,"polyphosphate biosynthesis, kinase, inorganic ion metabolism, stress response",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains; key enzyme for polyphosphate metabolism and cellular stress adaptation."
BFJEKD_10085,Succinate-semialdehyde dehydrogenase / Glutarate-semialdehyde dehydrogenase,K00135,-3.28432639169024,"Alanine, aspartate and glutamate metabolism, Phenylalanine metabolism","aldehyde dehydrogenase, amino acid metabolism, NAD-dependent enzyme",['Amino Acid Biosynthesis'],High,Multiple EC numbers and KO confirm multifunctional aldehyde dehydrogenase involved in amino acid metabolism.
BFJEKD_05985,AsnC family transcriptional regulator,,-3.27255097728055,,"transcriptional regulator, AsnC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with characteristic PFAM domains; important for gene expression regulation studies.
BFJEKD_03420,peptidase M16 inactive domain,K07263,-3.25349047350093,Proteasome,"peptidase inactive domain, metalloprotease family",['Carbon Concentrating & Fixation'],Medium,Likely inactive domain of peptidase M16 family; shares KO and PFAM with active peptidase but annotated as inactive.
BFJEKD_03115,DNA-binding response regulator OmpR family,K02483,-3.24420293703871,Two-component system,"two-component system, response regulator, signal transduction, transcription regulation",['Cell Wall & Envelope Biogenesis'],High,Well-annotated response regulator of OmpR family; KO and GO terms consistent; key role in bacterial signal transduction.
BFJEKD_10960,DUF485 domain-containing protein (putative membrane protein),,-3.24348057600374,,"membrane protein, unknown function",['Unknown & Hypothetical Proteins'],Low,No KO or EC; only membrane localization known; function unknown.
BFJEKD_12085,PepSY-associated transmembrane region protein (PiuB),,-3.18801936449526,,"iron-regulated protein, membrane protein",['Protein Processing & Degradation'],Medium,Annotated as iron-regulated membrane protein with PepSY_TM domain; lacks KO and GO terms; likely involved in iron homeostasis or transport; useful for grouping under iron metabolism.
BFJEKD_18650,Hypothetical protein,,-3.18548054009537,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_05990,Hypothetical protein,,-3.18536201794773,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected; may require experimental characterization or further computational analysis."
BFJEKD_08205,Alpha-2-macroglobulin family protein YfaS,K06894,-3.17230015648692,,"protease inhibitor, immune defense, alpha-2-macroglobulin family",['Amino Acid Biosynthesis'],High,"Alpha-2-macroglobulin family proteins act as broad-spectrum protease inhibitors, important for bacterial defense; no EC assigned as these are inhibitors, not enzymes."
BFJEKD_12775,Hypothetical protein,,-3.16160780028602,,"hypothetical protein, transcription",['Secretion & Transport Systems'],Low,"Only a single general GO term related to transcription is available. No KO, EC, COG, or PFAM domains detected. Annotation is minimal and uncertain."
BFJEKD_07000,NAD(P)-dependent oxidoreductase (FabG),,-3.14281154785777,Fatty acid biosynthesis,"oxidoreductase, fatty acid biosynthesis, NAD(P)-dependent enzyme",['Unknown & Hypothetical Proteins'],Medium,Annotated as FabG-like oxidoreductase involved in fatty acid biosynthesis; lacks KO but COG and PFAM support function.
BFJEKD_03780,"DNA-binding transcriptional regulator, MocR family",,-3.13731943276372,,"transcriptional regulator, MocR family, DNA-binding, aminotransferase domain, gene regulation",['Carbon Concentrating & Fixation'],Medium,No KO or EC assigned; GO terms and COG support transcriptional regulator function with aminotransferase domain. Useful for regulatory network analysis.
BFJEKD_04680,Outer membrane cobalamin receptor protein BtuB,K02014,-3.13556292817962,ABC transporters,"cobalamin transport, TonB-dependent receptor, outer membrane transporter, membrane transporter",['Carbon Concentrating & Fixation'],High,Outer membrane receptor for cobalamin (vitamin B12) uptake; TonB-dependent transport system.
BFJEKD_15160,ribonucleoside-diphosphate reductase subunit alpha,K00525,-3.1175149091042,Purine metabolism,"DNA synthesis, ribonucleotide reductase, deoxyribonucleotide biosynthesis, replication, oxidative stress response","['Protein Folding, Quality Control & Stress Response']",High,"Complete annotation with KO, EC, GO, COG, and PFAM domains. Key enzyme for DNA precursor synthesis."
BFJEKD_14700,DUF4142 domain-containing protein,K08995,-3.11329847915779,,"membrane protein, unknown function",['Cell Wall & Envelope Biogenesis'],Medium,KO K08995 indicates a membrane protein with unknown function; no EC or GO terms available; COG category confirms unknown function.
BFJEKD_16105,DctA-YdbH domain-containing protein,,-3.10532160474956,,"membrane transporter, dicarboxylate transport",['Secretion & Transport Systems'],Medium,Function inferred from PFAM domain DctA-YdbH and product description indicating dicarboxylate transport; no KO or GO terms available.
BFJEKD_15070,Anaerobic carbon-monoxide dehydrogenase catalytic subunit (cooS),K00198,-3.10455199114825,Carbon fixation pathways in prokaryotes,"carbon monoxide dehydrogenase, catalytic subunit, energy metabolism, CO oxidation","['Protein Folding, Quality Control & Stress Response']",High,"Key catalytic subunit of anaerobic CO dehydrogenase complex, central to CO metabolism and energy conservation."
BFJEKD_02490,"MFS transporter, ACDE family, multidrug resistance protein",K08221,-3.10088937355115,ABC transporters,"membrane transporter, multidrug resistance, stress response",['Unknown & Hypothetical Proteins'],High,"Annotation supported by KO, PFAM domains, and GO terms indicating a multidrug resistance MFS transporter with universal stress protein domain; suitable for grouping under membrane transport and stress response."
BFJEKD_04500,Cytochrome c domain-containing protein,,-3.09209727757041,,"electron transport, membrane protein, heme binding",['Carbon Concentrating & Fixation'],Medium,GO terms indicate involvement in electron transport and membrane localization; domain DUF1924 is uncharacterized but likely related to cytochrome function.
BFJEKD_05495,Invasion associated locus B (IalB) protein,,-3.0917648520795,,"virulence, invasion, membrane protein",['Amino Acid Biosynthesis'],Low,"No KO, EC, or GO annotations available; annotation based on product name and PFAM domain only. Likely involved in bacterial invasion processes; useful for grouping virulence-associated proteins."
BFJEKD_05530,Lipid-binding SYLF domain protein (Ysc84/FYVE family),K20523,-3.08037299875925,,"actin regulation, lipid binding, membrane dynamics","['Protein Folding, Quality Control & Stress Response']",Medium,KO assigned but no EC. Function related to actin cytoskeleton regulation and membrane lipid binding.
BFJEKD_03610,ABC transporter permease (PotC),K11070,-3.06755732157521,ABC transporters,"ABC transporter, membrane transporter, permease",['Unknown & Hypothetical Proteins'],High,Well-supported ABC transporter permease involved in membrane transport; KO maps to polyamine transport system.
BFJEKD_08925,16S rRNA (cytosine967-C5)-methyltransferase,K03500,-3.06331910754447,Ribosome biogenesis in bacteria,"RNA modification, rRNA methyltransferase, ribosome biogenesis, methyltransferase",['Amino Acid Biosynthesis'],High,"Well-annotated rRNA methyltransferase with consistent KO, EC, GO, COG, and PFAM domains. Important for ribosome function and RNA modification studies."
BFJEKD_01745,Glycerophosphodiester phosphodiesterase UgpQ,K01126,-3.06219467557902,Glycerophospholipid metabolism,"glycerophosphodiester phosphodiesterase, phosphodiesterase, membrane-associated enzyme",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, COG, PFAM, and extensive GO terms; involved in glycerophospholipid metabolism."
BFJEKD_04525,Hypothetical protein,,-3.05275817596493,,"hypothetical protein, unknown function",['Protein Processing & Degradation'],Low,No functional annotation available; sequence and domain searches recommended for further characterization.
BFJEKD_13405,DUF4139 domain-containing protein,,-3.04343045735555,,"unknown function, DUF4139",['Secretion & Transport Systems'],Low,No functional annotation beyond domain of unknown function; limited utility for functional grouping or DE analysis.
BFJEKD_15830,hypothetical protein,,-3.04160830000743,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation available; cannot be reliably grouped or used for differential expression functional analysis.
BFJEKD_01460,Hypothetical protein,,-3.03928684356594,,"hypothetical protein, unknown function",['Aromatic Amino Acid Biosynthesis'],Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_16570,sel1 repeat family protein,,-3.03523618808665,,"protein-protein interaction, scaffold protein, repeat protein",['Unknown & Hypothetical Proteins'],Low,"Minimal annotation; no KO, EC, or PFAM domains; function inferred from GO term and product name; low confidence for functional grouping."
BFJEKD_11880,Type IV secretion system protein TrbC (VirB2 family),K20528,-3.01964336201149,Bacterial secretion system,"type IV secretion system, conjugal transfer, membrane protein",['Carbon Concentrating & Fixation'],High,Confirmed type IV secretion system pilus component; important for conjugation and secretion system grouping.
BFJEKD_03605,Amidase (Isochorismatase family),,-3.01952459903643,,"amidase, hydrolase, secondary metabolism",['Amino Acid Biosynthesis'],Medium,No KO or GO terms; annotation based on PFAM and COG; function inferred as amidase/hydrolase involved in secondary metabolism.
