Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_09320,Formate hydrogenlyase subunit 6 / NADH:ubiquinone oxidoreductase 23 kD subunit (chain I),K00335,4.73020758797184,Oxidative phosphorylation,"iron-sulfur protein, electron transport, oxidoreductase, energy metabolism",['Toxin-Antitoxin & Phage Defense'],High,"Contains 4Fe-4S cluster domain, key for electron transfer in NADH dehydrogenase complex."
BFJEKD_05480,Permease of the drug/metabolite transporter (DMT) superfamily,,4.65399838703928,,"membrane transporter, DMT superfamily, permease, solute transport",['Secretion & Transport Systems'],Medium,Predicted transporter of drug/metabolite substrates; no KO or EC available; important for transport-related functional grouping.
BFJEKD_00530,ribulose-phosphate 3-epimerase,K01783,4.43343961609186,Pentose phosphate pathway,"pentose phosphate pathway, carbohydrate metabolism, epimerase",['Two-Component Systems & Signal Transduction'],High,"Involved in sugar phosphate interconversion in pentose phosphate pathway; well annotated with KO, EC, GO, COG, and PFAM."
BFJEKD_00520,ribulose-bisphosphate carboxylase large chain,K01601,4.3801546381759104,Carbon fixation in photosynthetic organisms,"carbon fixation, Calvin cycle, carboxylase, photosynthesis enzyme",['Photosynthesis & Carbon Concentrating'],High,"Key enzyme in Calvin cycle, essential for CO2 fixation; strong annotation with KO, EC, GO, COG, and PFAM domains."
BFJEKD_01600,XRE family transcriptional regulator,K23779,4.30832681962157,Two-component system,"transcriptional regulator, XRE family, gene regulation",['Secretion & Transport Systems'],High,"Strong evidence from KO, GO, COG, and PFAM; important for regulatory network grouping."
BFJEKD_18045,phosphomethylpyrimidine synthase ThiC,K03147,4.25537384134752,Thiamine metabolism,"thiamine biosynthesis, radical SAM enzyme, coenzyme metabolism",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with thiamine biosynthesis enzyme ThiC."
BFJEKD_05475,hypothetical protein,,4.23305827401428,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation or domain detected; excluded from functional grouping and DE analysis.
BFJEKD_08975,NAD(P)-dependent alcohol dehydrogenase,K05351,4.21029205410538,"Pentose and glucuronate interconversions, Glycolysis / Gluconeogenesis","oxidoreductase, alcohol metabolism, NAD(P)-dependent enzyme",['Unknown & Hypothetical Proteins'],High,KO to EC mapping confirms EC number; involved in alcohol metabolism and energy production; relevant for metabolic pathway grouping.
BFJEKD_05980,Amidinotransferase,,4.17768580660316,,"amidinotransferase, amino acid metabolism, enzyme","['Protein Folding, Quality Control & Stress Response']",Medium,No KO or EC assigned; annotation based on PFAM and GO terms; likely involved in amino acid metabolism but function needs experimental confirmation.
BFJEKD_14375,"GTP 3',8-cyclase MoaA",K03639,4.11273644076614,Molybdenum cofactor biosynthesis,"molybdenum cofactor biosynthesis, radical SAM enzyme, GTP cyclase, coenzyme biosynthesis",['Unknown & Hypothetical Proteins'],High,Key enzyme in molybdenum cofactor biosynthesis; radical SAM domain and iron-sulfur cluster domains support function; KO and EC consistent.
BFJEKD_08965,xylulokinase,K00854,4.09135456584902,"Glycolysis / Gluconeogenesis, Pentose and glucuronate interconversions","carbohydrate metabolism, kinase, xylulose metabolism",['Cell Wall & Envelope Biogenesis'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM; key enzyme in pentose metabolism."
BFJEKD_00535,class 1 fructose-bisphosphatase,"K01086, K03841",4.0847968166231,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle)","gluconeogenesis, fructose metabolism, phosphatase","['Protein Folding, Quality Control & Stress Response']",High,"Catalyzes fructose-1,6-bisphosphate hydrolysis in gluconeogenesis; dual KO suggests possible isoforms or related enzymes."
BFJEKD_13550,Ammonia channel protein AmtB,K03320,4.05770342676089,ABC transporters,"ammonium transporter, membrane transporter, nitrogen metabolism",['Toxin-Antitoxin & Phage Defense'],High,AmtB is a well-characterized ammonium channel protein involved in nitrogen uptake; KO and GO terms consistent; no EC number as it is a transporter.
BFJEKD_00540,phosphoribulokinase,K00855,3.87984794142159,Carbon fixation in photosynthetic organisms,"carbon fixation, Calvin cycle, kinase, phosphoribulokinase",['DNA Repair & Recombination'],High,"Key enzyme catalyzing phosphorylation of ribulose-5-phosphate in Calvin cycle; well supported by KO, EC, GO, COG, and PFAM."
BFJEKD_08685,Hypothetical protein,,3.85520282173872,,"hypothetical protein, unknown function",['Toxin-Antitoxin & Phage Defense'],Low,No functional annotation available. Sequence and domain searches did not yield informative hits. Consider experimental validation or further computational analysis.
BFJEKD_15000,L-lactate dehydrogenase complex protein LldE,K18928,3.61363155732295,Pyruvate metabolism,"oxidoreductase, lactate metabolism, energy production",['Polyhydroxyalkanoates & Storage Lipids'],Medium,KO indicates L-lactate dehydrogenase complex subunit; limited GO and EC data but domain and KO support oxidoreductase function; suitable for grouping in lactate metabolism.
BFJEKD_12580,UDP-3-O-acyl-N-acetylglucosamine deacetylase (LpxC),K02535,3.5727963973101,Lipopolysaccharide biosynthesis,"lipid A biosynthesis, lipopolysaccharide biosynthesis, metalloenzyme",['Unknown & Hypothetical Proteins'],High,"Key enzyme in lipid A biosynthesis, essential for outer membrane integrity; important for grouping in cell envelope and antibiotic target studies."
BFJEKD_03715,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,K04042,3.40297977951941,Amino sugar and nucleotide sugar metabolism,"amino sugar biosynthesis, acetyltransferase, nucleotide sugar metabolism",['Protein Processing & Degradation'],High,Bifunctional enzyme catalyzing key steps in UDP-GlcNAc biosynthesis; strong domain and ontology support.
BFJEKD_04655,Hypothetical protein,,3.32303042537828,,"hypothetical protein, unknown function",['Unknown & Hypothetical Proteins'],Low,No functional annotation or domain detected; treat as unknown in downstream analyses.
BFJEKD_13555,Nitrogen regulatory protein P-II,"K04751, K04752",3.23686815549719,Two-component system,"nitrogen regulation, signal transduction, transcriptional regulator",['Cell Wall & Envelope Biogenesis'],High,P-II proteins are key nitrogen regulatory proteins; KO terms indicate involvement in nitrogen regulation; no EC number as it is a regulatory protein.
BFJEKD_14995,L-lactate dehydrogenase complex protein LldF,K18929,3.22491675935075,Pyruvate metabolism,"lactate metabolism, oxidoreductase complex, iron-sulfur protein",['Cell Wall & Envelope Biogenesis'],High,KO and GO terms support role in lactate metabolism; presence of Fe-S cluster domains consistent with electron transfer; good candidate for energy metabolism grouping.
BFJEKD_08960,D-xylose ABC transporter ATP-binding protein,"K10441, K10562, K17207",3.21505091262143,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, ATP-binding component, sugar transport",['Toxin-Antitoxin & Phage Defense'],High,Strong evidence for ABC transporter ATPase component; EC number consistent with ATPase activity; extensive GO terms support transporter function.
BFJEKD_01540,DNA-binding response regulator,,3.21481134082315,,"two-component system, response regulator, transcription regulation",['Translation & Ribosome Biogenesis'],High,Well-supported response regulator protein involved in transcriptional regulation as part of two-component systems.
BFJEKD_05610,autoinducer synthase,K13061,3.10726947818489,Quorum sensing,"quorum sensing, autoinducer synthase, signal transduction, cell-cell communication",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM; key enzyme in quorum sensing autoinducer synthesis; relevant for studies on bacterial communication and regulation."
BFJEKD_08680,Acyl carrier protein (ACP),K02078,3.09863881039441,Fatty acid biosynthesis,"fatty acid biosynthesis, lipid metabolism, acyl carrier protein","['Protein Folding, Quality Control & Stress Response']",Medium,KO and COG indicate role in fatty acid biosynthesis as acyl carrier protein. Lack of GO and PFAM domains reduces annotation completeness but function is well supported by KO.
BFJEKD_05975,Ornithine--oxo-acid transaminase,K00819,3.08853958780274,"Glycine, serine and threonine metabolism, Arginine and proline metabolism","amino acid metabolism, transaminase, ornithine metabolism",['Cell Wall & Envelope Biogenesis'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM; relevant for amino acid biosynthesis and metabolism studies."
BFJEKD_01595,Hypothetical protein,,3.06868200334567,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation or domain detected; treat as unknown for grouping and DE analysis.
BFJEKD_01085,DUF882 domain-containing protein (Peptidase M15 family),,3.01761589188487,,"peptidase, cell wall biogenesis, hydrolase",['Secretion & Transport Systems'],Medium,"Annotated as a peptidase family M15 member with DUF882 domain; no KO or GO terms available, but PFAM and COG suggest cell wall hydrolase function."
BFJEKD_15095,carboxylating nicotinate-nucleotide diphosphorylase,K00767,2.99914149778367,Nicotinate and nicotinamide metabolism,"NAD biosynthesis, nicotinate metabolism, carboxylase, coenzyme metabolism",['Unknown & Hypothetical Proteins'],High,Complete and consistent annotation; involved in NAD biosynthesis pathway.
BFJEKD_03535,phosphate acetyltransferase,"K00029, K00625, K13788",2.99737421977278,"Pyruvate metabolism, Propanoate metabolism","acetate metabolism, energy production, transferase",['Protein Processing & Degradation'],High,Multiple KO terms suggest possible multifunctionality; EC and GO terms consistent with phosphate acetyltransferase activity in energy metabolism.
BFJEKD_02595,Saccharopine dehydrogenase,,2.99396428878405,,"amino acid metabolism, lysine biosynthesis, dehydrogenase",['Cofactors & Vitamin Metabolism'],Medium,"No KO or GO terms available; COG and PFAM domains indicate role in lysine biosynthesis; EC number missing, likely EC 1.5.1.7 or related but not confirmed."
BFJEKD_15520,IS5 family transposase,,2.98337635872126,,"transposase, mobile genetic element, DNA binding, IS5 family","['Protein Folding, Quality Control & Stress Response']",High,GO terms and PFAM domains strongly support transposase function. No KO or COG assigned.
BFJEKD_00545,transketolase,K00615,2.93752455523275,Pentose phosphate pathway,"pentose phosphate pathway, carbohydrate metabolism, thiamine pyrophosphate-dependent enzyme",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, COG, PFAM and relevant GO terms; key enzyme in pentose phosphate pathway, important for grouping in carbohydrate metabolism and differential expression under metabolic shifts."
BFJEKD_07680,DNA polymerase III subunit beta,K02338,2.87253238279631,DNA replication,"DNA replication, processivity clamp, replication complex",['Cell Wall & Envelope Biogenesis'],High,Essential clamp subunit for DNA polymerase III; EC number inferred from KO; multiple PFAM domains confirm function.
BFJEKD_08955,"Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component","K10440, K17203, K17206",2.86509501111591,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, sugar transport, permease",['Toxin-Antitoxin & Phage Defense'],High,Multiple KO terms indicate permease components of sugar ABC transporters; GO and COG consistent.
BFJEKD_00855,Fe2+ transport protein FeoA,K04758,2.86342659063021,ABC transporters,"membrane transporter, iron transport, metal ion transport",['Unknown & Hypothetical Proteins'],High,Specific iron transport protein; important for iron homeostasis; useful for grouping in metal ion transport and membrane transporter categories.
BFJEKD_19760,CRISPR-associated protein Cas4,"K07464, K15342",2.8402908633918,CRISPR system,"CRISPR system, exonuclease, DNA repair, defense mechanism",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated CRISPR exonuclease with multiple supporting ontologies and domains; key for defense and DNA repair grouping.
BFJEKD_14870,Pyridoxamine 5'-phosphate oxidase family protein,K07005,2.83648849477823,Vitamin B6 metabolism,"vitamin B6 metabolism, oxidoreductase",['Amino Acid Biosynthesis'],Medium,KO assigned but no EC or GO terms; likely pyridoxamine 5'-phosphate oxidase involved in vitamin B6 biosynthesis.
BFJEKD_06115,Histidine-containing phosphotransfer protein (HPt domain),K02433,2.83439515390547,Two-component system,"two-component system, phosphotransfer, signal transduction",['Secretion & Transport Systems'],Medium,Contains multiple domains typical for histidine kinases and phosphotransfer proteins; no KO assigned but strong domain evidence.
BFJEKD_09400,hypothetical protein,,2.82957634549657,,"hypothetical protein, unknown function","['Protein Folding, Quality Control & Stress Response']",Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected; treat as unknown for downstream analysis."
BFJEKD_05595,penicillin-binding protein 1A,K05366,2.8209908569479,"Peptidoglycan biosynthesis, Amino sugar and nucleotide sugar metabolism","cell wall biosynthesis, penicillin-binding protein, membrane enzyme, peptidoglycan synthesis",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with penicillin-binding protein 1A involved in peptidoglycan biosynthesis; suitable for grouping in cell wall biosynthesis and antibiotic resistance studies."
BFJEKD_14530,Triphosphoribosyl-dephospho-CoA synthase MdcB,"K05966, K13930",2.74768357233547,Nicotinate and nicotinamide metabolism,"coenzyme biosynthesis, transferase, malonate decarboxylase prosthetic group","['Protein Folding, Quality Control & Stress Response']",High,"Complete KO, EC, GO, and COG annotations support confident functional assignment related to coenzyme biosynthesis for malonate decarboxylase."
BFJEKD_00865,Ferrous iron transport protein B (FeoB),K04759,2.70410273494438,ABC transporters,"iron transport, membrane transporter, ferrous iron uptake, GTPase",['Transcription Machinery & Regulators'],High,"Strong evidence from KO, COG, PFAM and GO terms; key permease subunit of Feo system, important for iron uptake studies."
BFJEKD_18400,Methyl-accepting chemotaxis protein Tar,K03406,2.68233878199529,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated chemotaxis receptor involved in environmental sensing; important for grouping in motility and signal transduction clusters.
BFJEKD_05615,hypothetical protein,,2.67855245105128,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; treat as unknown in downstream analyses.
BFJEKD_00305,Peptide ABC transporter permease (dppB),"K02033, K12369",2.65780071754933,ABC transporters,"ABC transporter, permease, peptide transport, membrane transporter",['Secretion & Transport Systems'],High,Inner membrane permease component of ABC transporter for peptide/nickel uptake; KO terms confirm function and pathway.
BFJEKD_00310,Dipeptide ABC transporter permease DppC,"K12370, K02034",2.63781583366303,ABC transporters,"membrane transporter, ABC transporter, peptide transport",['Secretion & Transport Systems'],High,Well-annotated permease component of dipeptide ABC transporter system; multiple KO terms confirm function; no EC number as permeases are not enzymes.
BFJEKD_05910,"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component",K02049,2.62837976880737,ABC transporters,"membrane transporter, ABC transporter, ATPase",['Polyhydroxyalkanoates & Storage Lipids'],High,Complete annotation for ABC transporter ATPase component; key for transport and energy coupling in membrane transport systems.
BFJEKD_18780,ribonuclease E/G,"K08300, K08301",2.59851093187905,RNA degradation,"RNA processing, endoribonuclease, RNA degradation",['Polyhydroxyalkanoates & Storage Lipids'],High,Central enzyme in RNA metabolism; important for gene expression regulation and RNA stability studies.
BFJEKD_04595,C-terminal processing protease CtpA/Prc,K03797,2.57605377181043,RNA degradation,"protease, protein processing, membrane-associated protease, posttranslational modification",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent; key protease involved in protein maturation and turnover, relevant for protein quality control and stress response."
BFJEKD_04820,ATP synthase protein I,K02116,2.56414003323406,Oxidative phosphorylation,"ATP synthase, assembly factor, energy metabolism, membrane protein",['Toxin-Antitoxin & Phage Defense'],High,Protein I is involved in assembly of ATP synthase membrane sector; KO and PFAM domain confirm role; useful for grouping proteins involved in ATP synthase biogenesis.
BFJEKD_00860,Ferrous iron transport protein A (FeoA),K04758,2.53473554022628,ABC transporters,"iron transport, membrane transporter, ferrous iron uptake","['Carbohydrate Interconversions', 'Glycosyltransferases', 'Cell Wall & Envelope Biogenesis']",High,Complete KO and COG annotations support confident assignment to ferrous iron transport system; useful for grouping iron uptake related proteins.
BFJEKD_15955,citrate synthase,K01647,2.48235738840841,Citrate cycle (TCA cycle),"TCA cycle, energy metabolism, central metabolism, enzyme",['Protein Processing & Degradation'],High,"Complete annotation with KO, EC, COG, PFAM, and relevant GO terms. Key enzyme in central carbon metabolism, useful for grouping in energy metabolism clusters."
BFJEKD_14615,sugar ABC transporter permease,K02057,2.45115607533944,ABC transporters,"ABC transporter, branched-chain amino acid transport, membrane transporter, permease",['Cell Wall & Envelope Biogenesis'],High,KO and COG confirm branched-chain amino acid transporter permease function; GO and PFAM support membrane localization and transporter activity.
BFJEKD_02885,ABC transporter permease ExoD,,2.43418974339813,ABC transporters,"exopolysaccharide export, ABC transporter","['Amino Acid Transport and Metabolism', 'Transporter']",Medium,Predicted inner membrane export permease for polysaccharide.
BFJEKD_12205,WD40 repeat protein with Peptidase C14 domain,,2.42711432968914,,"protease, WD40 repeat, protein binding",['Cell Wall & Envelope Biogenesis'],Medium,"Contains WD40 repeats and Peptidase C14 domain, suggesting a protease-related regulatory protein. Lacks KO and EC but has COG and GO supporting protease and protein binding functions."
BFJEKD_03075,Permease of the drug/metabolite transporter (DMT) superfamily,,2.42591790792702,,"membrane transporter, drug/metabolite transporter, DMT superfamily",['Gluconeogenesis & Fructose Metabolism Enzyme'],Medium,"Likely involved in transport of small molecules across membrane; no KO or EC assigned, but domain and COG support transporter function."
BFJEKD_15870,Methyl-accepting chemotaxis protein,K03406,2.39903726699997,Bacterial chemotaxis,"chemotaxis, signal transduction, membrane receptor",['Cell Wall & Envelope Biogenesis'],High,Typical methyl-accepting chemotaxis receptor with full KO and GO support.
BFJEKD_04845,hypothetical protein,,2.37327913893809,,"unknown function, hypothetical protein",['Secretion & Transport Systems'],Low,No annotation available; treat as hypothetical protein in downstream analyses.
BFJEKD_02140,ATP-dependent RNA helicase RhlE,K11927,2.37317051262428,RNA degradation,"RNA helicase, RNA metabolism, ATP-dependent enzyme","['Carbohydrate Interconversions', 'Glycosyltransferases', 'Cell Wall & Envelope Biogenesis']",High,Well-annotated RNA helicase involved in RNA degradation and processing; important for post-transcriptional regulation.
BFJEKD_16830,serS,K01875,2.37212247519723,Aminoacyl-tRNA biosynthesis,"aminoacyl-tRNA synthetase, protein biosynthesis, translation",['Carbon Concentrating & Fixation'],High,Well-characterized aminoacyl-tRNA synthetase involved in translation; essential for protein synthesis.
BFJEKD_04305,Periplasmic glucan biosynthesis protein OpgG,K03670,2.37155839459784,Amino sugar and nucleotide sugar metabolism,"cell envelope biogenesis, periplasmic glucan biosynthesis, carbohydrate metabolism",['Secretion & Transport Systems'],High,"Well annotated with KO, GO, COG, and PFAM; important for osmoregulation and cell envelope integrity."
BFJEKD_17220,ABC transporter substrate-binding protein,K11688,2.35685194723144,Phosphotransferase system (PTS),"membrane transporter, TRAP transport system, substrate-binding protein",['Cell Wall & Envelope Biogenesis'],High,Complete KO and GO annotations support role in TRAP transport; relevant for transport-related functional grouping and expression studies.
BFJEKD_12965,putrescine ABC transporter permease PotI,"K11074, K11070",2.33275805193678,ABC transporters,"polyamine transport, membrane transporter, ABC transporter, putrescine transport",['Amino Acid Biosynthesis'],High,Consistent annotation as permease component of spermidine/putrescine ABC transporter; KO terms confirm function; no EC assigned as permeases lack enzymatic activity.
BFJEKD_13420,phosphoserine transaminase,K00831,2.31312679774646,"Glycine, serine and threonine metabolism","amino acid metabolism, serine biosynthesis, aminotransferase",['Unknown & Hypothetical Proteins'],High,Complete annotation; important enzyme in serine biosynthesis and amino acid metabolism.
BFJEKD_15020,Alkyl hydroperoxide reductase subunit F (AhpF),K03387,2.30299499338116,Glutathione metabolism,"oxidative stress response, peroxiredoxin, redox enzyme, antioxidant",['Secretion & Transport Systems'],High,"Strong annotation with KO, COG, PFAM, and extensive GO terms; key enzyme in peroxide detoxification; important for stress response grouping."
BFJEKD_08950,Sugar ABC transporter substrate-binding protein,K17205,2.29898868010942,Phosphotransferase system (PTS),"membrane transporter, ABC transporter, sugar transport","['Protein Folding, Quality Control & Stress Response']",High,Well annotated sugar ABC transporter substrate-binding protein; KO and COG consistent; no EC assigned as transporter.
BFJEKD_19070,TfoX-N domain-containing protein,,2.29562225112283,,"competence, DNA uptake, signal transduction",['Secretion & Transport Systems'],Low,"Protein likely involved in natural competence regulation based on product name and COG category; lacks KO, EC, GO, and PFAM annotations, limiting annotation confidence."
BFJEKD_12970,putrescine ABC transporter permease PotH,"K11075, K11071",2.29246668199926,ABC transporters,"polyamine transport, membrane transporter, ABC transporter, putrescine transport",['Unknown & Hypothetical Proteins'],High,Annotation consistent with permease subunit of spermidine/putrescine ABC transporter; KO terms support function; no EC assigned.
BFJEKD_16295,phosphate acyltransferase PlsX,K03621,2.28885323417069,Fatty acid biosynthesis,"fatty acid biosynthesis, acyltransferase, lipid metabolism",['Amino Acid Biosynthesis'],High,Well-annotated fatty acid biosynthesis enzyme; important for lipid metabolism studies and differential expression in membrane lipid remodeling.
BFJEKD_07685,DNA replication/repair protein RecF,K03629,2.27545185331649,DNA repair,"DNA repair, replication, ATPase, RecF pathway",['Cell Wall & Envelope Biogenesis'],High,RecF is critical for DNA replication and SOS response; ATPase and DNA binding domains support function.
BFJEKD_00905,Methylmalonyl Co-A mutase-associated GTPase MeaB (ArgK),K07588,2.25897668934355,Porphyrin and chlorophyll metabolism,"GTPase, coenzyme B12 biosynthesis, protein maturation, cofactor metabolism",['Translation & Ribosome Biogenesis'],High,Well-annotated GTPase associated with methylmalonyl-CoA mutase maturation; extensive GO terms support multifunctional roles in cofactor metabolism and cell cycle.
BFJEKD_15960,glutamate--tRNA ligase,K01885,2.24237704197199,Aminoacyl-tRNA biosynthesis,"aminoacyl-tRNA synthetase, translation, protein biosynthesis",['Cell Wall & Envelope Biogenesis'],High,Well-annotated aminoacyl-tRNA synthetase essential for translation. KO and EC consistent. Important for grouping in translation and protein synthesis clusters.
BFJEKD_13580,Aspartate aminotransferase,K00812,2.24046326725029,"Alanine, aspartate and glutamate metabolism, Glycine, serine and threonine metabolism","amino acid biosynthesis, transaminase, metabolism",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains. Key enzyme in amino acid metabolism pathways."
BFJEKD_12530,Erythromycin biosynthesis sensory transduction protein EryC1,,2.23590017491471,,"aminotransferase, sensory transduction, amino acid metabolism",['Amino Acid Biosynthesis'],Medium,Function inferred from PFAM and GO; lacks KO and EC; likely involved in amino acid metabolism and possibly erythromycin biosynthesis regulation.
BFJEKD_19065,Tartrate dehydratase alpha subunit/Fumarate hydratase class I,K01676,2.2275707595988,Citrate cycle (TCA cycle),"TCA cycle, fumarate hydratase, energy metabolism, amino acid metabolism",['Secretion & Transport Systems'],High,"Key enzyme in TCA cycle; well annotated with KO, EC, GO, and PFAM domains; important for energy metabolism and stress response."
BFJEKD_01285,Hypothetical protein,,2.22600988801808,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation available; treat as unknown for grouping and DE analysis.
BFJEKD_12975,polyamine ABC transporter ATP-binding protein PotA,K11076,2.22253041243857,ABC transporters,"polyamine transport, ABC transporter, ATPase, energy coupling",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, and PFAM domains consistent with ATP-binding subunit of polyamine ABC transporter; key for energy coupling in transport."
BFJEKD_11350,phosphoribosylaminoimidazolesuccinocarboxamide synthase,K01923,2.20864001645012,Purine metabolism,"purine biosynthesis, amino acid transfer, biosynthetic enzyme, nucleotide metabolism, cellular metabolism",['Unknown & Hypothetical Proteins'],High,"Well-characterized enzyme in purine biosynthesis pathway, with extensive GO annotations and KO assignment."
