Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_02980,transcription elongation factor GreA,K03624,1.52595246074979,RNA polymerase,"transcription elongation, RNA polymerase, transcription regulation",['Lipid Transport and Binding'],High,"Strong evidence from KO, GO, COG, and PFAM; key factor in transcription elongation and RNA polymerase rescue."
BFJEKD_03080,Lrp/AsnC family transcriptional regulator,K03719,-1.91466576028726,Two-component system,"transcription regulator, Lrp family, DNA binding",['Photosynthesis & Carbon Concentrating'],High,Well-annotated transcriptional regulator involved in gene expression control; useful for regulatory network analysis.
BFJEKD_03570,"GntR family transcriptional regulator (MocR family, 2-aminoadipate transaminase-like)",K05825,-1.75509471986152,"Valine, leucine and isoleucine degradation","transcriptional regulator, GntR family, aminotransferase-related, amino acid metabolism",['Polyhydroxyalkanoates & Storage Lipids'],High,KO and EC support aminotransferase-related regulatory function; relevant for amino acid metabolism and transcriptional regulation studies.
BFJEKD_03600,DeoR/GlpR transcriptional regulator,,-2.09064499235461,,"transcriptional regulator, DNA-binding, regulation",['Carbon Concentrating & Fixation'],High,Well-annotated transcriptional regulator with DNA-binding domains; suitable for grouping under transcriptional regulation.
BFJEKD_03780,"DNA-binding transcriptional regulator, MocR family",,-3.13731943276372,,"transcriptional regulator, MocR family, DNA-binding, aminotransferase domain, gene regulation",['Carbon Concentrating & Fixation'],Medium,No KO or EC assigned; GO terms and COG support transcriptional regulator function with aminotransferase domain. Useful for regulatory network analysis.
BFJEKD_03900,"Transcriptional regulator, HTH_31 family",K07726,-2.12888752798784,,"transcriptional regulator, DNA binding, regulation",['Cell Wall & Envelope Biogenesis'],Medium,KO and COG indicate transcriptional regulator function; limited GO terms but PFAM domain supports DNA-binding regulatory role. No EC number as expected.
BFJEKD_04215,AraC family transcriptional regulator,,-1.56393603382889,,"transcriptional regulator, AraC family, DNA binding, gene expression control",['Secretion & Transport Systems'],High,"Strong evidence from GO, COG, and PFAM; typical AraC family regulator involved in transcriptional control."
BFJEKD_04960,Uncharacterized conserved protein containing a Zn-ribbon-like motif,,-1.52572580115793,,"transcription regulation, Zn-ribbon domain, stress response",['Unknown & Hypothetical Proteins'],Low,"No KO, EC, or GO terms; annotation inferred from PFAM domains and COG; putative stress-induced transcription regulator; useful for exploratory grouping."
BFJEKD_05030,"RNA polymerase sigma-70 factor, ECF subfamily",K03088,-1.25916967467894,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Secretion & Transport Systems'],High,ECF sigma factor involved in transcription initiation; strong evidence from KO and PFAM domains.
BFJEKD_05415,Methylphosphotriester-DNA--protein-cysteine methyltransferase Ada (N-terminal fragment),K13529,-4.58899469165923,Nucleotide excision repair,"DNA repair, transcriptional regulator, adaptive response, methyltransferase",['Amino Acid Biosynthesis'],High,Well-annotated DNA repair protein with multiple DNA binding and repair domains; EC and KO consistent with DNA-3-methyladenine glycosylase activity.
BFJEKD_05620,XRE family transcriptional regulator DicA (HipB homolog),,1.58275127230486,,"transcriptional regulator, XRE family, DNA binding, regulation of gene expression","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated XRE family transcriptional regulator involved in transcriptional repression; useful for grouping under transcriptional regulators and DNA-binding proteins.
BFJEKD_05850,PadR family transcriptional regulator,K10947,-2.40789288828493,Two-component system,"transcriptional regulator, PadR family, two-component system",['Carbon Concentrating & Fixation'],High,KO and COG consistent with PadR family transcriptional regulator; involved in regulation of gene expression.
BFJEKD_05945,cAMP-binding domain of CRP (cAMP receptor protein),,1.45796613697012,,"transcriptional regulator, cAMP-binding, signal transduction",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; annotation based on PFAM and GO terms indicating CRP family transcriptional regulator. Useful for grouping under transcriptional regulation and signal transduction.
BFJEKD_05960,"DNA-binding transcriptional regulator, Lrp family",,1.6207990496339,,"transcriptional regulator, Lrp family, DNA binding",['Amino Acid Biosynthesis'],Medium,"No KO or GO terms assigned, but PFAM and COG indicate Lrp family transcriptional regulator. Useful for transcription regulation grouping."
BFJEKD_05985,AsnC family transcriptional regulator,,-3.27255097728055,,"transcriptional regulator, AsnC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with characteristic PFAM domains; important for gene expression regulation studies.
BFJEKD_06760,Transcription termination factor Rho,K03628,1.83234428681284,RNA polymerase,"transcription termination, RNA binding, ATPase, gene expression regulation",['Unknown & Hypothetical Proteins'],High,Well-characterized transcription termination factor with strong domain and GO support; no EC assigned as it is not an enzyme classified by EC.
BFJEKD_06875,heat-inducible transcriptional repressor HrcA,K03705,-1.53997905225937,Two-component system,"transcriptional regulator, heat shock response, stress response, negative regulator",['Cell Wall & Envelope Biogenesis'],High,Clear function as a heat shock transcriptional repressor with strong domain and GO support; no EC as expected for a regulator.
BFJEKD_07325,"DNA-binding transcriptional regulator, GntR family",K22293,1.51469806261201,Transcription factors,"transcription regulation, DNA-binding, GntR family",['Cell Wall & Envelope Biogenesis'],High,"Well-annotated transcriptional regulator, useful for regulatory network analysis."
BFJEKD_07600,Transcriptional repressor Fur family,K09826,-1.84170875757051,Iron homeostasis,"transcriptional regulator, metal ion homeostasis, iron response, DNA-binding protein","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated Fur family regulator; key for iron metabolism regulation; important for grouping transcription factors and metal ion response.
BFJEKD_07830,LysR family transcriptional regulator,K03566,-1.07355484144654,Two-component system,"transcriptional regulator, LysR family, gene expression regulation",['Carbon Concentrating & Fixation'],High,"Well-annotated LysR family regulator involved in transcriptional activation, including glycine cleavage system regulation."
BFJEKD_08195,Protein SlyX-like,K03745,1.47139835249797,Two-component system,"two-component system, transcriptional regulator",['Amino Acid Biosynthesis'],Medium,SlyX is a known transcriptional regulator in two-component systems; KO assignment supports regulatory function despite missing GO terms.
BFJEKD_08380,MarR family transcriptional regulator,,-1.605591073702,,"transcriptional regulator, stress response, DNA-binding",['Unknown & Hypothetical Proteins'],High,Well characterized MarR family regulator involved in transcriptional regulation and stress response; no KO assigned but strong PFAM and GO support.
BFJEKD_08385,AraC-type transcriptional regulator,,-1.00442340755626,,"transcriptional regulator, DNA-binding, helix-turn-helix",['Amino Acid Biosynthesis'],High,AraC family regulator with typical DNA-binding domains; no KO but strong GO and PFAM evidence.
BFJEKD_08465,"DNA-binding protein, AcrR family",K18301,-1.84547024988487,Two-component system,"transcriptional regulator, TetR family, gene expression control, DNA binding",['Amino Acid Biosynthesis'],High,"Well-annotated transcriptional regulator with consistent KO, GO, COG, and PFAM domains. Important for regulatory network analysis."
BFJEKD_08505,Transcriptional regulator HipB,,-1.31192477954694,,"transcriptional regulator, DNA binding, XRE family",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with typical HTH domains; useful for regulatory network analysis.
BFJEKD_08970,AraC-type DNA-binding domain-containing protein,,5.26498558736014,,"transcription regulator, DNA-binding, AraC family",['Polyhydroxyalkanoates & Storage Lipids'],High,"Well-annotated AraC family transcriptional regulator; important for gene expression control, useful for grouping under transcriptional regulation."
BFJEKD_09110,XRE family transcriptional regulator,,1.38598828213602,,"transcriptional regulator, XRE family, DNA binding",['Amino Acid Biosynthesis'],Medium,Typical XRE family transcriptional regulator with DNA binding domain; no KO or EC but supported by COG and PFAM.
BFJEKD_09250,transcriptional regulator,K07726,1.02592103907254,Transcription machinery,"transcriptional regulator, DNA binding, HTH domain",['Unknown & Hypothetical Proteins'],High,"Putative transcriptional regulator with helix-turn-helix DNA-binding domains, likely involved in gene expression control."
BFJEKD_09380,"DNA-binding transcriptional regulator, LysR family",K19338,-3.55719897298868,Nitrogen metabolism,"transcriptional regulator, LysR family, nitrogen metabolism",['Amino Acid Biosynthesis'],High,Strong evidence for role in nitrogen assimilation regulation; important for nitrogen metabolism gene expression control.
BFJEKD_09405,LysR family transcriptional regulator,K04761,-1.64124854591111,Two-component system,"transcriptional regulator, LysR family, DNA binding, regulation",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated LysR family transcriptional regulator involved in transcriptional regulation and environmental response; useful for grouping under transcription factors.
BFJEKD_09490,CopG family transcriptional regulator,,-1.60112024836046,,"transcriptional regulator, DNA binding, gene expression control","['Protein Folding, Quality Control & Stress Response']",High,GO term for transcription regulation present; typical CopG family regulator function inferred.
BFJEKD_09665,MerR family transcriptional regulator,K13639,-1.35756388869602,Two-component system,"transcriptional regulator, MerR family, mercury resistance",['Cell Wall & Envelope Biogenesis'],High,"Strong evidence from KO, GO, and PFAM; important for regulatory network analysis and stress response grouping."
BFJEKD_10080,LysR family transcriptional regulator,,-1.05335497937678,,"transcription regulator, LysR family, DNA binding",['Carbon Concentrating & Fixation'],High,Well-annotated transcriptional regulator with characteristic LysR family domains and GO terms.
BFJEKD_10800,LysR family transcriptional regulator,,1.30616266303299,,"transcription regulation, LysR family, DNA binding",['Carbon Concentrating & Fixation'],High,"Well-annotated LysR-type transcriptional regulator, key for gene expression control; useful for grouping under transcriptional regulators."
BFJEKD_11220,LysR family transcriptional regulator,,-2.98255770671122,,"transcription regulation, LysR family, DNA binding",['Polyhydroxyalkanoates & Storage Lipids'],High,Typical LysR-type transcriptional regulator involved in gene expression control; useful for grouping under transcription factors.
BFJEKD_11355,"Transcriptional regulator, contains XRE-family HTH domain",,2.52302082724001,,"transcriptional regulator, DNA binding, helix-turn-helix, regulatory protein",['Amino Acid Biosynthesis'],High,"Contains conserved HTH domain typical of XRE-family regulators, likely involved in gene regulation."
BFJEKD_12045,AraC-type DNA-binding domain-containing protein,,-2.1360338269528,,"transcriptional regulator, DNA-binding, AraC family",['Secretion & Transport Systems'],High,Well-annotated AraC family transcriptional regulator involved in transcriptional control; useful for grouping under transcription factors.
BFJEKD_12055,AraC family transcriptional regulator,K12243,-1.93709697524444,,"transcriptional regulator, DNA-binding, AraC family",['Secretion & Transport Systems'],High,Functionally characterized AraC family regulator with KO and COG support; important for transcriptional regulation grouping.
BFJEKD_12175,AraC family transcriptional regulator,K05372,-1.46840547127348,Galactose metabolism,"transcriptional regulator, sugar metabolism, DNA-binding protein",['Protein Processing & Degradation'],High,AraC family regulators typically control sugar metabolism operons such as arabinose utilization.
BFJEKD_12525,sigma-54-dependent Fis family transcriptional regulator,K21405,3.81037225821751,,"transcriptional regulator, sigma-54 activator, DNA binding, transcription factor",['Amino Acid Biosynthesis'],High,Well annotated transcriptional regulator activating sigma-54 dependent genes; important for regulation of acetoin dehydrogenase operon.
BFJEKD_12995,RNA polymerase sigma factor RpoH,K03089,-3.77056494250551,RNA polymerase,"transcription regulation, sigma factor, RNA polymerase",['Cell Wall & Envelope Biogenesis'],High,Well-annotated sigma factor involved in transcription initiation under heat shock conditions.
BFJEKD_13035,AraC-type transcriptional regulator,,1.32740953405126,Galactose metabolism,"transcription regulation, AraC family, sugar metabolism regulation",['Secretion & Transport Systems'],Medium,Typical AraC family regulator with DNA-binding and arabinose-binding domains; no KO assigned but likely involved in sugar metabolism regulation.
BFJEKD_13215,Putative transcription regulator protein,K04761,1.93825833805804,Two-component system,"transcription regulator, DNA-binding, two-component system",['Secretion & Transport Systems'],High,KO maps to LysR-type transcriptional regulator involved in two-component systems.
BFJEKD_13475,Helix-turn-helix XRE-family transcriptional regulator,,-1.76529259774692,,"transcriptional regulator, DNA binding, XRE family",['Unknown & Hypothetical Proteins'],Medium,"Typical XRE-family HTH domain transcriptional regulator; no KO or COG assigned, annotation based on PFAM and GO DNA binding."
BFJEKD_14525,HutP transcriptional regulator,,1.61884969029475,,"transcriptional regulator, RNA-binding, histidine utilization",['Cell Wall & Envelope Biogenesis'],Medium,HutP is a known RNA-binding transcriptional regulator involved in histidine utilization operon regulation. Lack of KO and GO limits annotation completeness.
BFJEKD_14670,"DNA-binding transcriptional regulator, GntR family",,-1.6319713674905,,"transcriptional regulation, GntR family, DNA binding",['Carbon Concentrating & Fixation'],High,Strong evidence for transcriptional regulator function; GO and COG categories support role; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_15190,DNA-binding transcriptional regulator ArsR family,"K03741, K03892, K23988",-2.82863196740134,Biosynthesis of siderophore group nonribosomal peptides (arsenic resistance),"arsenic resistance, transcriptional regulator, arsenate reductase, DNA binding",['Unknown & Hypothetical Proteins'],High,"Comprehensive annotation with multiple KO terms, EC numbers, GO terms, and PFAM domains; key regulator and enzyme in arsenic resistance; critical for transcriptional regulation grouping."
BFJEKD_15255,AraC family transcriptional regulator,,-2.18022546260458,,"transcriptional regulator, AraC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Clear functional annotation as a transcriptional regulator. Important for regulatory network analysis and differential expression studies.
BFJEKD_15645,LysR family transcriptional regulator,K21699,-2.11161429313077,Transcription factors,"transcriptional regulator, LysR family, DNA binding",['Secretion & Transport Systems'],High,"Well-annotated LysR family transcriptional regulator with KO, GO, COG, and PFAM domains; key regulator of bauABCD operon."
BFJEKD_16225,LysR family transcriptional regulator,,-1.42459039883747,,"transcriptional regulator, LysR family",['Protein Processing & Degradation'],High,Well characterized LysR-type regulator with DNA binding domains and transcription regulation GO terms.
BFJEKD_16915,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,,-1.03844828676635,,"transcriptional regulator, cAMP receptor protein, DNA binding",['Secretion & Transport Systems'],Medium,No KO assigned but PFAM and GO terms support function as CRP family transcriptional regulator.
BFJEKD_17135,MucR family transcriptional regulator,,1.35610872571675,,"transcriptional regulator, DNA binding, regulation",['Cell Wall & Envelope Biogenesis'],Medium,No KO or EC; annotation based on COG and PFAM domain; useful for regulatory network analysis.
BFJEKD_17840,CopG family transcriptional regulator,,-1.85041006575171,,"transcriptional regulator, DNA binding, CopG family",['Amino Acid Biosynthesis'],Medium,"No KO or PFAM domain detected, but COG and GO support transcriptional regulator function."
BFJEKD_17875,XRE family transcriptional regulator,,-2.05302161212731,,"transcriptional regulator, XRE family, DNA binding",['Cell Wall & Envelope Biogenesis'],Medium,Limited annotation; no KO or COG. Likely transcriptional regulator based on PFAM and GO. Useful for grouping under transcription factors.
BFJEKD_18255,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA",K18301,-1.88834771982158,,"transcriptional regulator, TetR family, DNA binding, regulation of transcription",['Secretion & Transport Systems'],High,"Well-annotated transcriptional regulator of the TetR family, important for gene expression regulation and nucleoid occlusion."
BFJEKD_18330,"DNA-binding transcriptional regulator, GntR family",,1.92872178644028,,"transcription regulation, DNA-binding, GntR family",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-annotated transcriptional regulator with typical GntR family domains; suitable for grouping under transcription factors.
BFJEKD_19105,LysR family transcriptional regulator,K03566,-1.98912743270539,Two-component system,"transcriptional regulator, LysR family, gene regulation",['Protein Processing & Degradation'],High,"Complete annotation with KO, COG, GO, and PFAM domains; key regulator for gene expression, important for grouping transcription factors."
BFJEKD_19540,LacI family transcriptional regulator,K02058,3.19625622153334,Phosphotransferase system (PTS),"transcriptional regulator, LacI family, sugar metabolism regulation",['Unknown & Hypothetical Proteins'],Medium,Transcriptional regulator with sugar-binding domain; KO suggests involvement in sugar transport regulation.
BFJEKD_19725,AraC family transcriptional regulator,K05372,-2.70410452045329,Two-component system,"transcription regulator, DNA-binding, AraC family",['Amino Acid Biosynthesis'],High,Well-annotated AraC family transcriptional regulator involved in transcriptional regulation; useful for grouping genes related to transcriptional control.
