Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_13035,AraC-type transcriptional regulator,,-1.0433514513319,Galactose metabolism,"transcription regulation, AraC family, sugar metabolism regulation",['Secretion & Transport Systems'],Medium,Typical AraC family regulator with DNA-binding and arabinose-binding domains; no KO assigned but likely involved in sugar metabolism regulation.
BFJEKD_13785,Lrp/AsnC family transcriptional regulator,,-1.049745470078,,"transcriptional regulator, global regulator",['Amino Acid Biosynthesis'],Medium,Lrp/AsnC family regulators are global transcriptional regulators; no KO but consistent GO and COG annotations.
BFJEKD_14165,Helix-turn-helix transcriptional regulator,,-1.50094722102279,,"transcriptional regulator, HTH domain",['Cell Wall & Envelope Biogenesis'],Medium,"No KO or EC; annotation based on COG, PFAM, and GO DNA binding; likely a transcriptional regulator, useful for regulatory grouping."
BFJEKD_14405,Histidine utilization repressor HutC,K05836,-2.25018580688399,Histidine metabolism,"transcriptional regulator, histidine metabolism, GntR family",['Amino Acid Biosynthesis'],High,Single well-annotated transcriptional regulator controlling histidine utilization genes; useful for grouping under amino acid metabolism regulation.
BFJEKD_14655,IclR family transcriptional regulator,,-1.6073156042574,,"transcriptional regulation, IclR family, DNA binding",['Secretion & Transport Systems'],High,Well-annotated transcriptional regulator with strong GO and COG support; no KO assigned; suitable for grouping under transcriptional regulators.
BFJEKD_15005,GntR family transcriptional regulator FadR,"K05799, K14348",-1.33640494297083,"Phenylalanine metabolism, Two-component system","transcriptional regulator, metabolic regulation, GntR family",['Unknown & Hypothetical Proteins'],High,Well-annotated transcriptional regulator involved in repression of pyruvate dehydrogenase complex; useful for grouping regulators of central metabolism.
BFJEKD_15125,"RNA polymerase sigma factor, ECF subfamily (RpoE)",K03088,1.10999934352454,RNA polymerase,"transcription regulation, sigma factor, ECF sigma factor",['Amino Acid Biosynthesis'],High,ECF sigma factor involved in stress response transcription regulation; important for regulatory network analysis.
BFJEKD_15140,MarR family transcriptional regulator,K06075,-1.75365363763545,Two-component system,"transcriptional regulator, MarR family, antibiotic resistance regulation",['Amino Acid Biosynthesis'],High,Regulates transcription of genes including those involved in antibiotic resistance and hemolysin expression.
BFJEKD_15255,AraC family transcriptional regulator,,-1.00828186204577,,"transcriptional regulator, AraC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Clear functional annotation as a transcriptional regulator. Important for regulatory network analysis and differential expression studies.
BFJEKD_17135,MucR family transcriptional regulator,,-1.37098427046459,,"transcriptional regulator, DNA binding, regulation",['Cell Wall & Envelope Biogenesis'],Medium,No KO or EC; annotation based on COG and PFAM domain; useful for regulatory network analysis.
BFJEKD_17875,XRE family transcriptional regulator,,2.13657096445656,,"transcriptional regulator, XRE family, DNA binding",['Cell Wall & Envelope Biogenesis'],Medium,Limited annotation; no KO or COG. Likely transcriptional regulator based on PFAM and GO. Useful for grouping under transcription factors.
BFJEKD_18255,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA",K18301,-1.21701797725515,,"transcriptional regulator, TetR family, DNA binding, regulation of transcription",['Secretion & Transport Systems'],High,"Well-annotated transcriptional regulator of the TetR family, important for gene expression regulation and nucleoid occlusion."
BFJEKD_19320,LysR family transcriptional regulator,"K16135, K18900",-1.11922488711091,Two-component system,"transcriptional regulator, LysR family, gene regulation",['Polyhydroxyalkanoates & Storage Lipids'],High,Well-characterized transcriptional regulator with DNA-binding domains; important for regulatory network analyses.
BFJEKD_19725,AraC family transcriptional regulator,K05372,2.56388582398832,Two-component system,"transcription regulator, DNA-binding, AraC family",['Amino Acid Biosynthesis'],High,Well-annotated AraC family transcriptional regulator involved in transcriptional regulation; useful for grouping genes related to transcriptional control.
