Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_04400,Putative heavy-metal exporter,,3.61132319114115,,"heavy metal exporter, membrane transporter, efflux pump",['Secretion & Transport Systems'],Medium,"No KO, EC, or GO annotations available. PFAM domain indicates heavy metal efflux function. Useful for grouping in metal resistance or membrane transport clusters."
BFJEKD_06185,Branched-chain amino acid ABC transporter substrate-binding protein,K01999,3.58642135012546,ABC transporters,"ABC transporter, branched-chain amino acid transport, substrate-binding protein, membrane transporter",['Unknown & Hypothetical Proteins'],Medium,No GO terms available; KO and COG consistent with substrate-binding protein of branched-chain amino acid ABC transporter.
BFJEKD_11650,iron ABC transporter substrate-binding protein,K02012,3.55181957990243,ABC transporters,"membrane transporter, ABC transporter, iron transport, substrate-binding protein","['Protein Folding, Quality Control & Stress Response']",High,Substrate-binding component of iron ABC transporter system. Important for iron uptake and transport functional grouping.
BFJEKD_11715,aminotransferase,K14267,3.47315170100553,Lysine biosynthesis,"amino acid biosynthesis, aminotransferase, lysine metabolism",['Amino Acid Biosynthesis'],High,"Complete annotation with KO, EC, GO, and COG; involved in lysine biosynthesis; useful for amino acid metabolism grouping."
BFJEKD_08505,Transcriptional regulator HipB,,3.44811258017944,,"transcriptional regulator, DNA binding, XRE family",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with typical HTH domains; useful for regulatory network analysis.
BFJEKD_00600,D-methionine transport system substrate-binding protein MetQ,K02073,3.43819172688775,ABC transporters,"membrane transporter, ABC transporter, amino acid transport, substrate-binding protein",['Unknown & Hypothetical Proteins'],Medium,KO annotation supports function as substrate-binding protein for D-methionine ABC transporter. EC number not applicable. Useful for grouping in amino acid transport and ABC transporter categories.
BFJEKD_11725,metal ABC transporter substrate-binding protein,K02073,3.41915183092024,ABC transporters,"membrane transporter, ABC transporter, metal ion transport, substrate-binding protein",['Protein Processing & Degradation'],Medium,KO and COG support ABC transporter function; lack of GO and EC limits annotation completeness; relevant for transport-related grouping.
BFJEKD_06180,ABC transporter ATP-binding protein (branched-chain amino acid transport),K01996,3.38098065069333,ABC transporters,"ABC transporter, branched-chain amino acid transport, membrane transporter, ATPase",['Polyhydroxyalkanoates & Storage Lipids'],High,Complete annotation with KO and GO terms consistent with branched-chain amino acid ABC transporter ATPase component.
BFJEKD_19230,"C4-dicarboxylate ABC transporter, periplasmic binding protein DctP",K11688,3.25031147557111,Phosphotransferase system (PTS),"membrane transporter, C4-dicarboxylate transport, TRAP transporter",['Polyhydroxyalkanoates & Storage Lipids'],High,KO annotation present; periplasmic binding protein component of TRAP transporter; important for substrate specificity.
BFJEKD_19225,"C4-dicarboxylate ABC transporter permease, DctQ component",K11689,3.2010805562973,Phosphotransferase system (PTS),"membrane transporter, C4-dicarboxylate transport, TRAP transporter",['Cell Wall & Envelope Biogenesis'],High,KO annotation present; consistent with GO and PFAM; complements DctM component in TRAP transporter.
BFJEKD_16125,Hypothetical protein,,3.17172241971363,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation available; sequence alone insufficient for confident functional assignment.
BFJEKD_08500,chaperonin GroEL,K04077,3.15640321439326,Protein folding and associated processes,"chaperone, protein folding, stress response","['Protein Folding, Quality Control & Stress Response']",High,Key chaperonin assisting in protein folding under stress conditions.
BFJEKD_08495,co-chaperone GroES,K04078,3.14272350797956,Protein folding and associated processes,"chaperone, protein folding, stress response",['Cell Wall & Envelope Biogenesis'],High,Well-characterized co-chaperone involved in protein folding.
BFJEKD_17890,indolepyruvate ferredoxin oxidoreductase alpha subunit,K00179,3.05620615343346,Tyrosine metabolism,"aromatic amino acid metabolism, oxidoreductase, ferredoxin-dependent enzyme, energy metabolism",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent; key enzyme in aromatic amino acid catabolism; relevant for metabolic pathway grouping and expression analysis."
BFJEKD_11710,2-oxobutyrate oxidase,,3.02874065927147,,"oxidoreductase, iron-dependent enzyme, energy metabolism",['Unknown & Hypothetical Proteins'],Low,"No KO, EC, or GO terms available; annotation based on PFAM and COG only; functional inference limited to oxidoreductase activity."
BFJEKD_06190,Branched-chain amino acid ABC transporter permease protein,K01998,3.01253981079582,ABC transporters,"ABC transporter, branched-chain amino acid transport, permease, membrane transporter",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, GO, and COG consistent with permease component of branched-chain amino acid ABC transporter."
BFJEKD_04375,MFS sugar transporter,K08139,2.98409081063448,Phosphotransferase system (PTS),"membrane transporter, MFS transporter, sugar transport",['Cell Wall & Envelope Biogenesis'],High,Typical MFS transporter involved in sugar uptake; important for carbohydrate metabolism and energy acquisition.
BFJEKD_17880,phenylacetate--CoA ligase,K01912,2.95817834504748,Phenylalanine metabolism,"phenylacetate degradation, CoA ligase, metabolism, ligase",['Polyhydroxyalkanoates & Storage Lipids'],High,"Complete annotation with KO, EC, GO, and PFAM. Key enzyme in aromatic compound degradation pathways."
BFJEKD_18470,hypothetical protein,,2.94723571432949,,"hypothetical protein, unknown function",['Amino Acid Biosynthesis'],Low,No functional annotation or domain detected; treat as uncharacterized in downstream analyses.
BFJEKD_13730,Hydrogenase 2 large subunit,K06281,2.93285306713546,Oxidative phosphorylation,"hydrogenase, energy metabolism, oxidative phosphorylation",['Toxin-Antitoxin & Phage Defense'],High,"Consistent KO, EC, GO, and PFAM domain annotations for hydrogenase large subunit. Group with hydrogenase complex proteins."
BFJEKD_11700,Nitrogenase Mo-Fe protein NifD / coenzyme F430 biosynthesis subunit CfbD,K02586,2.91168811524993,Nitrogen metabolism,"nitrogen fixation, oxidoreductase, iron-sulfur protein, energy metabolism",['Carbon Concentrating & Fixation'],High,KO and EC consistent; annotated as nitrogenase Mo-Fe protein subunit involved in nitrogen fixation.
BFJEKD_05110,Branched-chain amino acid transport system substrate-binding protein (ABC transporter permease),K01999,2.8733844344113,ABC transporters,"ABC transporter, branched-chain amino acid transport, membrane transporter",['Unknown & Hypothetical Proteins'],Medium,KO and COG support function as amino acid transporter substrate-binding protein; lack of GO terms reduces confidence slightly.
BFJEKD_01615,Acetoin utilization protein (Histone deacetylase family),,2.87277518693318,,"deacetylase, acetoin metabolism, posttranslational modification","['Amino Acid Metabolism', 'Stress Response']",Medium,No KO or EC assigned; GO and PFAM support deacetylase function; may play role in acetoin utilization and transcription regulation.
BFJEKD_10060,Cobalt transporter substrate-binding protein,,2.84610081713759,,"membrane transporter, metal ion transport, cobalt uptake",['Unknown & Hypothetical Proteins'],Medium,Annotated as cobalt transporter based on PFAM and GO; no KO or COG available; important for metal ion homeostasis.
BFJEKD_18475,hypothetical protein,,2.79025058953905,,"hypothetical protein, unknown function",['Protein Processing & Degradation'],Low,No functional annotation or domain detected; treat as uncharacterized in downstream analyses.
BFJEKD_13735,"Ni/Fe-hydrogenase, b-type cytochrome subunit",K03620,2.71617996070393,Oxidative phosphorylation,"electron transport, cytochrome, energy metabolism",['Cell Wall & Envelope Biogenesis'],High,Annotated as cytochrome b subunit of Ni/Fe hydrogenase complex; involved in electron transport chain. Group with energy metabolism and electron transport proteins.
BFJEKD_10225,ABC transporter permease,K02015,2.71108725501719,ABC transporters,"iron transport, ABC transporter, membrane permease",['Cell Wall & Envelope Biogenesis'],High,"Well annotated permease subunit of iron siderophore ABC transporter with consistent KO, COG, PFAM, and GO terms."
BFJEKD_14060,F0F1 ATP synthase subunit epsilon,K02114,2.68913618509041,Oxidative phosphorylation,"ATP synthase, energy metabolism, oxidative phosphorylation, membrane protein, proton transport",['Amino Acid Biosynthesis'],High,"KO and PFAM domains support epsilon subunit function in ATP synthase complex. No EC assigned, consistent with regulatory role."
BFJEKD_12705,aerobic carbon-monoxide dehydrogenase medium subunit,K03519,2.67376348397672,Carbon fixation pathways in prokaryotes,"carbon monoxide oxidation, energy metabolism, aerobic respiration, flavoprotein",['Amino Acid Biosynthesis'],High,Medium subunit of aerobic CO dehydrogenase complex; flavoprotein domain presence supports electron transfer role; consistent with other subunits for grouping.
BFJEKD_10790,hypothetical protein,,2.61347320569967,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation available; consider for further experimental characterization or comparative genomics.
BFJEKD_01510,Iron permease FTR1 family protein,K07243,2.60915788101355,ABC transporters,"iron transport, membrane transporter, high-affinity transporter","['Secretion & Transport Systems', 'Efflux Pumps']",High,"Complete annotation with KO, GO, COG, and PFAM domains consistent with high-affinity iron permease function. Suitable for grouping under iron acquisition and membrane transport."
BFJEKD_13165,DUF2325 domain-containing protein,,2.60307349554833,,uncharacterized protein,['Protein Processing & Degradation'],Low,"No functional annotation beyond DUF2325 domain; no KO, GO, or COG data available; low confidence for functional grouping."
BFJEKD_19725,AraC family transcriptional regulator,K05372,2.56388582398832,Two-component system,"transcription regulator, DNA-binding, AraC family",['Amino Acid Biosynthesis'],High,Well-annotated AraC family transcriptional regulator involved in transcriptional regulation; useful for grouping genes related to transcriptional control.
BFJEKD_06195,branched-chain amino acid ABC transporter permease protein LivH,K01997,2.55678977732811,ABC transporters,"amino acid transport, ABC transporter, membrane transporter",['Secretion & Transport Systems'],High,Complete annotation with KO and GO terms consistent; key permease component of branched-chain amino acid ABC transporter system; useful for grouping transport-related genes.
BFJEKD_10780,phosphate signaling complex protein PhoU,K02039,2.55655931339446,ABC transporters,"phosphate regulation, phosphate transport, membrane protein",['Unknown & Hypothetical Proteins'],High,"PhoU is a key regulator of phosphate uptake, involved in phosphate transport system regulation; useful for grouping phosphate metabolism related genes."
BFJEKD_07055,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP)",K11688,2.54779224222716,ABC transporters,"membrane transporter, TRAP transporter, dicarboxylate transport",['Cell Wall & Envelope Biogenesis'],High,Complete KO and GO annotations support confident functional assignment as a periplasmic substrate-binding component of TRAP-type C4-dicarboxylate transporters.
BFJEKD_14005,hypothetical protein,,2.49518162328963,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; treat as unknown in grouping and DE analysis.
BFJEKD_08510,Sulfate permease SulP family,K03321,2.48482928597716,Two-component system,"membrane transporter, anion transporter, sulfate permease, MFS superfamily",['Toxin-Antitoxin & Phage Defense'],High,Sulfate permease involved in anion transport; important for sulfur metabolism and environmental response.
BFJEKD_07310,branched-chain amino acid ABC transporter substrate-binding protein LivK,K01999,2.48447300217814,ABC transporters,"branched-chain amino acid transport, substrate-binding protein, ABC transporter",['Amino Acid Biosynthesis'],Medium,KO and PFAM support substrate-binding protein function; lack of GO terms reduces annotation completeness slightly.
BFJEKD_10775,Phosphate ABC transporter ATP-binding protein PstB,K02036,2.48375848790682,Phosphonate and phosphinate metabolism,"phosphate transport, ABC transporter, ATP-binding protein, energy coupling",['Unknown & Hypothetical Proteins'],High,"ATPase subunit of phosphate ABC transporter; well supported by KO, EC, GO, COG, and PFAM data."
BFJEKD_15795,NADH-quinone oxidoreductase subunit NuoN,K00343,2.48358519165359,Oxidative phosphorylation,"respiratory chain, electron transport, membrane protein, oxidoreductase, proton translocation",['Toxin-Antitoxin & Phage Defense'],High,"Core component of NADH dehydrogenase complex, essential for electron transfer in respiration."
BFJEKD_14010,envelope stress response membrane protein PspB,K03970,2.481829053898,Two-component system,"envelope stress response, membrane protein, phage shock protein",['Polyhydroxyalkanoates & Storage Lipids'],Medium,Component of phage shock protein system involved in envelope stress response; no EC number; useful for stress response grouping.
BFJEKD_00285,Type IV pilus assembly protein PilF/PilW,,2.46660200702642,,"type IV pilus, pilus assembly, cell motility, protein binding",['Unknown & Hypothetical Proteins'],High,Well annotated with COG and GO terms; important for motility and surface attachment.
BFJEKD_13725,Uptake hydrogenase small subunit,K06282,2.46341783102522,Oxidative phosphorylation,"hydrogenase, energy metabolism, oxidative phosphorylation",['Toxin-Antitoxin & Phage Defense'],High,KO and EC consistent; GO and PFAM domains support hydrogenase small subunit function. Group with energy metabolism and hydrogenase complexes.
BFJEKD_10110,acetolactate synthase 3 large subunit,K01652,2.44446617380783,"Valine, leucine and isoleucine biosynthesis","amino acid biosynthesis, branched-chain amino acids, acetolactate synthase",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with multiple TPP domains and consistent KO, EC, GO, and COG; key enzyme in BCAA biosynthesis."
BFJEKD_02340,Hypothetical protein,,2.43390961837714,,"hypothetical protein, unknown function",['Lipid Transport and Binding'],Low,No functional annotation or domain information available; likely uncharacterized protein.
BFJEKD_11790,methionine ABC transporter substrate-binding protein,K02073,2.42324574400286,Amino acid transport and metabolism,"substrate-binding, methionine transport, lipoprotein, ABC transporter",['Carbon Concentrating & Fixation'],High,"Lipoprotein component of methionine ABC transporter, essential for substrate recognition."
BFJEKD_10770,Phosphate ABC transporter permease subunit PstA,K02038,2.40053984120242,Phosphonate and phosphinate metabolism,"phosphate transport, ABC transporter, permease, membrane transporter",['Polyhydroxyalkanoates & Storage Lipids'],High,"Permease subunit of phosphate ABC transporter; consistent with KO, COG, GO, and PFAM annotations."
BFJEKD_13800,CsbD family protein,,2.35896187594086,,"stress response, unknown function",['Cell Wall & Envelope Biogenesis'],Low,"Protein belongs to CsbD family, implicated in stress response but function not well characterized; no KO, EC, or GO annotations."
BFJEKD_17885,indolepyruvate oxidoreductase subunit beta,K00180,2.35764371283099,Carbon fixation pathways in prokaryotes,"oxidoreductase, ferredoxin oxidoreductase, energy metabolism, carbon fixation",['Unknown & Hypothetical Proteins'],High,Well-annotated enzyme involved in anaerobic metabolism and carbon fixation. Important for energy metabolism studies.
BFJEKD_14015,phage shock protein PspA,K03969,2.35421725303788,Two-component system,"envelope stress response, phage shock protein, membrane stabilization",['Unknown & Hypothetical Proteins'],High,"Key component of phage shock protein system; well-annotated with KO, COG, GO, and PFAM; important for stress response and membrane integrity."
BFJEKD_10115,acetolactate synthase small subunit,K01653,2.34540749084933,"Valine, leucine and isoleucine biosynthesis","amino acid biosynthesis, branched-chain amino acids, acetolactate synthase",['Cell Wall & Envelope Biogenesis'],High,Small regulatory subunit of acetolactate synthase with consistent annotation; complements large subunit in BCAA biosynthesis.
BFJEKD_11785,CoF synthetase,K01912,2.33945272017558,"Phenylalanine, tyrosine and tryptophan biosynthesis","CoA ligase, phenylacetate activation, amino acid metabolism, ligase activity",['Secretion & Transport Systems'],High,"Functionally characterized as phenylacetate-CoA ligase, involved in aromatic amino acid metabolism."
BFJEKD_03570,"GntR family transcriptional regulator (MocR family, 2-aminoadipate transaminase-like)",K05825,2.33744985218625,"Valine, leucine and isoleucine degradation","transcriptional regulator, GntR family, aminotransferase-related, amino acid metabolism",['Polyhydroxyalkanoates & Storage Lipids'],High,KO and EC support aminotransferase-related regulatory function; relevant for amino acid metabolism and transcriptional regulation studies.
BFJEKD_13985,Succinate--CoA ligase subunit alpha,K01902,2.32962586446408,Citrate cycle (TCA cycle),"TCA cycle, substrate-level phosphorylation, ligase, energy metabolism",['Cell Wall & Envelope Biogenesis'],High,Alpha subunit binds coenzyme A and phosphate; annotation consistent with beta subunit and TCA cycle function.
BFJEKD_04085,Sugar transferase involved in LPS biosynthesis,K00781,2.3174896517754,Lipopolysaccharide biosynthesis,"glycosyltransferase, LPS biosynthesis, cell envelope biogenesis",['Cell Wall & Envelope Biogenesis'],High,Sugar transferase involved in LPS biosynthesis with matching COG and PFAM domains; GO terms support function.
BFJEKD_04185,acyl carrier protein,K02078,2.31322159509971,Fatty acid biosynthesis,"fatty acid biosynthesis, acyl carrier protein, lipid metabolism",['Toxin-Antitoxin & Phage Defense'],Medium,KO and COG consistent with acyl carrier protein function; no GO terms provided but PFAM domain confirms role; important for grouping in lipid metabolism and fatty acid biosynthesis.
BFJEKD_09470,"CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily",K19126,2.30881498331376,CRISPR system,"CRISPR-Cas system, endoribonuclease, RNA processing",['Amino Acid Biosynthesis'],High,"Cas6 endoribonuclease involved in crRNA processing; supported by KO, COG, and PFAM."
BFJEKD_03580,"dTDP-glucose 4,6-dehydratase",K07093,2.29394372276966,Amino sugar and nucleotide sugar metabolism,"nucleotide sugar metabolism, carbohydrate metabolism, dehydratase",['Unknown & Hypothetical Proteins'],High,KO K07093 maps to EC 4.2.1.46; involved in nucleotide sugar metabolism; COG and PFAM consistent with carbohydrate metabolism.
BFJEKD_02150,YfhL family 4Fe-4S dicluster ferredoxin,,2.28321238258422,,"electron carrier, iron-sulfur protein, ferredoxin","['Secretion & Transport Systems', 'Efflux Pumps']",Medium,No KO or EC assigned; annotation based on PFAM and COG. Likely involved in electron transport via 4Fe-4S clusters.
BFJEKD_10765,Phosphate ABC transporter permease subunit PstC,K02037,2.27925462136894,Phosphonate and phosphinate metabolism,"phosphate transport, ABC transporter, permease, membrane transporter",['Cell Wall & Envelope Biogenesis'],High,Integral permease subunit of phosphate ABC transporter; supported by multiple GO terms and PFAM domains.
BFJEKD_14055,F0F1 ATP synthase subunit beta,"K02112, K02133",2.27848921133401,Oxidative phosphorylation,"ATP synthase, energy metabolism, oxidative phosphorylation, membrane protein, proton transport, catalytic subunit",['Amino Acid Biosynthesis'],High,Multiple KO terms and EC numbers confirm catalytic beta subunit role. Strong evidence from GO and PFAM domains.
BFJEKD_15365,Asparagine synthase (glutamine-hydrolyzing),K01953,2.27253671165167,"Alanine, aspartate and glutamate metabolism","amino acid biosynthesis, transferase, glutamine amidotransferase",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with asparagine biosynthesis; suitable for grouping in amino acid metabolism and nitrogen assimilation."
BFJEKD_11845,D-ala-D-ala transporter subunit DppC,K02034,2.26178895834614,ABC transporters,"membrane transporter, ABC transporter, peptide transport, permease",['Cell Wall & Envelope Biogenesis'],High,Permease subunit of peptide/nickel ABC transporter; domain architecture and KO support annotation.
BFJEKD_10275,iron ABC transporter substrate-binding protein AfuA,K02055,2.25616492206919,ABC transporters,"membrane transporter, ABC transporter, iron uptake, siderophore transport",['Amino Acid Biosynthesis'],High,Periplasmic substrate-binding protein for iron ABC transporter; key for iron acquisition and metal ion transport grouping.
BFJEKD_19010,Bacterioferritin-associated ferredoxin,K02192,2.2526816540471,ABC transporters,"iron-sulfur protein, electron transfer, ferredoxin",['Amino Acid Biosynthesis'],High,"Well annotated with KO, GO, COG, and PFAM. Functions in electron transfer associated with bacterioferritin."
BFJEKD_10120,ketol-acid reductoisomerase,K00053,2.25181201158636,"Valine, leucine and isoleucine biosynthesis","amino acid biosynthesis, branched-chain amino acids, ketol-acid reductoisomerase","['Protein Folding, Quality Control & Stress Response']",High,Key enzyme in BCAA biosynthesis with full annotation; important for metabolic pathway grouping and differential expression.
BFJEKD_15790,NADH-quinone oxidoreductase subunit M,K00342,2.25059047103392,Oxidative phosphorylation,"respiratory complex I, oxidative phosphorylation, membrane protein, electron transport, energy metabolism, proton antiporter","['Protein Folding, Quality Control & Stress Response']",High,"Complete annotation with KO, EC, GO, COG, and PFAM domains supporting role in respiratory complex I and proton translocation; important for energy metabolism and proton gradient formation."
BFJEKD_17540,Cyclopropane-fatty-acyl-phospholipid synthase,K00574,2.2448145145178,Glycerophospholipid metabolism,"lipid metabolism, fatty acid modification, methyltransferase, membrane-associated enzyme",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains; involved in membrane lipid modification."
BFJEKD_10220,"ABC-type Fe3+-hydroxamate transport system, periplasmic component",K02016,2.24168687504612,ABC transporters,"iron transport, ABC transporter, periplasmic binding protein",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation with KO, COG, PFAM, and GO terms consistent with iron siderophore ABC transporter periplasmic component."
BFJEKD_00785,Uncharacterized protein,,2.20979554795157,,"hypothetical protein, unknown function",['Mobile Genetic Elements & Plasmid'],Low,No functional annotation available; sequence alone insufficient for confident functional prediction.
BFJEKD_16130,Multicomponent Na+:H+ antiporter subunit D,K05568,2.20582844632217,ABC transporters,"membrane transporter, cation:proton antiporter, Na+/H+ antiporter",['Amino Acid Biosynthesis'],High,KO annotation supports function as Na+/H+ antiporter subunit; PFAM domains consistent with proton antiporter activity.
BFJEKD_04180,asparagine synthase (glutamine-hydrolyzing),K01953,2.19068329460776,"Alanine, aspartate and glutamate metabolism","amino acid biosynthesis, asparagine synthesis, glutamine amidotransferase","['Protein Folding, Quality Control & Stress Response']",High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM; key enzyme in asparagine biosynthesis; important for metabolic pathway grouping and differential expression related to nitrogen metabolism."
BFJEKD_12055,AraC family transcriptional regulator,K12243,2.18532471457628,,"transcriptional regulator, DNA-binding, AraC family",['Secretion & Transport Systems'],High,Functionally characterized AraC family regulator with KO and COG support; important for transcriptional regulation grouping.
BFJEKD_07050,TRAP transporter permease DctQ,K11689,2.16514676912568,Phosphotransferase system (PTS),"membrane transporter, TRAP transporter, C4-dicarboxylate transport",['Cell Wall & Envelope Biogenesis'],High,"Small permease component of TRAP-type C4-dicarboxylate transporter; consistent KO, COG, GO, and PFAM annotations."
BFJEKD_17380,dihydrolipoyl dehydrogenase,K00382,2.16225919045021,"Citrate cycle (TCA cycle), Glycolysis / Gluconeogenesis","pyruvate dehydrogenase complex, oxidoreductase, energy metabolism",['Unknown & Hypothetical Proteins'],High,"Well-annotated E3 component of pyruvate dehydrogenase complex; consistent KO, EC, GO, COG, and PFAM domains."
BFJEKD_04090,PEP-CTERM system histidine kinase PrsK,K07636,2.15523020019009,Two-component system,"two-component system, histidine kinase, signal transduction","['Protein Folding, Quality Control & Stress Response']",High,Histidine kinase of PEP-CTERM system with typical domains and GO terms; KO assigned based on function.
BFJEKD_19035,Serine protease Do (DegQ),K04771,2.15344119493629,Proteasome,"serine protease, protein degradation, protease",['Toxin-Antitoxin & Phage Defense'],High,Strongly supported serine protease involved in protein turnover; useful for grouping under proteolysis and stress response.
BFJEKD_10540,Ammonia channel protein AmtB,K03320,2.15064717526805,ABC transporters,"membrane transporter, ammonium transport, Amt family",['Unknown & Hypothetical Proteins'],High,KO present with ammonium transporter function; GO and PFAM consistent; key for nitrogen metabolism.
BFJEKD_17775,Hypoxanthine phosphoribosyltransferase,"K00769, K07101",2.1490715131287,Purine metabolism,"purine salvage, nucleotide metabolism, phosphoribosyltransferase",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation with KO, EC, GO, and PFAM consistent; key enzyme in purine salvage pathway relevant for nucleotide metabolism studies."
BFJEKD_17875,XRE family transcriptional regulator,,2.13657096445656,,"transcriptional regulator, XRE family, DNA binding",['Cell Wall & Envelope Biogenesis'],Medium,Limited annotation; no KO or COG. Likely transcriptional regulator based on PFAM and GO. Useful for grouping under transcription factors.
BFJEKD_03575,Flavorubredoxin,,2.12015628176646,,"redox protein, electron transport, iron-sulfur protein, nitric oxide response",['Unknown & Hypothetical Proteins'],High,Well annotated with GO and COG; typical rubredoxin domain and function; no KO or EC but GO terms strongly support redox electron transfer role.
